bid_id	contract_year	version	bnchmk_e0012	bnchmk_e0013	bnchmk_e0014	bnchmk_e0015	bnchmk_e0016	bnchmk_e0017	bnchmk_e0018	bnchmk_e0019	bnchmk_e0023	bnchmk_e0024	bnchmk_e0025	bnchmk_e0036	bnchmk_e0038	bnchmk_f0012	bnchmk_f0015	bnchmk_f0036	bnchmk_f0038	bnchmk_g0012	bnchmk_g0015	bnchmk_g0031	bnchmk_g0036	bnchmk_h0036	bnchmk_h0038	bnchmk_i0036	bnchmk_i0038	bnchmk_j0036	bnchmk_k0036	bnchmk_l0016	bnchmk_l0017	bnchmk_l0018	bnchmk_l0024	bnchmk_l0025	bnchmk_l0026	bnchmk_l0036	bnchmk_m0016	bnchmk_m0017	bnchmk_m0018	bnchmk_m0036	bnchmk_n0036	bnchmk_o0036	bnchmk_p0036	bnchmk_q0036	bnchmk_r0036	bnchmk_s0036	bnchmk_t0036	bnchmk_t0037	bnchmk_u0014	bnchmk_u0015	bnchmk_u0016	bnchmk_u0017	bnchmk_u0018	bnchmk_u0036
H2032_001_0	2018	9	5424	898.4414057	0	0.989578151	0.989578151	889.077985	778.95	787.15	110.13	55.07	0	5424	0	5152.8	0.989578151	0.989578151		271.2	0.989578151		0	898.4414057		889.077985		1	787.1535959	0.665	0.335	1	3	New contract under existing parent org	0.5	0.4434		N/A		0.5566	0.073103775	0.178731128	0.212279473	n/a	n/a	n/a	4642.920476	0.855995663	5424	0	0	0	5424	"Dallas-Plano-Irving, TX"
H2032_002_0	2018	9	5424	873.376891	0	0.962089536	0.962089536	840.2667677	733.44	762.34	106.83	53.42	0	5424	0	5152.8	0.962089536	0.962089536		271.2	0.962089536		0	873.376891		840.2667677		1	762.3406894	0.665	0.335	1	3	New contract under existing parent org	0.5	0.4434		N/A		0.5566	0.075983285	0.184896461	0.212279473	n/a	n/a	n/a	4600.370091	0.848150828	5424	0	0	0	5424	Not in Metro Area
H2034_001_0	2018	4	4609	862.5611753	0	2.794793719	2.794793719	2410.680555	2331.4	834.19	79.28	51.53	0	4609	525	78.99853085	2.794793719	2.794793719	2.794793719	4530.001469	2.794793719		0	862.5611753	862.5611753	2410.680555	2410.680555	1	834.1939457	0.665	0.335	1		Low	0.65	0.4434		N/A		0.5566	0.080084243	0.14964255	0.212279473	n/a	n/a	n/a	1919	0.469882468	4084	117	0	525	4726	n/a
H2034_002_0	2018	5	1203	875.2085558	0.00776109	1.824489721	1.810329692	1584.416036	1522.1	840.79	62.32	40.51	0	1203	109	16.49451554	1.824489721	1.824489721	1.824489721	1186.505484	1.824489721		0	875.2085558	875.2085558	1596.809013	1596.809013	1	840.7860769	0.665	0.335	1		Low	0.65	0.4434		N/A		0.5566	0.079822926	0.151765669	0.212279473	n/a	n/a	n/a	776	0.709323583	1094	74	0	109	1277	"Milwaukee-Waukesha-West Allis, WI"
H2108_001_0	2018	4	49005	984.8379646	0.001340021	1.445564481	1.443627394	1421.739065	1379.95	955.89	41.79	27.16	0	49005	229	6828.379006	1.369397144	1.445564481	1.19569116	42176.62099	1.457895944		0	984.8379646	984.8379646	1423.646781	1177.562048	1	955.8906996	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.060823817	0.155824573	0.212279473	n/a	n/a	n/a	30325.19669	0.621723731	48776	462	126	229	49593	"Baltimore-Columbia-Towson, MD"
H2108_020_0	2018	4	2307	1008.432103	0.001568371	2.568243634	2.564215674	2585.837406	2469.11	962.91	116.73	75.87	0	2307	0	47.86307054	2.568243634	2.568243634	0	2259.136929	2.568243634		0	1008.432103		2589.89933		1	962.9104232	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.05865067	0.154803956	0.212279473	n/a	n/a	n/a	1749.153191	0.758193841	2307	35	16	0	2358	"Baltimore-Columbia-Towson, MD"
H2108_022_0	2018	5	40563	1037.381686	0.002379534	1.146724304	1.143995634	1186.76012	1061.34	927.75	125.42	81.52	0	40563	229	37234.27788	1.146724304	1.146724304	1.148017332	3328.72212	1.146724304		0	1037.381686	1037.381686	1189.590792	1190.932155	1	927.748296	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.056148654	0.154342955	0.212279473	n/a	n/a	n/a	40334	1	40334	374	132	229	41069	"Baltimore-Columbia-Towson, MD"
H2108_028_0	2018	5	48805	864.3482697	0.004227204	0.894166319	0.890386496	769.6040268	664.42	746.22	105.18	68.37	0	48805	386	45352.0721	0.894166319	0.894166319	0.975322682	3452.9279	0.894166319		0	864.3482697	864.3482697	772.8711105	843.0184724	1	746.215271	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.070140353	0.159590285	0.212279473	n/a	n/a	n/a	14106.23134	0.291336693	48419	172	120	386	49097	n/a
H2108_029_0	2018	5	7180	864.977469	0.008092278	1.39896973	1.387648877	1200.285014	1128.52	813.26	71.77	46.65	0	7180	72	6652.948255	1.39896973	1.39896973	1.439516292	527.0517449	1.39896973		0	864.977469	864.977469	1210.077296	1245.149158	1	813.2604857	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.070324413	0.159457942	0.212279473	n/a	n/a	n/a	1887.235732	0.265508685	7108	122	24	72	7326	n/a
H2108_030_0	2018	5	7082	1041.868934	0.00180282	1.635361063	1.632412802	1700.760185	1536.72	941.38	164.04	106.63	0	7082	72	6738.213592	1.635361063	1.635361063	1.008205661	343.7864078	1.635361063		0	1041.868934	1041.868934	1703.831886	1050.418157	1	941.3795324	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.056148654	0.154342955	0.212279473	n/a	n/a	n/a	7010	1	7010	160	12	72	7254	"Baltimore-Columbia-Towson, MD"
H2108_032_0	2018	4	20398	874.294104	0.006412636	0.85897776	0.853469448	746.1833065	672.12	787.52	74.06	48.14	0	20398	347	18492.90377	0.85897776	0.85897776	0.774842061	1905.096226	0.85897776		0	874.294104	874.294104	750.9991911	677.4398458	1	787.5150088	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.070086398	0.157493581	0.212279473	n/a	n/a	n/a	9755.06262	0.486512524	20051	60	24	347	20482	n/a
H2108_033_0	2018	4	19246	1029.578663	0.004630324	1.015203552	1.010502831	1040.392154	952.58	942.68	87.81	57.08	0	19246	368	17975.03774	1.015203552	1.015203552	1.048699393	1270.962264	1.015203552		0	1029.578663	1029.578663	1045.231916	1079.718519	1	942.6791998	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.056148654	0.154342955	0.212279473	n/a	n/a	n/a	18878	1	18878	90	0	368	19336	"Baltimore-Columbia-Towson, MD"
H2161_002_0	2018	4	6058	851.095832	0.0129326	1.046831651	1.033293397	879.431703	850.35	822.95	29.08	18.9	0	6058	130.7482014	5811.031175	1.046831651	1.046831651	1.046831651	246.9688249	1.046831651		0	851.095832	851.095832	890.9540551	890.9540551	1	822.9511607	0.665	0.335	1		Low	0.65	0.4434		N/A		0.5566	0.078818488	0.169754072	0.212279473	n/a	n/a	n/a	5927.251799	1	5927.251799	0	0	130.7482014	6058	Not in Metro Area
H2161_003_0	2018	5	6058	851.095832	0	0.912951365	0.912951365	777.0091019	701	767.84	76.01	49.41	0	6058	130.7482014	5755.1	0.912951365	0.912951365	0.912951365	302.9	0.912951365		0	851.095832	851.095832	777.0091019	777.0091019	1	767.8393686	0.665	0.335	1		Low	0.65	0.4434		N/A		0.5566	0.078818488	0.169754072	0.212279473	n/a	n/a	n/a	5927.251799	1	5927.251799	0	0	130.7482014	6058	Not in Metro Area
H2168_001_0	2018	6	12861.35474	872.6162568	0	1.757131173	1.757131173	1533.301227	1097.94	624.85	435.36	282.98	0	12861.35474	0	257.2270949	1.757131173	1.757131173		12604.12765	1.757131173		0	872.6162568		1533.301227		1	624.8480575	0.665	0.335	1		New contract under new parent org	0.65	0.4434		N/A		0.5566	0.063959252	0.139102628	0.212279473	n/a	n/a	n/a	12861.35474	1	12861.35474	0	0	0	12861.35474	"New York-Jersey City-White Plains, NY-NJ"
H2168_002_0	2018	6	2525.122263	872.6109068	0	2.449585717	2.449585717	2137.535214	2016.24	823.09	121.3	78.85	0	2525.122263	0	0	2.449585717	2.449585717		2525.122263	2.449585717		0	872.6109068		2137.535214		1	823.0942832	0.665	0.335	1		New contract under new parent org	0.65	0.4434		N/A		0.5566	0.063959252	0.139102628	0.212279473	n/a	n/a	n/a	2525.122263	1	2525.122263	0	0	0	2525.122263	"New York-Jersey City-White Plains, NY-NJ"
H2171_001_0	2018	5	7895.916946	911.161972	0.005123703	1.101528867	1.09588496	998.5287011	655.08	597.76	343.45	223.24	0	7895.916946	140.4967428	7449.809981	1.101528867	1.101528867	1.101528867	446.1069646	1.101528867		0	911.161972	911.161972	1003.671215	1003.671215	1	597.7634734	0.665	0.335	1		Low	0.65	0.4434		N/A		0.5566	0.072980224	0.182832388	0.212279473	n/a	n/a	n/a	6649.739553	0.857431239	7755.420203	21.23509712	8.847957133	140.4967428	7926	"Fort Worth-Arlington, TX"
H2172_001_0	2018	12	76	848.57	0.004230904	0.811971542	0.808536168	686.0995362	624.56	772.46	61.54	43.08	0	76	0	74.51962759	0.811971542	0.811971542	0.811971542	1.48037241	0.811971542		0	848.57		689.0146911		1	772.4577139	0.665	0.335	1	5	New contract under existing parent org	0.7	0.4434		N/A		0.5566	0.072823682	0.157364465	0.212279473	n/a	n/a	n/a	76	1	76	0	0	0	76	"Washington-Arlington-Alexandria, DC-VA-MD-WV"
H2172_002_0	2018	11	1560.198369	971.7164828	0.004230904	0.811971542	0.808536168	785.6679215	720.43	891.03	65.24	45.67	0	1560.198369	0	1529.807914	0.811971542	0.811971542	0.811971542	30.39045553	0.811971542		0	971.7164828		789.0061306		1	891.0300224	0.665	0.335	1	5	New contract under existing parent org	0.7	0.4434		N/A		0.5566	0.062498393	0.155064798	0.212279473	n/a	n/a	n/a	591.7993814	0.379310345	1560.198369	17.80163074	0	0	1578	n/a
H2172_003_0	2018	11	3570	848.57	0.007718777	0.626221145	0.621387484	527.2907771	415.01	667.88	112.28	78.6	0	3570	0	3518.16603	0.626221145	0.626221145	0.626221145	51.83397024	0.626221145		0	848.57		531.3924773		1	667.8763426	0.665	0.335	1	5	New contract under existing parent org	0.7	0.4434		N/A		0.5566	0.072823682	0.157364465	0.212279473	n/a	n/a	n/a	3570	1	3570	0	0	0	3570	"Washington-Arlington-Alexandria, DC-VA-MD-WV"
H2172_004_0	2018	11	39160.3527	973.5306769	0.007718777	0.626221145	0.621387484	604.9397777	483.32	777.81	121.62	85.13	0	39160.3527	0	38591.77103	0.626221145	0.626221145	0.626221145	568.5816684	0.626221145		0	973.5306769		609.6454955		1	777.807749	0.665	0.335	1	5	New contract under existing parent org	0.7	0.4434		N/A		0.5566	0.0624002	0.155048438	0.212279473	n/a	n/a	n/a	15084.26663	0.385192308	39160.3527	174.6473016	0	0	39335	n/a
H2174_001_0	2018	4	32839.76419	843.61	0.002977714	1.311577532	1.307672029	1103.165201	1042.78	797.43	60.39	30.2	0	32839.76419	795.2925764	2935.17626	1.311577532	1.311577532	1.323756337	29904.58793	1.311577532		0	843.61	843.61	1106.459922	1116.734083	1	797.4323657	0.665	0.335	1	3	Not applicable	0.5	0.4434		N/A		0.5566	0.067065256	0.109912899	0.212279473	n/a	n/a	n/a	32044.47162	1	32044.47162	290.0789996	185.1568083	795.2925764	33315	Not in Metro Area
H2185_001_0	2018	3	6165	848.6311843	0	1.978767098	1.978767098	1679.243466	1605.97	811.6	73.27	47.63	0	6165	882	600.7428115	1.847950298	1.978767098	1.978767098	5564.257188	1.992890682		0	848.6311843	848.6311843	1679.243466	1679.243466	1	811.6013256	0.665	0.335	1		New contract under new parent org	0.65	0.4434		N/A		0.5566	0.082739674	0.175420733	0.212279473	n/a	n/a	n/a	2373.116827	0.449198718	5283	24	51	882	6240	n/a
H2224_001_0	2018	3	90903	839.8406833	8.61834E-06	1.339729885	1.339718338	1125.149965	1066.74	796.24	58.41	37.97	0	90903	1570.277779	52.09127748	1.339729885	1.339729885	1.339729885	90850.90872	1.339729885		0	839.8406833	839.8406833	1125.159662	1125.159662	1	796.2419932	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.071308398	0.131263879	0.212279473	n/a	n/a	n/a	49555.91326	0.554734167	89332.72222	276	565	1570.277779	91744	"Boston, MA"
H2224_003_0	2018	3	67526	840.8986777	0.000115258	2.342450218	2.342180233	1969.53626	1918.91	819.28	50.63	32.91	0	67526	2265.706664	60.36807152	2.342450218	2.342450218	2.342450218	67465.63193	2.342450218		0	840.8986777	840.8986777	1969.76329	1969.76329	1	819.2836629	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.071979689	0.134407237	0.212279473	n/a	n/a	n/a	29196.36083	0.44738323	65260.29334	730	648	2265.706664	68904	n/a
H2225_001_0	2018	5	107315	852.1930022	0.00014387	1.954870453	1.954589207	1665.687244	1534.65	785.15	131.04	91.73	0	107315	585	311	1.954870453	1.954870453	1.955382955	107004	1.954870453		0	852.1930022	852.1930022	1665.926921	1666.363671	1	785.152192	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.071013627	0.137374281	0.212279473	n/a	n/a	n/a	45449	0.425831538	106730	504	12	585	107831	n/a
H2226_001_0	2018	3	202251.9069	873.1296194	0.000459582	1.490998759	1.490313523	1301.236879	1294.67	868.72	6.57	4.6	0	202251.9069	2219.548132	681.1170761	1.432894857	1.490998759	1.490998759	201570.7898	1.491195095		0	873.1296194	873.1296194	1301.835179	1301.835179	1	868.723245	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.070270097	0.129534047	0.212279473	n/a	n/a	n/a	80966.93163	0.404769169	200032.3588	992.5331009	1265.560006	2219.548132	204510	n/a
H2228_001_0	2018	4	680.1175277	870.7259852	0.000321732	2.606472355	2.60563377	2268.793032	2165.16	830.95	103.63	72.54	0	680.1175277	0	92.89182431	1.944689048	2.606472355	0	587.2257034	2.711158268		0	870.7259852		2269.52321		1	830.9533076	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.069818246	0.132471589	0.212279473	n/a	n/a	n/a	391.9889199	0.57635468	680.1175277	2.210745583	28.67172667	0	711	"Cambridge-Newton-Framingham, MA"
H2228_002_0	2018	4	19011.72414	884.1030038	0.000965967	2.491456793	2.489050127	2200.576694	2120.18	851.8	80.4	56.28	0	19011.72414	6.304667266	777.1200438	2.19184716	2.491456793	2.491456793	18234.6041	2.504225519		0	884.1030038	884.1030038	2202.704435	2202.704435	1	851.8028532	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.075968935	0.150127226	0.212279473	n/a	n/a	n/a	19005.41947	1	19005.41947	61.79826787	801.4775915	6.304667266	19875	"Providence-Warwick, RI-MA"
H2228_010_0	2018	4	41297.76937	976.1676773	0.002852615	2.495071207	2.487953729	2428.660013	2324.12	934.15	104.54	73.18	0	41297.76937	89.36045625	1377.607124	2.389078607	2.495071207	2.495071207	39920.16225	2.498728912		0	976.1676773	976.1676773	2435.607865	2435.607865	1	934.1492058	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.062597961	0.156574843	0.212279473	n/a	n/a	n/a	16630.9738	0.403582042	41208.40892	134.2398299	1740.990795	89.36045625	43173	n/a
H2228_011_0	2018	4	22.95755368	985.6327809	0.000884818	2.204567467	2.202616827	2170.971348	1880.96	853.97	290.01	203.01	0	22.95755368	0.131520677	12.35116388	2.028141147	2.204567467	2.204567467	10.6063898	2.410016298		0	985.6327809	985.6327809	2172.893963	2172.893963	1	853.966054	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.062069414	0.15540355	0.212279473	n/a	n/a	n/a	10.82877697	0.474404684	22.826033	0.074624323	0.967821997	0.131520677	24	n/a
H2228_012_0	2018	4	37.30602473	880.6940076	0.000884818	2.204567467	2.202616827	1939.83144	1726.44	783.81	213.39	149.37	0	37.30602473	0.213721101	20.0706413	2.028141147	2.204567467	2.204567467	17.23538342	2.410016298		0	880.6940076	880.6940076	1941.549357	1941.549357	1	783.813135	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.073403673	0.160901132	0.212279473	n/a	n/a	n/a	28.63901009	0.772101145	37.09230363	0.121264526	1.572710746	0.213721101	39	"Wilmington, DE-MD-NJ"
H2228_013_0	2018	4	34356.93565	861.8967042	0.001089589	2.467537629	2.464849027	2124.445253	2011.18	815.94	113.27	79.29	0	34356.93565	97.25242887	1471.941558	2.231834143	2.467537629	2.467537629	32884.99409	2.478087783		0	861.8967042	861.8967042	2126.762549	2126.762549	1	815.9444972	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.081296821	0.173432521	0.212279473	n/a	n/a	n/a	18323.69901	0.534847298	34259.68322	111.6784094	1448.385945	97.25242887	35917	"Atlanta-Sandy Springs-Roswell, GA"
H2228_016_0	2018	5	3522.07136	889.5215355	0.005012076	3.112755468	3.097154102	2754.985272	2506.46	809.28	248.53	173.97	0	3522.07136	35.39770211	203.4674946	2.912650233	3.112755468	3.112755468	3318.603866	3.125024155		0	889.5215355	889.5215355	2768.863024	2768.863024	1	809.2784271	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.070395591	0.115849913	0.212279473	n/a	n/a	n/a	2457.927941	0.704949239	3486.673658	11.44861496	148.4800247	35.39770211	3682	"Portland-Vancouver-Hillsboro, OR-WA"
H2228_017_0	2018	3	2830.475056	880.9253618	0.000314211	2.177960415	2.177276076	1918.017715	1659.45	762.17	258.57	181	0	2830.475056	0	1522.79558	1.859297056	2.177960415	0	1307.679476	2.549044587		0	880.9253618		1918.620567		1	762.1679301	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.071786311	0.117976871	0.212279473	n/a	n/a	n/a	2735.394498	0.966408269	2830.475056	9.200557214	119.3243871	0	2959	"Portland-Vancouver-Hillsboro, OR-WA"
H2228_018_0	2018	3	171409.3475	876.0390954	0.004365576	1.169623352	1.164517272	1020.162658	903.28	775.67	116.88	81.82	0	171409.3475	361.0366691	166015.4387	1.144019489	1.169623352	1.169623352	5393.908776	1.957667166		0	876.0390954	876.0390954	1024.635783	1024.635783	1	775.6690445	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.083144399	0.178500326	0.212279473	n/a	n/a	n/a	52187.37127	0.305103108	171048.3108	1009.624668	623.0278804	361.0366691	173042	n/a
H2228_019_0	2018	3	328845.1	878.5111393	0.00385931	1.062185669	1.058086365	929.5406579	819.21	774.24	110.33	77.23	0	328845.1	405.4085083	299692.6862	0.995518497	1.062185669	1.062185669	29152.41372	1.747537629		0	878.5111393	878.5111393	933.1419421	933.1419421	1	774.2373658	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.080598511	0.187093333	0.212279473	n/a	n/a	n/a	328439.6915	1	328439.6915	1318.351332	1847.548698	405.4085083	332011	Not in Metro Area
H2228_020_0	2018	4	71273.59357	898.7082465	0.007036	1.029846347	1.022600348	919.0193657	743.74	727.3	175.28	122.7	0	71273.59357	166.0124016	63674.38282	0.937068619	1.029846347	1.029846347	7599.210752	1.807238206		0	898.7082465	898.7082465	925.531405	925.531405	1	727.3027056	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.080598511	0.187093333	0.212279473	n/a	n/a	n/a	71107.58117	1	71107.58117	291.3796968	361.0267294	166.0124016	71926	Not in Metro Area
H2228_021_0	2018	3	249864.687	885.0212725	0.004072783	1.118358472	1.113803641	985.7399155	886.91	796.29	98.83	69.18	0	249864.687	305.2378932	219613.7815	1.0138189	1.118358472	1.118358472	30250.90549	1.877288834		0	885.0212725	885.0212725	989.771038	989.771038	1	796.2893705	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.076246391	0.181591243	0.212279473	n/a	n/a	n/a	238980.3318	0.957608829	249559.4491	1132.432584	808.880417	305.2378932	251806	"Indianapolis-Carmel-Anderson, IN"
H2228_022_0	2018	4	38085.38352	906.6928581	0.005580452	1.219018715	1.21221604	1099.107626	978.39	807.11	120.72	84.5	0	38085.38352	33.87009611	32206.72091	1.120317848	1.219018715	1.219018715	5878.662613	1.759759267		0	906.6928581	906.6928581	1105.275563	1105.275563	1	807.1086077	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.080598511	0.187093333	0.212279473	n/a	n/a	n/a	38051.51343	1	38051.51343	155.700126	192.916349	33.87009611	38434	Not in Metro Area
H2228_023_0	2018	5	245385.5058	865.6307726	0.004381117	1.005505425	1.001100188	866.5831289	693.65	692.89	172.93	121.05	0	245385.5058	511.915047	222180.9041	0.975234401	1.005505425	1.005505425	23204.60173	1.295346363		0	865.6307726	865.6307726	870.3964378	870.3964378	1	692.8876935	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.07324749	0.183005103	0.212279473	n/a	n/a	n/a	128989.632	0.526760079	244873.5908	1509.825392	1156.668809	511.915047	248052	"El Paso, TX"
H2228_024_0	2018	3	167628.0634	797.32	0.015219032	0.954750614	0.940220233	749.6563961	651.19	692.59	98.47	68.93	0	167628.0634	341.1943605	153026.0801	0.899852817	0.954750614	0.954750614	14601.9833	1.530069356		0	797.32	797.32	761.2417592	761.2417592	1	692.5930513	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.06690682	0.118317062	0.212279473	n/a	n/a	n/a	167286.869	1	167286.869	1110.696535	664.2400848	341.1943605	169403	"Urban Honolulu, HI"
H2228_025_0	2018	2	9021.42196	797.32	0.026791089	0.91223602	0.887796224	707.8576851	644.44	725.89	63.42	44.39	0	9021.42196	10.30234712	9005.058281	0.90992976	0.91223602	0.91223602	16.36367873	2.181388712		0	797.32	797.32	727.3440235	727.3440235	1	725.8872957	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.06690682	0.118317062	0.212279473	n/a	n/a	n/a	9011.119613	1	9011.119613	36.88124961	45.69679037	10.30234712	9104	"Urban Honolulu, HI"
H2228_029_0	2018	3	111689.2208	891.4197923	0.005064216	1.074718772	1.069276164	953.1739359	860.06	804.34	93.11	65.18	0	111689.2208	243.8494485	102720.3418	1.010347618	1.074718772	1.074718772	8968.879041	1.811959949		0	891.4197923	891.4197923	958.0255847	958.0255847	1	804.3385133	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.070183819	0.115509618	0.212279473	n/a	n/a	n/a	73951.20365	0.663564603	111445.3714	509.3058102	586.4733572	243.8494485	112785	"Portland-Vancouver-Hillsboro, OR-WA"
H2228_030_0	2018	4	102445.9756	890.5816142	0.004144947	1.073661916	1.069211644	952.2202322	808.19	755.87	144.03	100.82	0	102445.9756	154.2909487	99879.2041	1.049746274	1.073661916	1.073661916	2566.771472	2.004276636		0	890.5816142	890.5816142	956.1835627	956.1835627	1	755.8746711	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.082473602	0.165712167	0.212279473	n/a	n/a	n/a	101513.8011	0.992395437	102291.6846	247.5083969	472.5160305	154.2909487	103166	"St. Louis, MO-IL"
H2228_031_0	2018	3	146738.3738	898.1780057	0.003967397	1.023311732	1.019251848	915.4695924	815.67	800.26	99.8	69.86	0	146738.3738	416.3318873	124326.9733	0.915119784	1.023311732	1.023311732	22411.40054	1.623505253		0	898.1780057	898.1780057	919.1160905	919.1160905	1	800.2634495	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.081375647	0.145824029	0.212279473	n/a	n/a	n/a	146322.0419	1	146322.0419	446.7951961	1062.830997	416.3318873	148248	"Boise City, ID"
H2228_032_0	2018	3	107070.7612	899.8104348	0.003011298	0.932265629	0.929458299	836.3362766	749.6	806.49	86.74	60.72	0	107070.7612	172.7611206	105081.2627	0.917581477	0.932265629	0.932265629	1989.498545	1.70785264		0	899.8104348	899.8104348	838.8623407	838.8623407	1	806.4912653	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.081375647	0.145824029	0.212279473	n/a	n/a	n/a	106898.0001	1	106898.0001	411.3360015	431.9028016	172.7611206	107914	"Boise City, ID"
H2228_033_0	2018	3	89204.64572	904.7832249	0.00450633	1.147922513	1.142749595	1033.940664	922.21	807.01	111.73	78.21	0	89204.64572	212.2993433	87029.4031	1.134418203	1.147922513	1.147922513	2175.242623	1.688217215		0	904.7832249	904.7832249	1038.621033	1038.621033	1	807.009693	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.085103869	0.177050717	0.212279473	n/a	n/a	n/a	63863.18078	0.717625542	88992.34638	467.0585552	304.2957254	212.2993433	89976	"Tampa-St. Petersburg-Clearwater, FL"
H2228_035_0	2018	4	47367.41994	887.4294139	0.003686055	1.136113695	1.131925917	1004.504353	889.98	786.25	114.52	80.16	0	47367.41994	205.7850561	43022.56491	1.052860344	1.136113695	1.136113695	4344.855025	1.960484739		0	887.4294139	887.4294139	1008.22071	1008.22071	1	786.2528692	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.080395506	0.16555965	0.212279473	n/a	n/a	n/a	20016.43598	0.424422012	47161.63488	193.646816	239.9332466	205.7850561	47801	n/a
H2228_036_0	2018	3	26746.17752	886.7149678	0.005010393	1.040755904	1.035541307	918.2299771	842.75	813.83	75.48	52.84	0	26746.17752	85.80863201	26010.04419	1.01455417	1.040755904	1.040755904	736.1333262	1.966550501		0	886.7149678	886.7149678	922.8538375	922.8538375	1	813.825575	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.082137144	0.164999065	0.212279473	n/a	n/a	n/a	16348.4098	0.613210188	26660.36889	109.3433445	135.4791376	85.80863201	26991	"Allentown-Bethlehem-Easton, PA-NJ"
H2228_037_0	2018	3	32779.9471	893.3638836	0.003980011	0.971534127	0.96766741	864.4791157	798.4	825.08	66.08	46.26	0	32779.9471	71.04453209	31087.34193	0.934096849	0.971534127	0.971534127	1692.605172	1.659128304		0	893.3638836	893.3638836	867.9335007	867.9335007	1	825.0768719	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.073748224	0.150087079	0.212279473	n/a	n/a	n/a	22738.98657	0.695192586	32708.90257	134.0105159	166.0423798	71.04453209	33080	"Philadelphia, PA"
H2228_039_0	2018	4	22.95755368	883.8149545	0.000884818	2.204567467	2.202616827	1946.70569	1699.62	771.64	247.09	172.96	0	22.95755368	0.131520677	12.35116388	2.028141147	2.204567467	2.204567467	10.6063898	2.410016298		0	883.8149545	883.8149545	1948.429695	1948.429695	1	771.6367093	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.075968935	0.150127226	0.212279473	n/a	n/a	n/a	22.826033	1	22.826033	0.074624323	0.967821997	0.131520677	24	"Providence-Warwick, RI-MA"
H2228_041_0	2018	3	144106.7274	900	0.000625734	1.496758071	1.495821499	1346.239349	1141.94	763.42	204.3	143.01	0	144106.7274	190.0262089	5792.856866	1.213858046	1.496758071	1.496758071	138313.8706	1.50860648		0	900	900	1347.082264	1347.082264	1	763.4199673	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.074957667	0.196120272	0.212279473	n/a	n/a	n/a	143916.7012	1	143916.7012	1002.916103	436.3564797	190.0262089	145546	"El Paso, TX"
