bid_id	contract_year	version	bnchmk_e0012	bnchmk_e0013	bnchmk_e0014	bnchmk_e0015	bnchmk_e0016	bnchmk_e0017	bnchmk_e0018	bnchmk_e0019	bnchmk_e0023	bnchmk_e0024	bnchmk_e0025	bnchmk_e0036	bnchmk_e0038	bnchmk_f0012	bnchmk_f0015	bnchmk_f0036	bnchmk_f0038	bnchmk_g0012	bnchmk_g0015	bnchmk_g0031	bnchmk_g0036	bnchmk_h0036	bnchmk_h0038	bnchmk_i0036	bnchmk_i0038	bnchmk_j0036	bnchmk_k0036	bnchmk_l0016	bnchmk_l0017	bnchmk_l0018	bnchmk_l0024	bnchmk_l0025	bnchmk_l0026	bnchmk_l0036	bnchmk_m0016	bnchmk_m0017	bnchmk_m0018	bnchmk_m0036	bnchmk_n0036	bnchmk_o0036	bnchmk_p0036	bnchmk_q0036	bnchmk_r0036	bnchmk_s0036	bnchmk_t0036	bnchmk_t0037	bnchmk_u0014	bnchmk_u0015	bnchmk_u0016	bnchmk_u0017	bnchmk_u0018	bnchmk_u0036
H0028_004_0	2018	4	88730.49412	771.6762957	0.018273	0.931145	0.914130187	705.4125968	604.99	661.82	100.42	65.27	0	88730.49412	273.789796	85484.17207	0.931145	0.931145	0.931145	3246.322051	0.931145		0	771.6762957	771.6762957	718.5425244	718.5425244	1	661.8203931	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.061707703	0.116860303	0.212279473	n/a	n/a	n/a	45676.44178	0.516370603	88456.70433	341.29265	364.213228	273.789796	89436	Not in Metro Area
H0028_007_0	2018	5	4587.88325	847.57	0.000729	1.783562	1.782261783	1510.59162	1462.59	820.64	48	31.2	0	4587.88325	27.980719	0	1.783562	1.783562	1.783562	4587.88325	1.783562		0	847.57	847.57	1511.693644	1511.693644	1	820.6370207	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.082180229	0.159743291	0.212279473	n/a	n/a	n/a	4559.902531	1	4559.902531	3.147711	4.969039	27.980719	4596	"Omaha-Council Bluffs, NE-IA"
H0028_008_1	2018	2	116050.6018	823.9591294	0.003315	1.042988	1.039530495	856.5306415	716.57	689.32	139.96	90.97	0	116050.6018	284.905137	105874.0318	1.042988	1.042988	1.042988	10176.57001	1.042988		0	823.9591294	823.9591294	859.3794845	859.3794845	1	689.3208074	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.083214305	0.13927246	0.212279473	n/a	n/a	n/a	53293.97445	0.460360676	115765.6967	302.617299	370.78085	284.905137	116724	n/a
H0028_008_2	2018	2	27042.92842	800.3638619	0.003315	1.100434	1.096786061	877.8279277	778.28	709.6	99.55	64.71	0	27042.92842	70.409865	25898.89285	1.100434	1.100434	1.100434	1144.03557	1.100434		0	800.3638619	800.3638619	880.747606	880.747606	1	709.600557	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.083746325	0.119948187	0.212279473	n/a	n/a	n/a	26972.51855	1	26972.51855	91.241803	129.829778	70.409865	27264	Not in Metro Area
H0028_009_0	2018	2	2277.332933	808.6125018	0.000729	1.198669	1.19779517	968.5521493	943.08	787.35	25.47	16.56	0	2277.332933	0	227.733294	0.856758	1.198669	1.198669	2049.599639	1.236659111		0	808.6125018		969.2587389		1	787.3466377	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.084180457	0.13453593	0.212279473	n/a	n/a	n/a	1282.293181	0.563067948	2277.332933	12.310882	14.356185	0	2304	Not in Metro Area
H0029_001_0	2018	3	5927.222	888.58	0	0.928579267	0.928579267	825.1169647	703.16	757.24	121.96	79.27	0	5927.222	0	5334.4998	0.878059986	0.928579267	0	592.7222	1.383252795		0	888.58		825.1169647		1	757.2428389	0.665	0.335	1	4	New contract under existing parent org	0.65	0.4434		N/A		0.5566	0.071176942	0.141510781	0.212279473	n/a	n/a	n/a	5927.222	1	5927.222	29.815	5.963	0	5963	"Tacoma-Lakewood, WA"
H0029_004_0	2018	4	4360.678	882.48	0	0.944263391	0.944263391	833.2935569	691.15	731.95	142.14	92.39	0	4360.678	0	3924.6102	0.902205815	0.944263391	0	436.0678	1.322781568		0	882.48		833.2935569		1	731.9461994	0.665	0.335	1	4	New contract under existing parent org	0.65	0.4434		N/A		0.5566	0.070987898	0.139902166	0.212279473	n/a	n/a	n/a	4360.678	1	4360.678	21.935	4.387	0	4387	"Spokane-Spokane Valley, WA"
H0029_006_0	2018	2	1392.594	882.48	0	1.322781568	1.322781568	1167.328279	1066.56	806.3	100.77	65.5	0	1392.594	0	0	1.322781568	1.322781568	0	1392.594	1.322781568		0	882.48		1167.328279		1	806.3009233	0.665	0.335	1	4	New contract under existing parent org	0.65	0.4434		N/A		0.5566	0.070987898	0.139902166	0.212279473	n/a	n/a	n/a	1392.594	1	1392.594	7.005	1.401	0	1401	"Spokane-Spokane Valley, WA"
H0062_001_0	2018	4	8490.748	907.81	0	0.968122974	0.968122974	878.8717173	686.42	709.02	192.45	125.09	0	8490.748	0	7641.6732	0.899339195	0.968122974	0	849.0748	1.58717699		0	907.81		878.8717173		1	709.0214964	0.665	0.335	1	4	New contract under existing parent org	0.65	0.4434		N/A		0.5566	0.07477353	0.180134429	0.212279473	n/a	n/a	n/a	8490.748	1	8490.748	42.71	8.542	0	8542	"San Antonio-New Braunfels, TX"
H0062_002_0	2018	3	21999.208	942.4901139	0	1.002935661	1.002935661	945.2569454	750.39	748.19	194.87	126.67	0	21999.208	0	19799.2872	0.938439516	1.002935661	0	2199.9208	1.583400968		0	942.4901139		945.2569454		1	748.1935573	0.665	0.335	1	4	New contract under existing parent org	0.65	0.4434		N/A		0.5566	0.073244443	0.180280725	0.212279473	n/a	n/a	n/a	13390.2518	0.608669721	21999.208	110.66	22.132	0	22132	"Dallas-Plano-Irving, TX"
H0062_003_0	2018	4	8182.608	842.4341883	0	0.984016359	0.984016359	828.9690223	610.12	620.03	218.85	142.25	0	8182.608	0	7364.3472	0.911514115	0.984016359	0	818.2608	1.636536549		0	842.4341883		828.9690223		1	620.0303427	0.665	0.335	1	4	New contract under existing parent org	0.65	0.4434		N/A		0.5566	0.07189325	0.189932218	0.212279473	n/a	n/a	n/a	4981.811353	0.608829282	8182.608	41.16	8.232	0	8232	"McAllen-Edinburg-Mission, TX"
H0062_004_0	2018	4	3917.354	900	0	0.919590734	0.919590734	827.6316607	635.23	690.77	192.4	125.06	0	3917.354	0	3525.6186	0.849177992	0.919590734	0	391.7354	1.553305409		0	900		827.6316607		1	690.7746853	0.665	0.335	1	4	New contract under existing parent org	0.65	0.4434		N/A		0.5566	0.074957667	0.196120272	0.212279473	n/a	n/a	n/a	3917.354	1	3917.354	19.705	3.941	0	3941	"El Paso, TX"
H0062_005_0	2018	4	1888.6	867.34	0	0.974458344	0.974458344	845.1867001	660.91	678.23	184.28	119.78	0	1888.6	0	1699.74	0.926550019	0.974458344	0	188.86	1.405633266		0	867.34		845.1867001		1	678.2331991	0.665	0.335	1	4	New contract under existing parent org	0.65	0.4434		N/A		0.5566	0.076438251	0.185945274	0.212279473	n/a	n/a	n/a	1888.6	1	1888.6	9.5	1.9	0	1900	Not in Metro Area
H0088_001_0	2018	4	1864.432204	848.21	0.008864835	0.930150391	0.921904761	781.9688374	640.62	694.89	141.35	70.68	0	1864.432204	18.7757523	1700.825711	0.930150391	0.930150391	0.930150391	163.6064923	0.930150391		0	848.21	848.21	788.9628632	788.9628632	1	694.8873973	0.665	0.335	1	3	New contract under existing parent org	0.5	0.4434		N/A		0.5566	0.063959252	0.139102628	0.212279473	n/a	n/a	n/a	1845.656451	1	1845.656451	7.510300921	5.632725691	18.7757523	1877.57523	"New York-Jersey City-White Plains, NY-NJ"
H0104_012_0	2018	6	342885.1544	855.3054789	0.007903042	0.903529063	0.896388434	766.685939	691.65	771.6	75.04	48.78	0	342885.1544	240.1222325	335238.1203	0.903529063	0.903529063	1.140497662	7647.034128	0.903529063		0	855.3054789	855.3054789	772.7933575	975.4738993	1	771.5963009	0.665	0.335	1	4	Not applicable	0.65	0.4434		N/A		0.5566	0.09200347	0.170907723	0.212279473	n/a	n/a	n/a	286752.2428	0.836878448	342645.0322	1284.377522	1658.468062	240.1222325	345828	Not in Metro Area
H0104_014_0	2018	7	335272.5353	909.8327549	0.009800402	0.847260892	0.838957395	763.310918	610.57	727.77	152.74	99.28	0	335272.5353	336.9067721	328610.1502	0.847260892	0.847260892	1.417302376	6662.385149	0.847260892		0	909.8327549	909.8327549	770.8657118	1289.508126	1	727.772356	0.665	0.335	1	4	Not applicable	0.65	0.4434		N/A		0.5566	0.090290557	0.178752962	0.212279473	n/a	n/a	n/a	222615.3938	0.664651279	334935.6286	825.7867467	1305.677913	336.9067721	337404	"Birmingham-Hoover, AL"
H0104_015_0	2018	4	105539.2919	882.4122977	0.004648027	1.020967412	1.016221927	896.726726	869.12	855.25	27.61	17.95	0	105539.2919	78.56044046	104410.7996	1.020967412	1.020967412	1.55684955	1128.492269	1.020967412		0	882.4122977	882.4122977	900.9141998	1373.783188	1	855.2462572	0.665	0.335	1	4	Not applicable	0.65	0.4434		N/A		0.5566	0.091074488	0.175010483	0.212279473	n/a	n/a	n/a	58242.87024	0.552270683	105460.7314	631.6188072	581.0893026	78.56044046	106752	Not in Metro Area
H0107_003_0	2018	7	77632.26728	822.8382514	0.002657961	0.722597783	0.720677147	593.0007231	565.58	784.79	27.42	17.82	0	77632.26728	306	75913.47296	0.711693805	0.722597783	0.722597783	1718.794315	1.20419052		0	822.8382514	822.8382514	594.5810962	594.5810962	1	784.7896977	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.079933848	0.121180964	0.212279473	n/a	n/a	n/a	77326.26728	1	77326.26728	64.46587211	168.2668526	306	77865	Not in Metro Area
H0107_004_0	2018	7	51728.96992	824.2842894	0.002657961	0.864572428	0.862274429	710.759265	705.21	817.85	5.55	3.61	0	51728.96992	163	50583.67992	0.851526057	0.864572428	0.864572428	1145.29	1.440787595		0	824.2842894	824.2842894	712.6534699	712.6534699	1	817.8486759	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.079933848	0.121180964	0.212279473	n/a	n/a	n/a	51565.96992	1	51565.96992	96.50908099	155.5210031	163	51981	Not in Metro Area
H0111_001_0	2018	4	39744.16855	836.6141366	0.005114963	1.023447205	1.01821231	851.8508128	686.25	673.98	165.6	82.8	0	39744.16855	400.2433893	36256.56305	1.023447205	1.023447205	1.023447205	3487.605499	1.023447205		0	836.6141366	836.6141366	856.2303998	856.2303998	1	673.9753518	0.665	0.335	1	3	New contract under existing parent org	0.5	0.4434		N/A		0.5566	0.080955102	0.169124078	0.212279473	n/a	n/a	n/a	27371.48484	0.695697868	39343.92516	160.0973557	120.0730168	400.2433893	40024.33893	"Atlanta-Sandy Springs-Roswell, GA"
H0111_002_0	2018	4	5598.531523	835.4802367	0.005114963	1.023447205	1.01821231	850.696262	701.58	689.03	149.12	74.56	0	5598.531523	56.37997506	5107.252676	1.023447205	1.023447205	1.023447205	491.2788476	1.023447205		0	835.4802367	835.4802367	855.0699132	855.0699132	1	689.0311509	0.665	0.335	1	3	New contract under existing parent org	0.5	0.4434		N/A		0.5566	0.081068224	0.171431324	0.212279473	n/a	n/a	n/a	3324.014542	0.599769695	5542.151548	22.55199002	16.91399252	56.37997506	5637.997506	"Atlanta-Sandy Springs-Roswell, GA"
H0150_007_0	2018	5	252849	835.4151365	0.001922223	1.417113517	1.41438951	1181.602405	1060.32	749.67	121.28	78.83	0	252849	1575	92543.14781	1.448368641	1.417113517	1.374525879	160305.8522	1.399070211		0	835.4151365	835.4151365	1183.878082	1148.299725	1	749.6661937	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.091420685	0.173664869	0.212279473	n/a	n/a	n/a	168624	0.671076196	251274	1903	1878	1575	256630	Not in Metro Area
H0150_012_0	2018	3	6293	837.4364115	0.008090588	0.957089371	0.949345955	795.0168697	680.98	717.31	114.04	74.13	0	6293	48	6280.073945	0.957089371	0.957089371	1.074168201	12.92605467	0.957089371		0	837.4364115	837.4364115	801.5014883	899.5475633	1	717.3149015	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.091512031	0.172973347	0.212279473	n/a	n/a	n/a	4230	0.677341873	6245	12	24	48	6329	Not in Metro Area
H0150_024_1	2018	4	277335	841.0941515	0.006433037	1.088333702	1.081332411	909.5023666	743.75	687.81	165.75	107.74	0	277335	1522	263468.2994	1.088333702	1.088333702	1.095396241	13866.70056	1.088333702		0	841.0941515	841.0941515	915.3911112	921.331372	1	687.8088481	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.091111268	0.175380953	0.212279473	n/a	n/a	n/a	165882	0.601429229	275813	1781	1365	1522	280481	Not in Metro Area
H0150_024_2	2018	4	86090	827.202361	0.004897689	1.064186192	1.058974139	875.9859078	762.76	720.28	113.23	73.6	0	86090	540	81355.09941	1.064186192	1.064186192	0.833468676	4734.900585	1.064186192		0	827.202361	827.202361	880.2973308	689.4472568	1	720.28199	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.091747134	0.17116878	0.212279473	n/a	n/a	n/a	58887	0.688334307	85550	552	468	540	87110	Not in Metro Area
H0154_008_0	2018	9	7234.341057	894.3169072	0.051431766	1.08240704	1.026736935	918.2282003	834.72	812.98	83.51	54.28	0	7234.341057	0	7221.972155	1.08240704	1.08240704	0	12.36890174	1.08240704		0	894.3169072		968.0149166		1	812.9833178	0.665	0.335	1	4	Not applicable	0.65	0.4434		N/A		0.5566	0.090354188	0.17849617	0.212279473	n/a	n/a	n/a	4658.717896	0.643972666	7234.341057	85.68280467	0	0	7320.023861	"Birmingham-Hoover, AL"
H0154_011_0	2018	10	34900.61717	893.6550552	0.002877912	1.279568121	1.275885636	1140.201649	1005.19	787.84	135.01	87.76	0	34900.61717	18.85908201	33362.13868	1.279568121	1.279568121	0.990815373	1538.478494	1.279568121		0	893.6550552	893.6550552	1143.49252	885.4471666	1	787.8370688	0.665	0.335	1	4	Not applicable	0.65	0.4434		N/A		0.5566	0.090414829	0.178250726	0.212279473	n/a	n/a	n/a	21775.74372	0.624273113	34881.75809	215.8566817	79.5261459	18.85908201	35196	"Birmingham-Hoover, AL"
H0154_012_0	2018	10	218139.9964	890.158827	0.001854417	1.361993644	1.35946794	1210.142387	1114	819.44	96.14	62.49	0	218139.9964	330.4246684	88316.41534	1.370329285	1.361993644	1.13243926	129823.5811	1.356323072		0	890.158827	890.158827	1212.390664	1008.050804	1	819.4382281	0.665	0.335	1	4	Not applicable	0.65	0.4434		N/A		0.5566	0.090676804	0.177182306	0.212279473	n/a	n/a	n/a	117455.1159	0.539255988	217809.5718	2196.080947	448.9226246	330.4246684	220785	"Birmingham-Hoover, AL"
H0154_014_0	2018	11	55035.69871	906.6977966	0.004231909	0.983873257	0.979709595	888.3005314	709.77	724.47	178.53	116.04	0	55035.69871	141.5284555	53485.22652	0.983873257	0.983873257	0.949456606	1550.472194	0.983873257		0	906.6977966	906.6977966	892.0757145	860.8702125	1	724.4697851	0.665	0.335	1	4	Not applicable	0.65	0.4434		N/A		0.5566	0.089345427	0.182479046	0.212279473	n/a	n/a	n/a	53399.87595	0.972778634	54894.17026	85.15064267	85.15064267	141.5284555	55206	"Birmingham-Hoover, AL"
H0154_015_1	2018	11	240906.4079	898.8768461	0.007188615	1.05479688	1.047214352	941.316734	779.68	744.53	161.64	105.07	0	240906.4079	177.9029731	226930.0034	1.05479688	1.05479688	1.563846011	13976.40454	1.05479688		0	898.8768461	898.8768461	948.1324932	1405.704971	1	744.5276112	0.665	0.335	1	4	Not applicable	0.65	0.4434		N/A		0.5566	0.090255682	0.178893385	0.212279473	n/a	n/a	n/a	162729.754	0.675988721	240728.5049	1425.801205	475.2670683	177.9029731	242807.4762	"Birmingham-Hoover, AL"
H0154_015_2	2018	11	19872.7746	861.1114647	0.003917753	1.067240298	1.063059113	915.4123902	800.29	752.82	115.12	74.83	0	19872.7746	39.49088655	15520.30669	0.978127453	1.067240298	0.882880891	4352.46791	1.385004542		0	861.1114647	861.1114647	919.0128558	760.2588575	1	752.8179665	0.665	0.335	1	4	Not applicable	0.65	0.4434		N/A		0.5566	0.091890026	0.172056781	0.212279473	n/a	n/a	n/a	16910.71872	0.852643413	19833.28371	254.7631579	14.98606811	39.49088655	20142.52383	Not in Metro Area
H0169_001_0	2018	4	18220.49019	831.9293433	0.001673097	1.300113745	1.297938529	1079.793148	1012.53	780.11	67.26	43.72	0	18220.49019	87.91324337	774.8923709	1.107624815	1.300113745	1.300113745	17445.59782	1.30866365		0	831.9293433	831.9293433	1081.602774	1081.602774	1	780.1062817	0.665	0.335	1	4	New contract under existing parent org	0.65	0.4434		N/A		0.5566	0.087338418	0.136614346	0.212279473	n/a	n/a	n/a	14981.44806	0.826217261	18132.57695	176.359909	88.14990253	87.91324337	18485	"Des Moines-West Des Moines, IA"
H0169_002_0	2018	4	56556.95353	885.0972785	0.001673097	1.300113745	1.297938529	1148.80186	1059.69	816.44	89.11	57.92	0	56556.95353	272.8853707	2405.289395	1.107624815	1.300113745	1.300113745	54151.66414	1.30866365		0	885.0972785	885.0972785	1150.727138	1150.727138	1	816.4408222	0.665	0.335	1	4	New contract under existing parent org	0.65	0.4434		N/A		0.5566	0.082903099	0.16809715	0.212279473	n/a	n/a	n/a	27625.32127	0.490819555	56284.06816	547.4265002	273.6199679	272.8853707	57378	n/a
H0169_003_0	2018	4	12673.02366	878.2484536	0.001673097	1.300113745	1.297938529	1139.912506	1068.37	823.13	71.54	46.5	0	12673.02366	61.14690668	538.9662544	1.107624815	1.300113745	1.300113745	12134.05741	1.30866365		0	878.2484536	878.2484536	1141.822886	1141.822886	1	823.12835	0.665	0.335	1	4	New contract under existing parent org	0.65	0.4434		N/A		0.5566	0.081245924	0.153024499	0.212279473	n/a	n/a	n/a	10323.20312	0.818530289	12611.87675	122.6648282	61.31151186	61.14690668	12857	"Omaha-Council Bluffs, NE-IA"
H0174_001_0	2018	6	10690.6266	976.4382053	0.000669084	1.390538863	1.389608476	1356.866807	1169.16	841.36	187.71	122.01	0	10690.6266	190.7037274	471.1503853	1.208014795	1.390538863	1.709072349	10219.47621	1.398953804		0	976.4382053	976.4382053	1357.775272	1668.803537	1	841.3592893	0.665	0.335	1	4	New contract under existing parent org	0.65	0.4434		N/A		0.5566	0.07016365	0.181999477	0.212279473	n/a	n/a	n/a	8037.620682	0.765493307	10499.92287	7.478577545	22.43573263	190.7037274	10720.54091	"Houston-The Woodlands-Sugar Land, TX"
H0251_002_0	2018	3	617983.733	831.6526899	0.002311395	1.536285116	1.532734154	1274.702482	1123.07	732.72	151.63	98.56	0	617983.733	3404.887195	1318.56865	1.065156374	1.536285116	1.536285116	616665.1643	1.537292496		0	831.6526899	831.6526899	1277.65565	1277.65565	1	732.723282	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.086917126	0.201189111	0.212279473	n/a	n/a	n/a	324083.3539	0.527325918	614578.8458	8746.015851	2723.251171	3404.887195	629453	Not in Metro Area
H0251_004_0	2018	4	23.65657368	833.7907504	0.001140672	2.332405824	2.329745314	1942.520094	1807.04	775.64	135.48	88.06	0	23.65657368	0.114142161	0.179879555	2.016092056	2.332405824	2.332405824	23.47669413	2.334829435		0	833.7907504	833.7907504	1944.738402	1944.738402	1	775.6384309	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.087256118	0.197104826	0.212279473	n/a	n/a	n/a	10.00305172	0.424894587	23.54243152	0.22897689	0.114449427	0.114142161	24	n/a
H0294_002_0	2018	3	25745.31004	851.2494282	0.005878175	1.518765854	1.509838283	1285.248975	1135.02	751.75	150.23	97.65	0	25745.31004	79.38287609	23604.57365	1.426446337	1.518765854	1.518765854	2140.736385	2.536715968		0	851.2494282	851.2494282	1292.848565	1292.848565	1	751.7493845	0.665	0.335	1	4	Not applicable	0.65	0.4434		N/A		0.5566	0.08000563	0.14835105	0.212279473	n/a	n/a	n/a	15374.61134	0.599028091	25665.92716	401.4227079	207.2672524	79.38287609	26354	Not in Metro Area
H0294_004_0	2018	3	75379.0144	848.4235097	0.002662194	0.935467326	0.93297693	791.5595618	729.16	781.54	62.4	40.56	0	75379.0144	102.8450781	71998.79952	0.899394099	0.935467326	0.935467326	3380.214875	1.70382944		0	848.4235097	848.4235097	793.6724718	793.6724718	1	781.5412967	0.665	0.335	1	4	Not applicable	0.65	0.4434		N/A		0.5566	0.080217091	0.147844534	0.212279473	n/a	n/a	n/a	43354.38219	0.575937678	75276.16932	308.1634201	381.8221822	102.8450781	76069	Not in Metro Area
H0294_010_0	2018	4	793.2454941	796.5158096	0.004555405	1.241536017	1.235880318	984.3982117	898.86	727.3	85.54	55.6	0	793.2454941	1.022316625	747.4280517	1.211821178	1.241536017	1.241536017	45.81744245	1.72627946		0	796.5158096	796.5158096	988.9030661	988.9030661	1	727.3034349	0.665	0.335	1	4	Not applicable	0.65	0.4434		N/A		0.5566	0.079683332	0.147596767	0.212279473	n/a	n/a	n/a	792.2231775	1	792.2231775	12.36834024	6.386165629	1.022316625	812	Not in Metro Area
H0294_011_0	2018	4	970.1199581	796.5158096	0.002662194	0.806100379	0.803954383	640.3623767	585.99	728.88	54.37	35.34	0	970.1199581	2.561454236	926.6169495	0.775015764	0.806100379	0.806100379	43.50300862	1.468204735		0	796.5158096	796.5158096	642.071696	642.071696	1	728.8846383	0.665	0.335	1	4	Not applicable	0.65	0.4434		N/A		0.5566	0.079683332	0.147596767	0.212279473	n/a	n/a	n/a	967.5585039	1	967.5585039	3.966030686	4.914011179	2.561454236	979	Not in Metro Area
H0294_012_0	2018	4	804.6347354	796.5158096	0.002662194	0.806100379	0.803954383	640.3623767	610.35	759.18	30.01	19.51	0	804.6347354	2.124515669	768.5525669	0.775015764	0.806100379	0.806100379	36.08216854	1.468204735		0	796.5158096	796.5158096	642.071696	642.071696	1	759.1848649	0.665	0.335	1	4	Not applicable	0.65	0.4434		N/A		0.5566	0.079683332	0.147596767	0.212279473	n/a	n/a	n/a	802.5102198	1	802.5102198	3.28949634	4.07576821	2.124515669	812	Not in Metro Area
H0302_001_0	2018	8	271281.8703	869.7628305	0.002246755	1.210305124	1.207585865	1050.3133	824.11	682.44	226.2	147.03	0	271281.8703	4907.359062	265835.9839	1.210305124	1.210305124	1.204806539	5445.886427	1.210305124		0	869.7628305	869.7628305	1052.678411	1047.895946	1	682.4442253	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.071762006	0.115502959	0.212279473	n/a	n/a	n/a	266374.5112	1	266374.5112	1455.840635	1871.289075	4907.359062	274609	"Phoenix-Mesa-Scottsdale, AZ"
H0302_006_0	2018	8	358478.556	869.0860876	0.003928329	0.967440985	0.963640559	837.4866032	642.03	666.25	195.46	127.05	0	358478.556	7302.323016	351105.5486	0.967440985	0.967440985	1.033062448	7373.00739	0.967440985		0	869.0860876	869.0860876	840.7895007	897.8202011	1	666.2546466	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.071762006	0.115502959	0.212279473	n/a	n/a	n/a	351176.233	1	351176.233	1056.726657	1378.717308	7302.323016	360914	"Phoenix-Mesa-Scottsdale, AZ"
H0302_008_0	2018	7	147942.613	874.9	0.002046838	0.983414484	0.981401594	858.6282546	654.4	666.8	204.23	132.75	0	147942.613	3544.371274	144377.2441	0.983414484	0.983414484	1.092904809	3565.368958	0.983414484		0	874.9	874.9	860.3893321	956.1824173	1	666.801444	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.074883661	0.147461234	0.212279473	n/a	n/a	n/a	144398.2417	1	144398.2417	517.8326412	613.5543462	3544.371274	149074	"Tucson, AZ"
H0321_002_0	2018	4	573313.9013	855.0178105	0.001544123	1.418259624	1.416069656	1210.764777	1057.56	746.83	153.2	99.58	0	573313.9013	4984.309925	12872.69042	1.172347092	1.418259624	1.418259624	560441.2109	1.423907952		0	855.0178105	855.0178105	1212.637239	1212.637239	1	746.8276687	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.068833507	0.126228011	0.212279473	n/a	n/a	n/a	258867.5968	0.455488506	568329.5914	8142.546779	1749.551914	4984.309925	583206	n/a
H0321_004_0	2018	4	34320.75996	852.7391729	0.001140672	2.810108626	2.806903214	2393.556325	2209.76	787.26	183.8	119.47	0	34320.75996	550.4322279	260.9677596	2.460031565	2.810108626	2.810108626	34059.7922	2.812790933		0	852.7391729	852.7391729	2396.289705	2396.289705	1	787.2590651	0.665	0.335	1	3.5	Not applicable	0.65	0.4434		N/A		0.5566	0.068063463	0.12148495	0.212279473	n/a	n/a	n/a	21071.25421	0.623957646	33770.32773	332.1977641	166.0422751	550.4322279	34819	"Phoenix-Mesa-Scottsdale, AZ"
H0332_001_0	2018	4	24258.10436	988.5999843	0.01166546	1.020369778	1.008466695	996.9701588	799.79	793.08	197.18	138.03	0	24258.10436	6.104357019	24183.6312	1.020369778	1.020369778	0.500939814	74.47315563	1.020369778		0	988.5999843	988.5999843	1008.737547	495.2290927	1	793.0752736	0.665	0.335	1	5	Not applicable	0.7	0.4434		N/A		0.5566	0.068480128	0.180497605	0.212279473	n/a	n/a	n/a	24252	1	24252	119.6453976	144.0628256	6.104357019	24521.81258	"Houston-The Woodlands-Sugar Land, TX"
H0332_002_0	2018	6	264459.5844	989.8498355	0.004071016	0.994675883	0.990626542	980.5715193	725.27	732.13	255.3	178.71	0	264459.5844	135.5843756	254406.0029	0.994675883	0.994675883	1.210716485	10053.58145	0.994675883		0	989.8498355	989.8498355	984.5797592	1198.427514	1	732.1326145	0.665	0.335	1	5	Not applicable	0.7	0.4434		N/A		0.5566	0.068480128	0.180497605	0.212279473	n/a	n/a	n/a	264324	1	264324	1308.389225	1055.29839	135.5843756	266823.272	"Houston-The Woodlands-Sugar Land, TX"
H0332_003_0	2018	4	11030.82466	988.1743114	0.006175849	1.146258528	1.139179408	1125.707827	875.42	768.47	250.29	175.2	0	11030.82466	8.824659728	10952.8735	1.146258528	1.146258528	1.285995397	77.95116093	1.146258528		0	988.1743114	988.1743114	1132.703232	1270.787616	1	768.4654354	0.665	0.335	1	5	Not applicable	0.7	0.4434		N/A		0.5566	0.068480128	0.180497605	0.212279473	n/a	n/a	n/a	11022	1	11022	33.82786229	63.24339472	8.824659728	11127.89592	"Houston-The Woodlands-Sugar Land, TX"
H0332_004_0	2018	5	17890.63909	990.6103595	0.005126748	1.052914453	1.047516425	1037.680623	792.86	756.9	244.82	171.37	0	17890.63909	4.639087019	17607.65478	1.052914453	1.052914453	0.880128807	282.9843081	1.052914453		0	990.6103595	990.6103595	1043.027965	871.8647139	1	756.8950527	0.665	0.335	1	5	Not applicable	0.7	0.4434		N/A		0.5566	0.068480128	0.180497605	0.212279473	n/a	n/a	n/a	17886	1	17886	51.0299572	142.6519258	4.639087019	18084.32097	"Houston-The Woodlands-Sugar Land, TX"
H0351_030_0	2018	5	3858.22965	835.6997244	0.010825806	0.73307101	0.725134926	605.9950576	498.01	686.78	107.99	54	0	3858.22965	93.13651442	3798.780811	0.73307101	0.73307101	0.834255114	59.44883899	0.73307101		0	835.6997244	835.6997244	612.6272413	697.1867689	1	686.7825316	0.665	0.335	1	3	Not applicable	0.5	0.4434		N/A		0.5566	0.066155709	0.124656817	0.212279473	n/a	n/a	n/a	2213.676958	0.587947463	3765.093136	12.88058178	11.8897678	93.13651442	3883	Not in Metro Area
