bid_id	contract_year	version	summ_d0025	summ_d0027	summ_d0028	summ_d0029	summ_d0031	summ_d0032	summ_d0033	summ_d0034	summ_d0055	summ_e0014	summ_e0025	summ_e0027	summ_e0028	summ_e0029	summ_i0023	summ_i0025	summ_i0026	summ_i0027	summ_i0028	summ_i0029	summ_i0030	summ_j0023	summ_j0025	summ_j0026	summ_j0027	summ_j0028	summ_j0029	summ_j0030	summ_k0023	summ_k0025	summ_k0026	summ_k0027	summ_k0028	summ_k0029	summ_k0030	summ_l0013	summ_l0014	summ_l0023	summ_l0025	summ_l0026	summ_l0027	summ_l0028	summ_l0029	summ_l0030	summ_l0031	summ_m0025	summ_m0026	summ_m0027	summ_r0013	summ_r0014	summ_r0022	summ_r0024	summ_r0025	summ_r0027	summ_r0029	summ_r0030	summ_r0031	summ_r0035	summ_r0036	summ_r0041	summ_r0042
H0028_004_0	2018	4	*	78.38284666	*	604.9886599	771.6762957	705.4125968	0.931145	0.914130187	08/05/2017 at 10:37 AM	109	*	5.751851344	*	44.39497907	n/a	*	*	0	12.7	8.2	*	n/a	3.845366109	1.903248926	n/a	n/a	n/a	5.748615035	n/a	*	*	n/a	n/a	n/a	*	0	0	65.27	29.68	14.69	0	12.7	8.2	65.27	0	29.69	14.7	109	29.68	14.69	44.39	-29.68	-14.69	0.02	0	0.02	0	12.7	12.7	8.2	8.2
H0028_007_0	2018	5	1135.968589	125.4613186	201.1581196	1462.588028	847.57	1510.59162	1.783562	1.782261783	08/04/2017 at 2:36 PM	109	19.12619652	2.112380444	3.386880379	24.62545734	n/a	0	19.10642421	0	6.6	0	25.70642421	n/a	0	2.110196705	n/a	n/a	n/a	2.110196705	n/a	0	3.383379085	n/a	n/a	n/a	3.383379085	0	0	31.2	0	24.6	0	6.6	0	31.2	0	0	24.63	109	0	24.6	24.63	0	-24.6	0.03	0	0.03	0	6.6	6.6	0	0
H0028_008_1	2018	2	655.6762446	111.1314419	-50.23730193	716.5703845	823.9591294	856.5306415	1.042988	1.039530495	08/04/2017 at 2:35 PM	109	55.90381414	9.475212081	-4.283298066	61.09572815	n/a	41.69746212	14.18281024	0	16	13.9	85.78027236	n/a	7.067358514	2.40386344	n/a	n/a	n/a	9.471221954	n/a	-3.194820632	-1.086673685	n/a	n/a	n/a	-4.281494317	0	0	90.97	45.57	15.5	0	16	13.9	90.97	0	45.57	15.53	109	45.57	15.5	61.1	-45.57	-15.5	0.03	0	0.03	0	16	16	13.9	13.9
H0028_008_2	2018	2	592.875235	116.7748199	68.63171919	778.2817741	800.3638619	877.8279277	1.100434	1.096786061	08/04/2017 at 2:35 PM	109	39.47951552	7.776026122	4.570180812	51.82572246	n/a	27.43911868	11.26664534	0	0	13.9	52.60576402	n/a	5.404506635	2.219118632	n/a	n/a	n/a	7.623625268	n/a	3.176374685	1.304236024	n/a	n/a	n/a	4.48061071	0	0	64.71	36.02	14.79	0	0	13.9	64.71	0	36.02	15.81	109	36.02	14.79	51.83	-36.02	-14.79	1.02	0	1.02	1	0	0	13.9	13.9
H0028_009_0	2018	2	881.1391246	124.5515125	-62.61525063	943.0753865	808.6125018	968.5521493	1.198669	1.19779517	08/04/2017 at 2:36 PM	109	15.48864239	2.189363498	-1.100649373	16.57735651	n/a	3.16736252	12.30506324	0	0	0	15.47242576	n/a	0.447715669	1.739355563	n/a	n/a	n/a	2.187071232	n/a	-0.225078189	-0.874418803	n/a	n/a	n/a	-1.099496992	0	0	16.56	3.39	13.17	0	0	0	16.56	0	3.39	13.19	109	3.39	13.17	16.58	-3.39	-13.17	0.02	0	0.02	0	0	0	0	0
H0029_001_0	2018	3	672.6745463	69.35209209	-38.86714452	703.1594939	888.58	825.1169647	0.928579267	0.928579267	08/03/2017 at 11:46 AM	109	22.55149309	2.325037024	-1.30302558	23.57350453	n/a	9.9204165	12.62772399	0	49.3	6.4	78.24814049	n/a	1.022785302	1.301906073	n/a	n/a	n/a	2.324691375	n/a	-0.573201802	-0.729630066	n/a	n/a	n/a	-1.302831867	0	0	79.27	10.37	13.2	0	49.3	6.4	79.27	0	10.37	13.2	109	10.37	13.2	23.57	-10.37	-13.2	0	0	0	0	49.3	49.3	6.4	6.4
H0029_004_0	2018	4	662.2199311	69.37455273	-40.44010181	691.154382	882.48	833.2935569	0.944263391	0.944263391	08/03/2017 at 11:48 AM	109	35.34321709	3.702576384	-2.158321172	36.8874723	n/a	10.83651875	24.50912022	0	49.4	6.1	90.84563897	n/a	1.135240131	2.56758997	n/a	n/a	n/a	3.702830101	n/a	-0.661758883	-1.496710187	n/a	n/a	n/a	-2.158469069	0	0	92.39	11.31	25.58	0	49.4	6.1	92.39	0	11.31	25.58	109	11.31	25.58	36.89	-11.31	-25.58	0	0	0	0	49.4	49.4	6.1	6.1
H0029_006_0	2018	2	932.2593031	94.51336287	39.78308209	1066.555748	882.48	1167.328279	1.322781568	1.322781568	08/03/2017 at 11:50 AM	109	36.36240979	3.686456783	1.551723569	41.60059014	n/a	0	36.36189396	0	23.9	0	60.26189396	n/a	0	3.686404487	n/a	n/a	n/a	3.686404487	n/a	0	1.551701557	n/a	n/a	n/a	1.551701557	0	0	65.5	0	41.6	0	23.9	0	65.5	0	0	41.6	109	0	41.6	41.6	0	-41.6	0	0	0	0	23.9	23.9	0	0
H0062_001_0	2018	4	633.5663257	68.03043766	-15.17319136	686.423572	907.81	878.8717173	0.968122974	0.968122974	08/03/2017 at 11:52 AM	109	50.29099715	5.400095313	-1.20441206	54.4866804	n/a	31.5664689	18.72759222	0	58.7	11.9	120.8940611	n/a	3.389512049	2.010912265	n/a	n/a	n/a	5.400424314	n/a	-0.75598095	-0.448504488	n/a	n/a	n/a	-1.204485438	0	0	125.09	34.2	20.29	0	58.7	11.9	125.09	0	34.2	20.29	109	34.2	20.29	54.49	-34.2	-20.29	0	0	0	0	58.7	58.7	11.9	11.9
H0062_002_0	2018	3	688.0560761	68.54606098	-6.213892729	750.3882444	942.4901139	945.2569454	1.002935661	1.002935661	08/03/2017 at 11:55 AM	109	49.02966834	4.884471996	-0.442791089	53.47134924	n/a	31.59752643	17.43090474	0	58.7	14.5	122.2284312	n/a	3.14783351	1.736515236	n/a	n/a	n/a	4.884348746	n/a	-0.285359939	-0.157419978	n/a	n/a	n/a	-0.442779917	0	0	126.67	34.46	19.01	0	58.7	14.5	126.67	0	34.46	19.01	109	34.46	19.01	53.47	-34.46	-19.01	0	0	0	0	58.7	58.7	14.5	14.5
H0062_003_0	2018	4	552.5048061	66.78153482	-9.167888465	610.1184525	842.4341883	828.9690223	0.984016359	0.984016359	08/03/2017 at 11:57 AM	109	61.62792288	7.448998149	-1.02261178	68.05430925	n/a	24.64960822	36.97441233	0	58.2	16	135.8240206	n/a	2.979410589	4.469115884	n/a	n/a	n/a	7.448526473	n/a	-0.409018811	-0.613528217	n/a	n/a	n/a	-1.022547028	0	0	142.25	27.22	40.83	0	58.2	16	142.25	0	27.22	40.83	109	27.22	40.83	68.05	-27.22	-40.83	0	0	0	0	58.2	58.2	16	16
H0062_004_0	2018	4	581.2514754	67.96710821	-13.99137545	635.2272082	900	827.6316607	0.919590734	0.919590734	08/03/2017 at 11:59 AM	109	46.72294862	5.463424764	-1.124673818	51.06169957	n/a	28.2835541	18.43783937	0	58.7	15.3	120.7213935	n/a	3.307262799	2.155980117	n/a	n/a	n/a	5.463242916	n/a	-0.680816894	-0.44381949	n/a	n/a	n/a	-1.124636384	0	0	125.06	30.91	20.15	0	58.7	15.3	125.06	0	30.91	20.15	109	30.91	20.15	51.06	-30.91	-20.15	0	0	0	0	58.7	58.7	15.3	15.3
H0062_005_0	2018	4	608.7527561	68.79847729	-16.63951773	660.9117157	867.34	845.1867001	0.974458344	0.974458344	08/03/2017 at 12:01 PM	109	48.06471008	5.432055678	-1.313790513	52.18297524	n/a	26.66527446	21.39669519	0	59.8	7.8	115.6619696	n/a	3.013588457	2.418157508	n/a	n/a	n/a	5.431745966	n/a	-0.728862913	-0.584852693	n/a	n/a	n/a	-1.313715606	0	0	119.78	28.95	23.23	0	59.8	7.8	119.78	0	28.95	23.23	109	28.95	23.23	52.18	-28.95	-23.23	0	0	0	0	59.8	59.8	7.8	7.8
H0088_001_0	2018	4	534.1928273	94.90618147	11.51805389	640.6170627	848.21	781.9688374	0.930150391	0.921904761	08/04/2017 at 2:36 PM	109	35.33810076	6.278265135	0.761946114	42.378312	n/a	20.02961279	15.30989554	0	9.7	18.6	63.63950833	n/a	3.558516642	2.719998566	n/a	n/a	n/a	6.278515208	n/a	0.431870567	0.330105896	n/a	n/a	n/a	0.761976463	0	0	70.68	24.02	18.36	0	9.7	18.6	70.68	0	24.02	18.36	109	24.02	18.36	42.38	-24.02	-18.36	0	0	0	0	9.7	9.7	18.6	18.6
H0104_012_0	2018	6	583.8966395	62.17214997	45.57875408	691.6475436	855.3054789	766.685939	0.903529063	0.896388434	08/03/2017 at 1:46 PM	109	50.66755049	5.394979753	3.955090109	60.01762036	n/a	37.29725317	0	0	0	4.6	41.89725317	n/a	3.971337152	0	n/a	n/a	n/a	3.971337152	n/a	2.911409682	0	n/a	n/a	n/a	2.911409682	0	0	48.78	44.18	0	0	0	4.6	48.78	0	49.84	10.18	109	44.18	0	60.02	-44.18	0	15.84	0	15.84	15.8	0	0	4.6	4.6
H0104_014_0	2018	7	539.5268921	60.47703154	10.56892581	610.5728495	909.8327549	763.310918	0.847260892	0.838957395	08/03/2017 at 1:49 PM	109	47.8090217	5.359042812	0.936542758	54.10460727	n/a	39.1099281	8.677349616	0	39.5	5.7	92.98727772	n/a	4.383937835	0.972667635	n/a	n/a	n/a	5.356605471	n/a	0.766134061	0.169982749	n/a	n/a	n/a	0.93611681	0	0	99.28	44.26	9.82	0	39.5	5.7	99.28	0	44.26	9.84	109	44.26	9.82	54.1	-44.26	-9.82	0.02	0	0.02	0	39.5	39.5	5.7	5.7
H0104_015_0	2018	4	752.6017486	64.55195703	51.96170392	869.1154096	882.4122977	896.726726	1.020967412	1.016221927	08/03/2017 at 1:51 PM	109	85.24213548	7.311365774	5.88535253	98.43885379	n/a	0.389672975	0	0	0	17.5	17.88967297	n/a	0.033422927	0	n/a	n/a	n/a	0.033422927	n/a	0.026904099	0	n/a	n/a	n/a	0.026904099	0	0	17.95	0.45	0	0	0	17.5	17.95	0	87.15	11.29	109	0.45	0	98.44	-0.45	0	97.99	0	97.99	98	0	0	17.47	17.5
H0107_003_0	2018	7	459.6794373	91.11215217	14.79152863	565.5831181	822.8382514	593.0007231	0.722597783	0.720677147	08/04/2017 at 3:39 PM	109	25.72480889	5.098863495	0.827770869	31.65144325	n/a	2.69834032	0	0	0.1	14.4	17.19834032	n/a	0.534832698	0	n/a	n/a	n/a	0.534832698	n/a	0.086826982	0	n/a	n/a	n/a	0.086826982	0	0	17.82	3.32	0	0	0.1	14.4	17.82	0	27.47	4.18	109	3.32	0	31.65	-3.32	0	28.33	0	28.33	28.3	0.1	0.1	14.4	14.4
H0107_004_0	2018	7	558.7793235	107.3446564	39.08914825	705.2131281	824.2842894	710.759265	0.864572428	0.862274429	08/07/2017 at 11:22 AM	109	42.41872949	8.148876936	2.967382535	53.53498896	n/a	2.781166923	0	0	0.1	0	2.881166923	n/a	0.534277836	0	n/a	n/a	n/a	0.534277836	n/a	0.194555241	0	n/a	n/a	n/a	0.194555241	0	0	3.61	3.51	0	0	0.1	0	3.61	0	48.94	4.59	109	3.51	0	53.53	-3.51	0	50.02	0	50.02	50	0.1	0.1	0	0
H0111_001_0	2018	4	577.8371437	89.93848735	18.47759276	686.2532238	836.6141366	851.8508128	1.023447205	1.01821231	08/04/2017 at 2:38 PM	109	33.84938249	5.268547189	1.082407235	40.20033692	n/a	18.38123947	15.46785933	0	21.1	21.5	76.4490988	n/a	2.860980627	2.407522406	n/a	n/a	n/a	5.268503034	n/a	0.587779898	0.494618265	n/a	n/a	n/a	1.082398163	0	0	82.8	21.83	18.37	0	21.1	21.5	82.8	0	21.83	18.37	109	21.83	18.37	40.2	-21.83	-18.37	0	0	0	0	21.1	21.1	21.5	21.5
H0111_002_0	2018	4	592.8286434	92.93421115	15.81988187	701.5827364	835.4802367	850.696262	1.023447205	1.01821231	08/03/2017 at 3:05 PM	109	48.72016589	7.637569869	1.300118133	57.65785389	n/a	19.02911853	17.94753453	0	0	30.8	67.77665306	n/a	2.983081434	2.81352796	n/a	n/a	n/a	5.796609393	n/a	0.507800037	0.478937513	n/a	n/a	n/a	0.98673755	0	0	74.56	22.52	21.24	0	0	30.8	74.56	0	36.42	21.24	109	22.52	21.24	57.66	-22.52	-21.24	13.9	0	13.9	13.9	0	0	30.8	30.8
H0150_007_0	2018	5	868.2564103	184.315038	7.745282369	1060.316731	835.4151365	1181.602405	1.417113517	1.41438951	08/03/2017 at 10:25 AM	109	64.55774402	13.70443443	0.575887434	78.83806589	n/a	29.06971254	35.48142661	0	0	0	64.55113915	n/a	6.17097105	7.532061285	n/a	n/a	n/a	13.70303233	n/a	0.259316406	0.316512109	n/a	n/a	n/a	0.575828516	0	0	78.83	35.5	43.33	0	0	0	78.83	0	35.5	43.34	109	35.5	43.33	78.84	-35.5	-43.33	0.01	0	0.01	0	0	0	0	0
H0150_012_0	2018	3	*	118.3733106	*	680.9788246	837.4364115	795.0168697	0.957089371	0.949345955	05/26/2017 at 2:25 PM	109	*	12.88525151	*	74.12636667	n/a	*	*	0	0	0	*	n/a	8.724436422	4.161446662	n/a	n/a	n/a	12.88588308	n/a	*	*	n/a	n/a	n/a	*	0	0	74.13	50.19	23.94	0	0	0	74.13	0	50.19	23.94	109	50.19	23.94	74.13	-50.19	-23.94	0	0	0	0		0		0
H0150_024_1	2018	4	589.9834411	129.0571438	24.7085855	743.7491704	841.0941515	909.5023666	1.088333702	1.081332411	08/03/2017 at 10:25 AM	109	55.33549959	12.10447791	2.317458131	69.75743562	n/a	37.93349865	17.38817002	0	18.4	19.6	93.32166867	n/a	8.297841345	3.803611089	n/a	n/a	n/a	12.10145243	n/a	1.588660002	0.728218889	n/a	n/a	n/a	2.316878891	0	0	107.74	47.82	21.92	0	18.4	19.6	107.74	0	47.82	21.94	109	47.82	21.92	69.76	-47.82	-21.92	0.02	0	0.02	0	18.4	18.4	19.6	19.6
H0150_024_2	2018	4	*	138.7357994	*	762.7616756	827.202361	875.9859078	1.064186192	1.058974139	08/03/2017 at 10:25 AM	109	*	13.38397994	*	73.58437407	n/a	*	*	0	0	19.6	*	n/a	9.609046336	0.212806818	n/a	n/a	n/a	9.821853154	n/a	*	*	n/a	n/a	n/a	*	0	0	73.6	52.83	1.17	0	0	19.6	73.6	0	52.83	20.75	109	52.83	1.17	73.58	-52.83	-1.17	19.58	0	19.58	19.6	0	0	19.6	19.6
H0154_008_0	2018	9	*	74.67647102	*	834.7151339	894.3169072	918.2282003	1.08240704	1.026736935	06/04/2017 at 7:13 PM	109	*	4.857885456	*	54.30024282	n/a	*	*	0	0	0	*	n/a	4.234303692	0.621770772	n/a	n/a	n/a	4.856074465	n/a	*	*	n/a	n/a	n/a	*	0	0	54.28	47.33	6.95	0	0	0	54.28	0	47.33	6.97	109	47.33	6.95	54.3	-47.33	-6.95	0.02	0	0.02	0		0		0
H0154_011_0	2018	10	852.5286156	75.46127045	77.19846539	1005.188351	893.6550552	1140.201649	1.279568121	1.275885636	08/04/2017 at 10:54 AM	109	87.84337149	7.77542512	7.954423288	103.5732199	n/a	55.17922253	0	0	0	22.7	77.87922253	n/a	4.884169468	0	n/a	n/a	n/a	4.884169468	n/a	4.996608	0	n/a	n/a	n/a	4.996608	0	0	87.76	65.06	0	0	0	22.7	87.76	0	87.46	16.11	109	65.06	0	103.57	-65.06	0	38.51	0	38.51	38.5	3.55271E-15	0	22.7	22.7
H0154_012_0	2018	10	946.7249528	83.94512864	83.32698021	1113.997062	890.158827	1210.142387	1.361993644	1.35946794	08/04/2017 at 10:55 AM	109	45.20745075	4.0084982	3.978980741	53.19492969	n/a	26.74462554	18.45863574	0	9.3	0	54.50326128	n/a	2.371418462	1.636708262	n/a	n/a	n/a	4.008126724	n/a	2.353956	1.624656	n/a	n/a	n/a	3.978612	0	0	62.49	31.47	21.72	0	9.3	0	62.49	0	31.47	21.72	109	31.47	21.72	53.19	-31.47	-21.72	0	0	0	0	9.3	9.3	0	0
H0154_014_0	2018	11	604.2631975	68.64403836	36.86560115	709.772837	906.6977966	888.3005314	0.983873257	0.979709595	08/04/2017 at 10:56 AM	109	49.41576632	5.613609721	3.014815298	58.04419134	n/a	42.31196145	7.100236589	0	36.2	21.8	107.412198	n/a	4.806620554	0.806583811	n/a	n/a	n/a	5.613204365	n/a	2.581418	0.4331796	n/a	n/a	n/a	3.0145976	0	0	116.04	49.7	8.34	0	36.2	21.8	116.04	0	49.7	8.34	109	49.7	8.34	58.04	-49.7	-8.34	0	0	0	0	36.2	36.2	21.8	21.8
H0154_015_1	2018	11	653.1440567	70.87548963	55.66142476	779.6809711	898.8768461	941.316734	1.05479688	1.047214352	08/04/2017 at 10:57 AM	109	35.32919714	3.833724153	3.010780591	42.17370189	n/a	28.02966976	7.296426288	0	54.1	8.8	98.22609605	n/a	3.041620831	0.791766809	n/a	n/a	n/a	3.83338764	n/a	2.38870941	0.621806903	n/a	n/a	n/a	3.010516313	0	0	105.07	33.46	8.71	0	54.1	8.8	105.07	0	33.46	8.71	109	33.46	8.71	42.17	-33.46	-8.71	0	0	0	0	54.1	54.1	8.8	8.8
H0154_015_2	2018	11	662.903191	71.15845298	66.22360429	800.2852482	861.1114647	915.4123902	1.067240298	1.063059113	08/04/2017 at 10:58 AM	109	33.07844065	3.550760799	3.304515039	39.93371649	n/a	26.20019296	6.875169194	0	26.1	8.8	67.97536216	n/a	2.812424536	0.738005806	n/a	n/a	n/a	3.550430342	n/a	2.6173825	0.686825	n/a	n/a	n/a	3.3042075	0	0	74.83	31.63	8.3	0	26.1	8.8	74.83	0	31.63	8.3	109	31.63	8.3	39.93	-31.63	-8.3	0	0	0	0	26.1	26.1	8.8	8.8
H0169_001_0	2018	4	725.6483741	160.0682662	126.8095578	1012.526198	831.9293433	1079.793148	1.300113745	1.297938529	08/03/2017 at 1:56 PM	109	30.83371633	6.801502892	5.388298346	43.02351757	n/a	1.354508584	29.47668681	0	0.7	0	31.53119539	n/a	0.298786366	6.502160441	n/a	n/a	n/a	6.800946807	n/a	0.23670505	5.151152754	n/a	n/a	n/a	5.387857804	0	0	43.72	1.89	41.13	0	0.7	0	43.72	0	1.89	41.13	109	1.89	41.13	43.02	-1.89	-41.13	0	0	0	0	0.7	0.7	0	0
H0169_002_0	2018	4	785.4042786	159.6504399	114.6329889	1059.687707	885.0972785	1148.80186	1.300113745	1.297938529	08/03/2017 at 1:57 PM	109	42.93143494	8.726744504	6.266019731	57.92419917	n/a	1.571271478	41.35705118	0	0	0	42.92832265	n/a	0.319394978	8.406716887	n/a	n/a	n/a	8.726111865	n/a	0.229333543	6.036231937	n/a	n/a	n/a	6.26556548	0	0	57.92	2.12	55.8	0	0	0	57.92	0	2.12	55.8	109	2.12	55.8	57.92	-2.12	-55.8	0	0	0	0	7.10543E-15	0	0	0
H0169_003_0	2018	4	813.2299574	161.1916914	93.94473027	1068.366379	878.2484536	1139.912506	1.300113745	1.297938529	08/03/2017 at 1:58 PM	109	35.3991344	7.016522569	4.089325661	46.50498263	n/a	1.651782611	33.74355906	0	0	0	35.39534167	n/a	0.327402638	6.688368168	n/a	n/a	n/a	7.015770806	n/a	0.190814751	3.898072772	n/a	n/a	n/a	4.088887523	0	0	46.5	2.17	44.33	0	0	0	46.5	0	2.17	44.33	109	2.17	44.33	46.5	-2.17	-44.33	0	0	0	0	0	0	0	0
H0174_001_0	2018	6	*	178.1738808	*	1169.157757	976.4382053	1356.866807	1.390538863	1.389608476	08/01/2017 at 7:39 AM	109	*	18.21257496	*	119.5089494	n/a	*	*	0	2.5	0	*	n/a	0.499855837	17.71287924	n/a	n/a	n/a	18.21273508	n/a	*	*	n/a	n/a	n/a	*	0	0	122.01	3.28	116.23	0	2.5	0	122.01	0	3.28	116.23	109	3.28	116.23	119.51	-3.28	-116.23	0	0	0	0	2.5	2.5	0	0
H0251_002_0	2018	3	862.5804203	141.2028746	119.2846092	1123.067904	831.6526899	1274.702482	1.536285116	1.532734154	08/03/2017 at 12:52 PM	109	75.70162195	12.39222034	10.46863362	98.56247592	n/a	0.176653162	75.52306714	0	0	0	75.69972031	n/a	0.028917807	12.36299124	n/a	n/a	n/a	12.39190905	n/a	0.024429031	10.44394162	n/a	n/a	n/a	10.46837065	0	0	98.56	0.23	98.33	0	0	0	98.56	0	0.23	98.33	109	0.23	98.33	98.56	-0.23	-98.33	0	0	0	0	0	0	0	0
H0251_004_0	2018	4	1609.435716	173.991759	23.61633291	1807.043808	833.7907504	1942.520094	2.332405824	2.329745314	08/03/2017 at 12:55 PM	109	75.13449873	8.122588227	1.102499042	84.359586	n/a	2.734282161	72.4005853	0	3.7	0	78.83486746	n/a	0.295595878	7.827032211	n/a	n/a	n/a	8.122628089	n/a	0.040121961	1.062382491	n/a	n/a	n/a	1.102504453	0	0	88.06	3.07	81.29	0	3.7	0	88.06	0	3.07	81.29	109	3.07	81.29	84.36	-3.07	-81.29	0	0	0	0	3.7	3.7	0	0
H0294_002_0	2018	3	895.65273	127.3753595	111.9926911	1135.020781	851.2494282	1285.248975	1.518765854	1.509838283	08/03/2017 at 1:15 PM	109	62.46175667	8.883006153	7.810237145	79.15499997	n/a	49.89522931	5.934083891	0	0	26.9	82.7293132	n/a	7.095855969	0.843916446	n/a	n/a	n/a	7.939772415	n/a	6.238914723	0.741999663	n/a	n/a	n/a	6.980914386	0	0	97.65	63.23	7.52	0	0	26.9	97.65	0	63.23	15.92	109	63.23	7.52	79.15	-63.23	-7.52	8.4	0	8.4	8.4	7.10543E-15	0	26.9	26.9
H0294_004_0	2018	3	593.0626804	95.10015075	40.99888426	729.1617154	848.4235097	791.5595618	0.935467326	0.93297693	08/03/2017 at 1:16 PM	109	41.2031029	6.607094707	2.848402543	50.65860015	n/a	25.42527809	0	0	0	9.3	34.72527809	n/a	4.077052661	0	n/a	n/a	n/a	4.077052661	n/a	1.757669245	0	n/a	n/a	n/a	1.757669245	0	0	40.56	31.26	0	0	0	9.3	40.56	0	39.06	11.6	109	31.26	0	50.66	-31.26	0	19.4	0	19.4	19.4	0	0	9.3	9.3
H0294_010_0	2018	4	800.2855771	159.3483474	-60.77506939	898.8588551	796.5158096	984.3982117	1.241536017	1.235880318	08/03/2017 at 1:16 PM	109	38.37396025	7.640806389	-2.914184841	43.1005818	n/a	27.35109388	3.098366103	0	0	21.4	51.84945998	n/a	5.445995448	0.616929172	n/a	n/a	n/a	6.06292462	n/a	-2.077089324	-0.235295275	n/a	n/a	n/a	-2.312384599	0	0	55.6	30.72	3.48	0	0	21.4	55.6	0	30.72	12.38	109	30.72	3.48	43.1	-30.72	-3.48	8.9	0	8.9	8.9	7.10543E-15	0	21.4	21.4
H0294_011_0	2018	4	546.3393126	115.3509521	-75.70252843	585.9877363	796.5158096	640.3623767	0.806100379	0.803954383	08/03/2017 at 1:17 PM	109	35.376226	7.469133664	-4.901843402	37.94351626	n/a	23.90517601	0	0	0	9.7	33.60517601	n/a	5.047201894	0	n/a	n/a	n/a	5.047201894	n/a	-3.312377903	0	n/a	n/a	n/a	-3.312377903	0	0	35.34	25.64	0	0	0	9.7	35.34	0	28.57	9.37	109	25.64	0	37.94	-25.64	0	12.3	0	12.3	12.3	3.55271E-15	0	9.7	9.7
H0294_012_0	2018	4	573.7084932	124.5173111	-87.87883445	610.3469698	796.5158096	640.3623767	0.806100379	0.803954383	08/03/2017 at 1:17 PM	109	80.75292803	17.52656197	-12.36947557	85.91001443	n/a	18.33883554	0	0	0	0	18.33883554	n/a	3.98024871	0	n/a	n/a	n/a	3.98024871	n/a	-2.80908425	0	n/a	n/a	n/a	-2.80908425	0	0	19.51	19.51	0	0	0	0	19.51	0	61.5	24.41	109	19.51	0	85.91	-19.51	0	66.4	0	66.4	66.4	0	0	0	0
H0302_001_0	2018	8	701.0290285	82.42002118	40.65747977	824.1065294	869.7628305	1050.3133	1.210305124	1.207585865	08/02/2017 at 2:48 PM	109	81.59959927	9.593669345	4.732520227	95.92578884	n/a	73.73463747	7.868544031	0	28	23.1	132.7031815	n/a	8.668985357	0.925105152	n/a	n/a	n/a	9.594090509	n/a	4.276377168	0.456350817	n/a	n/a	n/a	4.732727985	0	0	147.03	86.68	9.25	0	28	23.1	147.03	0	86.68	9.25	109	86.68	9.25	95.93	-86.68	-9.25	0	0	0	0	28	28	23.1	23.1
H0302_006_0	2018	8	546.513354	61.95232619	33.56248345	642.0281637	869.0860876	837.4866032	0.967440985	0.963640559	08/02/2017 at 3:20 PM	109	49.58325739	5.620719261	3.045007488	58.24898414	n/a	42.35718312	7.226939001	0	52	16.8	118.3841221	n/a	4.801577136	0.81924015	n/a	n/a	n/a	5.620817286	n/a	2.601239745	0.443820849	n/a	n/a	n/a	3.045060593	0	0	127.05	49.76	8.49	0	52	16.8	127.05	0	49.76	8.49	109	49.76	8.49	58.25	-49.76	-8.49	0	0	0	0	52	52	16.8	16.8
H0302_008_0	2018	7	588.7043104	63.61274921	2.084743375	654.4018029	874.9	858.6282546	0.983414484	0.981401594	08/02/2017 at 3:24 PM	109	55.0129804	5.944456094	0.194814178	61.15225067	n/a	47.1393962	7.87155948	0	55.5	16.1	126.6109557	n/a	5.093671875	0.850565437	n/a	n/a	n/a	5.944237312	n/a	0.166931925	0.027875083	n/a	n/a	n/a	0.194807008	0	0	132.75	52.4	8.75	0	55.5	16.1	132.75	0	52.4	8.75	109	52.4	8.75	61.15	-52.4	-8.75	0	0	0	0	55.5	55.5	16.1	16.1
H0321_002_0	2018	4	832.9630637	141.0519493	83.54998588	1057.564999	855.0178105	1210.764777	1.418259624	1.416069656	08/03/2017 at 1:18 PM	109	78.4292705	13.28102286	7.866812741	99.57710609	n/a	1.071167983	77.36038182	0	0	0	78.43154981	n/a	0.181388994	13.10001983	n/a	n/a	n/a	13.28140883	n/a	0.107443023	7.759598343	n/a	n/a	n/a	7.867041366	0	0	99.58	1.36	98.22	0	0	0	99.58	0	1.36	98.22	109	1.36	98.22	99.58	-1.36	-98.22	0	0	0	0	0	0	0	0
H0321_004_0	2018	4	1654.107574	168.1508683	387.5065556	2209.764998	852.7391729	2393.556325	2.810108626	2.806903214	08/03/2017 at 1:19 PM	109	89.43155784	9.091303576	20.95106478	119.4739262	n/a	1.422234669	88.00638424	0	0	0	89.4286189	n/a	0.144579469	8.946425346	n/a	n/a	n/a	9.091004815	n/a	0.333185862	20.61719042	n/a	n/a	n/a	20.95037628	0	0	119.47	1.9	117.57	0	0	0	119.47	0	1.9	117.57	109	1.9	117.57	119.47	-1.9	-117.57	0	0	0	0	0	0	0	0
H0332_001_0	2018	4	670.5282203	47.40675135	81.85890307	799.7938747	988.5999843	996.9701588	1.020369778	1.008466695	06/05/2017 at 12:53 PM	109	107.3615141	7.590524085	13.10682461	128.0588628	n/a	98.24931725	9.087998968	10	0	0	117.3373162	n/a	6.946286246	0.642527032	n/a	n/a	n/a	7.588813278	n/a	11.9943965	1.109474	n/a	n/a	n/a	13.1038705	10	10	138.03	117.19	10.84	10	0	0	138.03	0	117.19	10.87	109	117.19	10.84	128.06	-117.19	-10.84	0.03	0	0.03	0		0		0
