,ServiceAreaId,IssuerId,TEHBCombInnOonFamilyPerGroupMOOP,EHBPercentTotalPremium,TEHBInnTier1IndividualMOOP,TEHBOutOfNetFamilyPerPersonMOOP,TEHBInnTier1FamilyPerGroupMOOP,TEHBOutOfNetFamilyPerGroupMOOP,SBCHavingaBabyCoinsurance,OutOfServiceAreaCoverageDescription,TEHBOutOfNetIndividualMOOP,SBCHavingaBabyCopayment,TEHBInnTier1FamilyPerPersonMOOP,TEHBCombInnOonFamilyPerPersonMOOP,TEHBCombInnOonIndividualMOOP,act_value,SBCHavingDiabetesCopayment,SBCHavingDiabetesCoinsurance,SBCHavingDiabetesDeductible,SBCHavingaBabyDeductible
0,AKS001,21989,0,0.0,0,0,0,0,0,0,0,0,0,0,0,86.3,0,0,0,0
1,AKS001,21989,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.7,0,0,0,0
2,AKS001,21989,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.7,0,0,0,0
3,AKS002,21989,0,0.0,0,0,0,0,0,0,0,0,0,0,0,83.4,0,0,0,0
4,AKS001,21989,0,0.0,0,0,0,0,0,0,0,0,0,0,0,86.3,0,0,0,0
5,AKS002,21989,0,0.0,0,0,0,0,0,0,0,0,0,0,0,83.4,0,0,0,0
6,AKS002,21989,0,0.0,0,0,0,0,0,0,0,0,0,0,0,83.4,0,0,0,0
7,AKS001,21989,0,0.0,0,0,0,0,0,0,0,0,0,0,0,86.3,0,0,0,0
8,AKS002,21989,0,0.0,0,0,0,0,0,0,0,0,0,0,0,83.4,0,0,0,0
9,AKS001,21989,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.7,0,0,0,0
10,AKS001,21989,0,0.0,0,0,0,0,0,0,0,0,0,0,0,86.3,0,0,0,0
11,AKS002,21989,0,0.0,0,0,0,0,0,0,0,0,0,0,0,86.3,0,0,0,0
12,AKS002,21989,0,0.0,0,0,0,0,0,0,0,0,0,0,0,86.3,0,0,0,0
13,AKS001,21989,0,0.0,0,0,0,0,0,0,0,0,0,0,0,86.3,0,0,0,0
14,AKS002,21989,0,0.0,0,0,0,0,0,0,0,0,0,0,0,86.3,0,0,0,0
15,AKS002,38344,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.9,0,0,0,0
16,AKS002,38344,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.9,0,0,0,0
17,AKS001,47904,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
18,AKS001,47904,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
19,AKS001,45858,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
20,AKS001,45858,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
21,AKS001,45858,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
22,AKS001,45858,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
23,AKS001,47904,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
24,AKS001,47904,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
25,AKS001,47904,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
26,AKS001,47904,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
27,AKS001,58670,0,0.0,0,0,0,0,0,0,0,0,0,0,0,86.6,0,0,0,0
28,AKS001,73836,0,0.9986,6,13700,13700,27400,1,0,13,0,6850,0,0,61.9440078735352,800,900,1,4
29,AKS001,73836,0,0.9988,5,10000,10000,20000,1,0,10,20,5000,0,0,81.60866498947141,600,200,500,500
30,AKS001,73836,0,0.9988,5,10000,10000,20000,1,0,10,20,5000,0,0,81.60866498947141,600,200,500,500
31,AKS001,73836,0,0.9986,6,13700,13700,27400,1,0,13,0,6850,0,0,61.9440078735352,800,900,1,4
32,AKS001,73836,0,0.9986,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
33,AKS001,73836,0,0.9987,5,10000,10000,20000,1,0,10,20,5000,0,0,79.7592520713806,600,80,1,1
34,AKS001,73836,0,0.9987,5,10000,10000,20000,1,0,10,20,5000,0,0,79.7592520713806,600,80,1,1
35,AKS001,73836,0,0.9986,6,13700,13700,27400,1,0,13,0,6850,0,0,61.9440078735352,800,900,1,4
36,ALS003,44580,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68.1,0,0,0,0
37,ALS003,44580,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68.1,0,0,0,0
38,AKS001,73836,0,0.9986,6,13700,13700,27400,1,0,13,0,6850,0,0,61.9440078735352,800,900,1,4
39,AKS001,73836,0,0.9987,5,10000,10000,20000,1,0,10,20,5000,0,0,78.4716427326202,600,30,1,1
40,AKS001,73836,0,0.9987,5,10000,10000,20000,1,0,10,20,5000,0,0,78.4716427326202,600,30,1,1
41,AKS001,73836,0,0.9986,6,13700,13700,27400,1,0,13,0,6850,0,0,61.9440078735352,800,900,1,4
42,AKS001,73836,0,0.9986,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
43,AKS001,73836,0,0.9985,6,13700,13700,27400,1,0,13,20,6850,0,0,71.9912827014923,1,30,1,2
44,AKS001,73836,0,0.9985,6,13700,13700,27400,1,0,13,20,6850,0,0,71.9912827014923,1,30,1,2
45,AKS001,73836,0,0.9986,6,13700,13700,27400,1,0,13,0,6850,0,0,61.9440078735352,800,900,1,4
46,AKS001,73836,0,0.9985,6,13700,13700,27400,1,0,13,20,6850,0,0,71.7009902000427,1,30,1,3
47,AKS001,73836,0,0.9985,6,13700,13700,27400,1,0,13,20,6850,0,0,71.7009902000427,1,30,1,3
48,AKS001,73836,0,0.9987,5,10000,10000,20000,1,0,10,20,5000,0,0,81.60866498947141,600,200,500,500
49,AKS001,73836,0,0.9987,5,10000,10000,20000,1,0,10,20,5000,0,0,81.60866498947141,600,200,500,500
50,AKS001,73836,0,0.9987,5,10000,10000,20000,1,0,10,20,5000,0,0,79.7592520713806,600,80,1,1
51,AKS001,73836,0,0.9987,5,10000,10000,20000,1,0,10,20,5000,0,0,79.7592520713806,600,80,1,1
52,AKS001,73836,0,0.9987,5,10000,10000,20000,1,0,10,20,5000,0,0,78.4716427326202,600,30,1,1
53,AKS001,73836,0,0.9987,5,10000,10000,20000,1,0,10,20,5000,0,0,78.4716427326202,600,30,1,1
54,AKS001,73836,0,0.9985,6,13700,13700,27400,1,0,13,20,6850,0,0,71.9912827014923,1,30,1,2
55,AKS001,73836,0,0.9985,6,13700,13700,27400,1,0,13,20,6850,0,0,71.9912827014923,1,30,1,2
56,AKS001,73836,0,0.9985,6,13700,13700,27400,1,0,13,20,6850,0,0,71.7009902000427,1,30,1,3
57,AKS001,73836,0,0.9985,6,13700,13700,27400,1,0,13,20,6850,0,0,71.7009902000427,1,30,1,3
58,AKS001,73836,0,0.9985,5,10500,10500,21000,1,0,10,0,5250,0,0,69.8095142841339,0,900,2,2
59,AKS001,73836,0,0.9987,6,13700,13700,27400,1,0,13,20,6850,0,0,61.94445490837101,600,400,1,4
60,AKS001,73836,0,0.9987,6,13700,13700,27400,1,0,13,20,6850,0,0,61.94445490837101,600,400,1,4
61,AKS001,73836,0,0.9985,5,10500,10500,21000,1,0,10,0,5250,0,0,69.8095142841339,0,900,2,2
62,AKS001,73836,0,0.9984,5,10500,10500,21000,1,0,10,0,5250,0,0,68.0117964744568,0,800,2,2
63,AKS001,73836,0,0.9987,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
64,AKS001,73836,0,0.9987,6,13700,13700,27400,1,0,13,20,6850,0,0,61.94445490837101,600,400,1,4
65,AKS001,73836,0,0.9984,5,10500,10500,21000,1,0,10,0,5250,0,0,68.0117964744568,0,800,2,2
66,AKS001,73836,0,0.9985,5,10500,10500,21000,1,0,10,0,5250,0,0,69.8095142841339,0,900,2,2
67,AKS001,73836,0,0.9987,6,13700,13700,27400,1,0,13,20,6850,0,0,61.94445490837101,600,400,1,4
68,AKS001,73836,0,0.9987,6,13700,13700,27400,1,0,13,20,6850,0,0,61.94445490837101,600,400,1,4
69,AKS001,73836,0,0.9985,5,10500,10500,21000,1,0,10,0,5250,0,0,69.8095142841339,0,900,2,2
70,AKS001,73836,0,0.9985,5,10500,10500,21000,1,0,10,0,5250,0,0,68.0117964744568,0,800,2,2
71,AKS001,73836,0,0.9987,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
72,AKS001,73836,0,0.9987,6,13700,13700,27400,1,0,13,20,6850,0,0,61.94445490837101,600,400,1,4
73,AKS001,73836,0,0.9985,5,10500,10500,21000,1,0,10,0,5250,0,0,68.0117964744568,0,800,2,2
74,AKS001,73836,0,0.9981,6,13700,13700,27400,600,0,13,0,6850,0,0,61.467993259429896,0,0,5,6
75,AKS001,73836,0,0.9991,4,9500,9500,19000,1,0,9,20,4750,0,0,81.6846072673798,600,100,750,750
76,AKS001,73836,0,0.9991,4,9500,9500,19000,1,0,9,20,4750,0,0,81.6846072673798,600,100,750,750
77,AKS001,73836,0,0.9981,6,13700,13700,27400,600,0,13,0,6850,0,0,61.467993259429896,0,0,5,6
78,AKS001,73836,0,0.9981,6,13700,13700,27400,600,0,13,0,6850,0,0,61.467993259429896,0,0,5,6
79,AKS001,73836,0,0.9991,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
80,AKS001,73836,0,0.9991,4,9500,9500,19000,1,0,9,20,4750,0,0,81.6846072673798,600,100,750,750
81,AKS001,73836,0,0.9981,6,13700,13700,27400,600,0,13,0,6850,0,0,61.467993259429896,0,0,5,6
82,AKS001,73836,0,0.9991,4,9500,9500,19000,1,0,9,20,4750,0,0,81.6846072673798,600,100,750,750
83,AKS001,73836,0,0.9991,4,9500,9500,19000,1,0,9,20,4750,0,0,81.6846072673798,600,100,750,750
84,AKS001,73836,0,0.9991,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
85,AKS001,73836,0,0.9991,4,9500,9500,19000,1,0,9,20,4750,0,0,81.6846072673798,600,100,750,750
86,AKS001,73836,0,0.9989,6,13700,13700,27400,1,0,13,20,6850,0,0,71.902060508728,1,40,1,1
87,AKS001,73836,0,0.9989,6,13700,13700,27400,1,0,13,20,6850,0,0,71.902060508728,1,40,1,1
88,AKS001,73836,0,0.9989,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
89,AKS001,73836,0,0.9989,6,13700,13700,27400,1,0,13,20,6850,0,0,71.902060508728,1,40,1,1
90,AKS001,73836,0,0.9989,5,13700,10900,27400,1,0,13,20,5450,0,0,73.9552021026611,1,40,1,1
91,AKS001,73836,0,0.9989,1,13700,3000,27400,1,0,13,0,1500,0,0,87.2306764125824,800,200,500,500
92,AKS001,73836,0,0.9989,500,13700,1000,27400,400,0,13,0,500,0,0,94.3866848945618,300,100,100,100
93,AKS001,73836,0,0.9989,6,13700,13700,27400,1,0,13,20,6850,0,0,71.902060508728,1,40,1,1
94,AKS001,73836,0,0.9989,6,13700,13700,27400,1,0,13,20,6850,0,0,71.902060508728,1,40,1,1
95,AKS001,73836,0,0.9989,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
96,AKS001,73836,0,0.9989,6,13700,13700,27400,1,0,13,20,6850,0,0,71.902060508728,1,40,1,1
97,AKS001,73836,0,0.9989,5,13700,10900,27400,1,0,13,20,5450,0,0,73.9552021026611,1,40,1,1
98,AKS001,73836,0,0.9989,1,13700,3000,27400,1,0,13,0,1500,0,0,87.2306764125824,800,200,500,500
99,AKS001,73836,0,0.9989,500,13700,1000,27400,400,0,13,0,500,0,0,94.3866848945618,300,100,100,100
100,AKS001,73836,0,0.9988,6,13300,13300,26600,1,0,13,20,6650,0,0,71.7218816280365,600,400,1,2
101,AKS001,73836,0,0.9985,6,13700,13700,27400,1,0,13,20,6850,0,0,71.3992536067963,1,40,1,2
102,AKS001,73836,0,0.9985,6,13700,13700,27400,1,0,13,20,6850,0,0,71.3992536067963,1,40,1,2
103,AKS001,73836,0,0.9988,6,13300,13300,26600,1,0,13,20,6650,0,0,71.7218816280365,600,400,1,2
104,AKS001,73836,0,0.9988,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
105,AKS001,73836,0,0.9985,6,13700,13700,27400,1,0,13,20,6850,0,0,71.3992536067963,1,40,1,2
106,AKS001,73836,0,0.9985,6,13700,13700,27400,1,0,13,20,6850,0,0,71.3992536067963,1,40,1,2
107,AKS001,73836,0,0.9988,6,13300,13300,26600,1,0,13,20,6650,0,0,71.7218816280365,600,400,1,2
108,AKS001,73836,0,0.9988,5,13300,10900,26600,1,0,13,20,5450,0,0,73.8996922969818,600,400,1,2
109,AKS001,73836,0,0.9984,6,13700,13700,27400,1,0,13,20,6850,0,0,70.694637298584,1,40,1,3
110,AKS001,73836,0,0.9984,6,13700,13700,27400,1,0,13,20,6850,0,0,70.694637298584,1,40,1,3
111,AKS001,73836,0,0.9988,1,13300,2500,26600,500,0,13,0,1250,0,0,87.35479116439821,200,300,750,750
112,AKS001,73836,0,0.9988,500,13300,1000,26600,300,0,13,0,500,0,0,93.5418128967285,60,200,250,250
113,AKS001,73836,0,0.9984,6,13700,13700,27400,1,0,13,20,6850,0,0,70.694637298584,1,40,1,3
114,AKS001,73836,0,0.9984,6,13700,13700,27400,1,0,13,20,6850,0,0,70.694637298584,1,40,1,3
115,AKS001,73836,0,0.9983,6,13700,13700,27400,1,0,13,20,6850,0,0,70.5193161964417,1,40,1,4
116,AKS001,73836,0,0.9983,6,13700,13700,27400,1,0,13,20,6850,0,0,70.5193161964417,1,40,1,4
117,AKS001,73836,0,0.9983,6,13700,13700,27400,1,0,13,20,6850,0,0,70.5193161964417,1,40,1,4
118,AKS001,73836,0,0.9983,6,13700,13700,27400,1,0,13,20,6850,0,0,70.5193161964417,1,40,1,4
119,AKS001,73836,0,0.9985,6,13700,13700,27400,1,0,13,20,6850,0,0,71.3736891746521,800,400,1,2
120,AKS001,73836,0,0.9984,6,13700,13700,27400,0,0,13,0,6850,0,0,0.0,135,0,1,4
121,AKS001,73836,0,0.9984,6,13700,13700,27400,0,0,13,0,6850,0,0,0.0,135,0,1,4
122,AKS001,73836,0,0.9985,6,13700,13700,27400,1,0,13,20,6850,0,0,71.3736891746521,800,400,1,2
123,AKS001,73836,0,0.9985,6,13700,13700,27400,1,0,13,20,6850,0,0,71.3736891746521,800,400,1,2
124,AKS001,73836,0,0.9984,6,13700,13700,27400,0,0,13,0,6850,0,0,0.0,135,0,1,4
125,AKS001,73836,0,0.9984,6,13700,13700,27400,0,0,13,0,6850,0,0,0.0,135,0,1,4
126,AKS001,73836,0,0.9985,6,13700,13700,27400,1,0,13,20,6850,0,0,71.3736891746521,800,400,1,2
127,AKS001,73836,0,0.9984,6,13700,13700,27400,1,0,13,20,6850,0,0,70.9728240966797,800,400,1,2
128,AKS001,73836,0,0.9984,6,13700,13700,27400,1,0,13,20,6850,0,0,70.9728240966797,800,400,1,2
129,AKS001,73836,0,0.9984,6,13700,13700,27400,1,0,13,20,6850,0,0,70.9728240966797,800,400,1,2
130,AKS001,73836,0,0.9984,6,13700,13700,27400,1,0,13,20,6850,0,0,70.9728240966797,800,400,1,2
131,AKS001,73836,0,0.9982,6,13700,13700,27400,1,0,13,0,6850,0,0,61.3391697406769,0,700,3,3
132,AKS001,73836,0,0.9982,6,13700,13700,27400,1,0,13,0,6850,0,0,61.3391697406769,0,700,3,3
133,AKS001,73836,0,0.9982,6,13700,13700,27400,1,0,13,0,6850,0,0,61.3391697406769,0,700,3,3
134,AKS001,73836,0,0.9982,6,13700,13700,27400,1,0,13,0,6850,0,0,61.3391697406769,0,700,3,3
135,AKS001,73836,0,0.9981,6,13700,13700,27400,1,0,13,0,6850,0,0,59.66367721557621,0,100,500,5
136,AKS001,73836,0,0.9981,6,13700,13700,27400,1,0,13,0,6850,0,0,59.66367721557621,0,100,500,5
137,AKS001,73836,0,0.9981,6,13700,13700,27400,1,0,13,0,6850,0,0,59.66367721557621,0,100,500,5
138,AKS001,73836,0,0.9981,6,13700,13700,27400,1,0,13,0,6850,0,0,59.66367721557621,0,100,500,5
139,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
140,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
141,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
142,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
143,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
144,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
145,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
146,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
147,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
148,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
149,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
150,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
151,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
152,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
153,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
154,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
155,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
156,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
157,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
158,AKS001,74819,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
159,AKS001,81761,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
160,AKS001,81761,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
161,ALS001,39951,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.6,0,0,0,0
162,ALS001,39951,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.3,0,0,0,0
163,ALS001,44580,0,0.999,6,25200,12600,50400,270,0,25,20,6300,0,0,68.7039494514465,160,90,3,3
164,ALS001,44580,0,0.999,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
165,ALS001,44580,0,0.999,6,25200,12600,50400,270,0,25,20,6300,0,0,68.7039494514465,160,90,3,3
166,ALS002,44580,0,0.999,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
167,ALS002,44580,0,0.999,1,6000,3000,12000,1,0,6,20,1500,0,0,88.8283371925354,600,280,500,500
168,ALS001,46944,0,1.0,6,0,12000,0,0,0,0,400,6000,0,0,79.69,1,0,20,600
169,ALS001,46944,0,1.0,6,0,12000,0,0,0,0,400,6000,0,0,79.69,1,0,20,600
170,ALS001,44580,0,0.999,6,25200,12600,50400,270,0,25,20,6300,0,0,68.7039494514465,160,90,3,3
171,AKS001,81761,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
172,AKS001,81761,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
173,AKS001,84394,0,0.0,0,0,0,0,0,0,0,0,0,0,0,71.4,0,0,0,0
174,AKS001,84394,0,0.0,0,0,0,0,0,0,0,0,0,0,0,83.8,0,0,0,0
175,AKS001,84859,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
176,AKS001,84859,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
177,AKS001,84859,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
178,AKS001,84859,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
179,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
180,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
181,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
182,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
183,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
184,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
185,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
186,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
187,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
188,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
189,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
190,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
191,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
192,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
193,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
194,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
195,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
196,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
197,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
198,ALS001,12538,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
199,ALS001,17017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.8,0,0,0,0
200,ALS001,17540,0,0.0,0,0,0,0,0,0,0,0,0,0,0,83.6,0,0,0,0
201,ALS001,17540,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.5,0,0,0,0
202,ALS001,17540,0,0.0,0,0,0,0,0,0,0,0,0,0,0,83.6,0,0,0,0
203,ALS001,17540,0,0.0,0,0,0,0,0,0,0,0,0,0,0,83.6,0,0,0,0
204,ALS001,17540,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.5,0,0,0,0
205,ALS001,17540,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.5,0,0,0,0
206,ALS001,18756,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
207,ALS001,28725,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
208,ALS001,28725,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
209,ALS001,28725,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
210,ALS001,28725,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
211,ALS001,28725,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
212,ALS001,28725,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
213,ALS001,28732,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
214,ALS001,28732,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
215,ALS001,28732,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
216,ALS001,28732,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
217,ALS001,28899,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
218,ALS001,28899,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
219,ALS001,28899,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0
220,ALS001,28899,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0
221,ALS001,44580,0,0.999,4,25200,9500,50400,380,0,25,20,4750,0,0,73.2456624507904,220,120,3,3
222,ALS001,44580,0,0.999,1,25200,3000,50400,600,0,25,0,1500,0,0,88.1017088890076,420,180,900,900
223,ALS001,44580,0,0.999,750,25200,1500,50400,250,0,25,0,750,0,0,93.2067096233368,200,50,500,500
224,ALS001,44580,0,0.999,3,14000,7000,28000,580,0,14,20,3500,0,0,78.4799635410309,350,160,2,2
225,ALS001,44580,0,0.999,3,14000,7000,28000,580,0,14,20,3500,0,0,78.4799635410309,350,160,2,2
226,ALS001,44580,0,0.999,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
227,ALS001,44580,0,0.999,3,14000,7000,28000,580,0,14,20,3500,0,0,78.4799635410309,350,160,2,2
228,ALS001,44580,0,0.999,1,6000,3000,12000,1,0,6,20,1500,0,0,88.8415515422821,600,280,500,500
229,ALS001,44580,0,0.999,1,6000,3000,12000,1,0,6,20,1500,0,0,88.8415515422821,600,280,500,500
230,ALS001,44580,0,0.999,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
231,ALS001,44580,0,0.999,1,6000,3000,12000,1,0,6,20,1500,0,0,88.8415515422821,600,280,500,500
232,ALS002,44580,0,0.999,6,25200,12600,50400,270,0,25,20,6300,0,0,68.7039494514465,160,90,3,3
233,ALS002,44580,0,0.999,6,25200,12600,50400,270,0,25,20,6300,0,0,68.7039494514465,160,90,3,3
234,ALS002,44580,0,0.999,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
235,ALS002,44580,0,0.999,6,25200,12600,50400,270,0,25,20,6300,0,0,68.7039494514465,160,90,3,3
236,ALS002,44580,0,0.999,4,25200,9500,50400,380,0,25,20,4750,0,0,73.2456624507904,220,120,3,3
237,ALS002,44580,0,0.999,1,25200,3000,50400,600,0,25,0,1500,0,0,88.1017088890076,420,180,900,900
238,ALS002,44580,0,0.999,750,25200,1500,50400,250,0,25,0,750,0,0,93.2067096233368,200,50,500,500
239,ALS002,44580,0,0.999,3,14000,7000,28000,580,0,14,20,3500,0,0,78.4799635410309,350,160,2,2
240,ALS002,44580,0,0.999,3,14000,7000,28000,580,0,14,20,3500,0,0,78.4799635410309,350,160,2,2
241,ALS002,44580,0,0.999,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
242,ALS002,44580,0,0.999,3,14000,7000,28000,580,0,14,20,3500,0,0,78.4799635410309,350,160,2,2
243,ALS002,44580,0,0.999,1,6000,3000,12000,1,0,6,20,1500,0,0,88.8415515422821,600,280,500,500
244,ALS002,44580,0,0.999,1,6000,3000,12000,1,0,6,20,1500,0,0,88.8283371925354,600,280,500,500
245,ALS001,44580,0,0.999,6,27400,13700,54800,0,0,27,0,6850,0,0,0.0,0,0,5,6
246,ALS001,44580,0,0.999,6,27400,13700,54800,0,0,27,0,6850,0,0,0.0,0,0,5,6
247,ALS002,44580,0,0.999,6,27400,13700,54800,0,0,27,0,6850,0,0,0.0,0,0,5,6
248,ALS002,44580,0,0.999,6,27400,13700,54800,0,0,27,0,6850,0,0,0.0,0,0,5,6
249,ALS001,44580,0,0.999,6,25800,12900,51600,0,0,25,0,6450,0,0,60.255479812622106,0,0,5,6
