,Column_Name,Categories,Missing_Values,Unique_Values
639,UC_CoinsInnTier1Complex,0,0,2
640,UC_CoinsInnTier1,0,0,4
641,UC_CoinsInnTier1A,0,57004,15
642,UC_CoinsInnTier2Complex,0,0,1
643,UC_CoinsInnTier2,0,0,3
644,UC_CoinsInnTier2A,0,70070,9
645,UC_CopayOutofNetComplex,0,0,2
646,UC_CopayOutofNet,0,0,6
647,UC_CopayOutofNetA,0,54622,29
648,UC_CoinsOutofNetComplex,0,0,1
649,UC_CoinsOutofNet,0,0,5
650,UC_CoinsOutofNetA,0,19825,19
651,MEHBDedInnIndividual,2,0,3
652,MEHBDedInnIndividual_TIERS,2,44508,2
653,MEHBDedInnTier1IndividualA,2,44951,108
654,MEHBDedInnTier2IndividualA,2,70280,22
655,DEHBDedInnIndividual,1,0,2
656,DEHBDedInnIndividual_TIERS,1,44508,2
657,DEHBDedInnTier1IndividualA,1,45934,32
658,DEHBDedInnTier2IndividualA,1,70287,6
659,TEHBDedInnIndividual,3,0,2
660,TEHBDedInnIndividual_TIERS,3,26049,2
661,TEHBDedInnTier1IndividualA,3,26154,163
662,TEHBDedInnTier2IndividualA,3,69968,42
663,MEHBDedOutOfNetIndividual,2,0,4
664,DEHBDedOutOfNetIndividual,1,0,4
665,TEHBDedOutOfNetIndividual,3,0,4
666,MEHBDedOutOfNetIndividualA,2,61378,86
667,DEHBDedOutOfNetIndividualA,1,62527,26
668,TEHBDedOutOfNetIndividualA,3,51671,187
669,MEHBDedInnFamily,2,0,3
670,MEHBDedInnFamily_TIERS,2,44234,2
671,MEHBDedInnTier1FamilyA,2,46730,107
672,MEHBDedInnTier2FamilyA,2,70278,22
673,DEHBDedInnFamily,1,0,2
674,DEHBDedInnFamily_TIERS,1,44234,2
675,DEHBDedInnTier1FamilyA,1,47729,31
676,DEHBDedInnTier2FamilyA,1,70287,6
677,TEHBDedInnFamily,3,0,2
678,TEHBDedInnFamily_TIERS,3,26323,2
679,TEHBDedInnTier1FamilyA,3,27990,174
680,TEHBDedInnTier2FamilyA,3,69970,42
681,MEHBDedOutOfNetFamily,2,0,4
682,DEHBDedOutOfNetFamily,1,0,4
683,TEHBDedOutOfNetFamily,3,0,4
684,MEHBDedOutOfNetFamilyA,2,61933,88
685,DEHBDedOutOfNetFamilyA,1,63061,25
686,TEHBDedOutOfNetFamilyA,3,52700,190
687,MEHBInnIndividualMOOP,2,0,3
688,MEHBInnIndividualMOOP_TIERS,2,69831,2
689,MEHBInnTier1IndividualMOOPA,2,70057,33
690,MEHBInnTier2IndividualMOOPA,2,70541,2
691,DEHBInnIndividualMOOP,1,0,2
692,DEHBInnIndividualMOOP_TIERS,1,69831,2
693,DEHBInnTier1IndividualMOOPA,1,70087,17
694,DEHBInnTier2IndividualMOOPA,1,70541,2
695,TEHBInnIndividualMOOP,3,0,2
696,TEHBInnIndividualMOOP_TIERS,3,726,2
697,TEHBInnTier1IndividualMOOPA,3,726,157
698,TEHBInnTier2IndividualMOOPA,3,69683,42
699,MEHBOutOfNetIndividualMOOP,2,0,4
700,DEHBOutOfNetIndividualMOOP,1,0,4
701,TEHBOutOfNetIndividualMOOP,3,0,4
702,MEHBOutOfNetIndividualMOOPA,2,70402,11
703,DEHBOutOfNetIndividualMOOPA,1,70450,3
704,TEHBOutOfNetIndividualMOOPA,3,47861,217
705,MEHBInnFamilyMOOP,2,0,3
706,MEHBInnFamilyMOOP_TIERS,2,69636,2
707,MEHBInnTier1FamilyMOOPA,2,70109,30
708,MEHBInnTier2FamilyMOOPA,2,70541,2
709,DEHBInnFamilyMOOP,1,0,2
710,DEHBInnFamilyMOOP_TIERS,1,69636,2
711,DEHBInnTier1FamilyMOOPA,1,70160,13
712,DEHBInnTier2FamilyMOOPA,1,70541,2
713,TEHBInnFamilyMOOP,3,0,2
714,TEHBInnFamilyMOOP_TIERS,3,921,2
715,TEHBInnTier1FamilyMOOPA,3,4318,164
716,TEHBInnTier2FamilyMOOPA,3,69720,33
717,MEHBOutOfNetFamilyMOOP,2,0,4
718,DEHBOutOfNetFamilyMOOP,1,0,4
719,TEHBOutOfNetFamilyMOOP,3,0,4
720,MEHBOutOfNetFamilyMOOPA,2,70402,11
721,DEHBOutOfNetFamilyMOOPA,1,70450,3
722,TEHBOutOfNetFamilyMOOPA,3,49447,197
