bid_id	contract_year	version	summ_d0025	summ_d0027	summ_d0028	summ_d0029	summ_d0031	summ_d0032	summ_d0033	summ_d0034	summ_d0055	summ_e0014	summ_e0025	summ_e0027	summ_e0028	summ_e0029	summ_i0023	summ_i0025	summ_i0026	summ_i0027	summ_i0028	summ_i0029	summ_i0030	summ_j0023	summ_j0025	summ_j0026	summ_j0027	summ_j0028	summ_j0029	summ_j0030	summ_k0023	summ_k0025	summ_k0026	summ_k0027	summ_k0028	summ_k0029	summ_k0030	summ_l0013	summ_l0014	summ_l0023	summ_l0025	summ_l0026	summ_l0027	summ_l0028	summ_l0029	summ_l0030	summ_l0031	summ_m0025	summ_m0026	summ_m0027	summ_r0013	summ_r0014	summ_r0022	summ_r0024	summ_r0025	summ_r0027	summ_r0029	summ_r0030	summ_r0031	summ_r0035	summ_r0036	summ_r0041	summ_r0042
H2836_801_0	2012	7	684.6305	50.9676	8.847257088	744.4453	815.5381	774.71	0.951103875	0.949937174	07/21/2011	96.4	30.013	2.2343	0.387848314	32.6352	n/a	18.5494	0	0	0	0	18.5494	n/a	1.3809	0	n/a	n/a	n/a	1.3809	n/a	0.2397	0	n/a	n/a	n/a	0.2397	0	0	20.17	20.17	0	0	0	0	20.17	0	32.64	0	96.4	20.17	0	32.64	-20.17	0	12.47	0	12.47	12.5		0		0
H2836_802_0	2012	4	684.6305	50.9676	8.847257088	744.4453	815.5381	774.71	0.951103875	0.949937174	07/21/2011	96.4	30.013	2.2343	0.387848314	32.6352	n/a	18.5494	0	0	0	0	18.5494	n/a	1.3809	0	n/a	n/a	n/a	1.3809	n/a	0.2397	0	n/a	n/a	n/a	0.2397	0	0	20.17	20.17	0	0	0	0	20.17	0	32.64	0	96.4	20.17	0	32.64	-20.17	0	12.47	0	12.47	12.5		0		0
H2836_803_0	2012	4	684.6305	50.9676	8.847257088	744.4453	815.5381	774.71	0.951103875	0.949937174	07/21/2011	96.4	30.013	2.2343	0.387848314	32.6352	n/a	18.5494	0	0	0	0	18.5494	n/a	1.3809	0	n/a	n/a	n/a	1.3809	n/a	0.2397	0	n/a	n/a	n/a	0.2397	0	0	20.17	20.17	0	0	0	0	20.17	0	32.64	0	96.4	20.17	0	32.64	-20.17	0	12.47	0	12.47	12.5		0		0
H2836_804_0	2012	4	684.6305	50.9676	8.847257088	744.4453	815.5381	774.71	0.951103875	0.949937174	07/21/2011	96.4	30.013	2.2343	0.387848314	32.6352	n/a	18.5494	0	0	0	0	18.5494	n/a	1.3809	0	n/a	n/a	n/a	1.3809	n/a	0.2397	0	n/a	n/a	n/a	0.2397	0	0	20.17	20.17	0	0	0	0	20.17	0	32.64	0	96.4	20.17	0	32.64	-20.17	0	12.47	0	12.47	12.5		0		0
H2899_001_0	2012	8	*	127.3329	*	774.3793	720.8109	807.4286	1.123728155	1.120167007	08/07/2011	96.4	*	9.9103	*	60.1258	n/a	*	*	0	0	8.1	*	n/a	2.2905	0	n/a	n/a	n/a	2.2905	n/a	*	*	n/a	n/a	n/a	*	0	0	22.03	13.93	0	0	0	8.1	22.03	0	46.52	13.61	96.4	13.93	0	60.13	-13.93	0	46.2	0	46.2	46.2	0	0	8.1	8.1
H2899_002_0	2012	7	*	166.2539	*	950.6532	728.5594	1000.1838	1.372823932	1.372823932	07/17/2011	96.4	*	5.7746	*	33.0196	n/a	*	*	0	0	0	*	n/a	0.5596	5.215035381	n/a	n/a	n/a	5.7747	n/a	*	*	n/a	n/a	n/a	*	0	0	33.02	3.2	29.82	0	0	0	33.02	0	3.2	29.82	96.4	3.2	29.82	33.02	-3.2	-29.82	0	0	0	0	0	0	0	0
H2899_003_0	2012	8	*	130.1739	*	603.9271	786.17	691.2087	0.880619497	0.879210246	08/07/2011	96.4	*	7.0694	*	32.7975	n/a	*	*	0	16	9.4	*	n/a	5.7809	1.286807512	n/a	n/a	n/a	7.0677	n/a	*	*	n/a	n/a	n/a	*	0	0	58.19	26.82	5.97	0	16	9.4	58.19	0	26.83	5.97	96.4	26.82	5.97	32.8	-26.82	-5.97	0.01	0	0.01	0	16	16	9.4	9.4
H2899_006_0	2012	8	*	128.3041	*	695.1275	723.0715	724.7103	1.014396716	1.002266465	08/07/2011	96.4	*	8.9391	*	48.4303	n/a	*	*	0	0	10.9	*	n/a	1.628	0	n/a	n/a	n/a	1.628	n/a	*	*	n/a	n/a	n/a	*	0	0	19.72	8.82	0	0	0	10.9	19.72	0	36.21	12.22	96.4	8.82	0	48.43	-8.82	0	39.61	0	39.61	39.6	0	0	10.9	10.9
H2899_009_0	2012	8	518.1963	127.8768	19.20459768	665.2777	771.4731	744.576	0.975164847	0.965135348	08/07/2011	96.4	37.6953	9.3664	1.406654239	48.4683	n/a	29.1705	5.586059691	0	0	8.2	42.9565	n/a	7.1985	1.420594726	n/a	n/a	n/a	8.6191	n/a	1.0811	0.213345583	n/a	n/a	n/a	1.2944	0	0	52.87	37.45	7.22	0	0	8.2	52.87	0	37.45	11.02	96.4	37.45	7.22	48.47	-37.45	-7.22	3.8	0	3.8	3.8	0	0	8.2	8.2
H2905_001_0	2012	5	479.9024	61.8176	-7.965071071	533.755	752.37	579.7447	0.77163224	0.770557934	08/05/2011	96.4	30.2952	3.9424	-0.507971695	33.7296	n/a	27.0541	3.241392339	0	0	0	30.2955	n/a	3.4849	0.457563792	n/a	n/a	n/a	3.9425	n/a	-0.449	-0.058956132	n/a	n/a	n/a	-0.508	0	0	33.73	30.09	3.64	0	0	0	33.73	0	30.09	3.64	96.4	30.09	3.64	33.73	-30.09	-3.64	0	0	0	0	0	0	0	0
H2906_003_0	2012	7	*	49.5079	*	622.3063	837.51	772.6053	0.931246737	0.922502744	07/21/2011	96.4	*	13.106	*	164.7402	n/a	*	*	0	0	0	*	n/a	7.5442	1.224358866	n/a	n/a	n/a	8.7686	n/a	*	*	n/a	n/a	n/a	*	0	0	110.22	94.83	15.39	0	0	0	110.22	0	94.83	69.91	96.4	94.83	15.39	164.74	-94.83	-15.39	54.52	0	54.52	54.5	0	0	0	0
H2906_005_0	2012	9	469.8385	52.0093	-1.554201238	520.2937	763.6746	571.5761	0.752516855	0.748454974	07/21/2011	96.4	95.7984	10.6045	-0.316896109	106.086	n/a	12.0193	0	0	0	24.3	36.3193	n/a	1.3305	0	n/a	n/a	n/a	1.3305	n/a	-0.0398	0	n/a	n/a	n/a	-0.0398	0	0	37.61	13.31	0	0	0	24.3	37.61	0	44.94	61.15	96.4	13.31	0	106.09	-13.31	0	92.78	0	92.78	92.8	0	0	24.3	24.3
H2906_006_0	2012	6	486.7797	57.5468	-3.092792006	541.2337	763.6746	596.6314	0.788717205	0.781263944	07/21/2011	96.4	42.8616	5.0671	-0.272324623	47.6564	n/a	32.2161	4.326061636	0	0	0	36.5422	n/a	3.8086	0.51142433	n/a	n/a	n/a	4.32	n/a	-0.2047	-0.027485966	n/a	n/a	n/a	-0.2322	0	0	40.63	35.82	4.81	0	0	0	40.63	0	35.82	11.84	96.4	35.82	4.81	47.66	-35.82	-4.81	7.03	0	7.03	7	0	0	0	0
H2906_801_0	2012	2	375.5651	48.0682	15.89004376	439.5234	837.51	552.6212	0.667990047	0.659838329	06/06/2011	96.4	70.9008	9.0745	2.99978888	82.9751	n/a	18.0296	52.84121169	0	0	0	70.8708	n/a	2.3076	6.763093151	n/a	n/a	n/a	9.0707	n/a	0.7628	2.235695162	n/a	n/a	n/a	2.9985	0	0	82.94	21.1	61.84	0	0	0	82.94	0	21.1	61.88	96.4	21.1	61.84	82.98	-21.1	-61.84	0.04	0	0.04	0		0		0
H2926_001_0	2012	3	*	66.74	*	805.139	766.4194	825.9967	1.082280125	1.077734548	08/08/2011	96.4	*	0	*	0	n/a	*	*	0	15.3	0	*	n/a	0	0	n/a	n/a	n/a	0	n/a	*	*	n/a	n/a	n/a	*	0	0	15.3	0	0	0	15.3	0	15.3	0	0	0	96.4	0	0	0	0	0	0	0	0	0	15.3	15.3	0	0
H2931_002_0	2012	7	607.9187	42.008	52.97834629	702.905	837.7446	879.182	1.052095197	1.049462991	08/05/2011	96.4	76.1934	5.185	6.539054269	87.9175	n/a	63.7406	12.45500825	0	2.3	27.3	105.7956	n/a	4.4046	0.780572521	n/a	n/a	n/a	5.1851	n/a	5.5548	0.984419227	n/a	n/a	n/a	6.5392	0	0	117.52	73.7	14.22	0	2.3	27.3	117.52	0	73.7	14.22	96.4	73.7	14.22	87.92	-73.7	-14.22	0	0	0	0	2.3	2.3	27.3	27.3
H2931_004_0	2012	6	*	44.1637	*	662.765	784.3241	737.5172	0.941836347	0.940321939	08/05/2011	96.4	*	2.8445	*	44.4414	n/a	*	*	0	0	5.4	*	n/a	2.4715	0.372939489	n/a	n/a	n/a	2.8445	n/a	*	*	n/a	n/a	n/a	*	0	0	49.84	37.09	7.35	0	0	5.4	49.84	0	37.09	7.35	96.4	37.09	7.35	44.44	-37.09	-7.35	0	0	0	0	0	0	5.4	5.4
H2931_801_0	2012	2	*	46.5152	*	817.4616	834.607	836.1016	1.004407707	1.001790744	06/03/2011	96.4	*	1.6162	*	29.2278	n/a	*	*	0	0	0	*	n/a	0.7073	0	n/a	n/a	n/a	0.7073	n/a	*	*	n/a	n/a	n/a	*	0	0	12.43	12.43	0	0	0	0	12.43	0	28.4	0.83	96.4	12.43	0	29.23	-12.43	0	16.8	0	16.8	16.8		0		0
H2931_803_0	2012	2	714.6998	46.4606	56.19456549	817.355	821.886	863.0585	1.052095197	1.050095114	06/03/2011	96.4	26.7831	1.6709	2.020977504	30.475	n/a	22.6908	4.087853367	0	0	0	26.7787	n/a	1.4751	0.195584743	n/a	n/a	n/a	1.6706	n/a	1.7841	0.23656189	n/a	n/a	n/a	2.0207	0	0	30.47	25.95	4.52	0	0	0	30.47	0	25.95	4.52	96.4	25.95	4.52	30.47	-25.95	-4.52	0	0	0	0		0		0
H2931_804_0	2012	2	575.1699	42.0508	45.56785481	662.7885	832.5655	806.1557	0.97141547	0.968279051	06/03/2011	96.4	83.0713	6.0057	6.508006406	95.585	n/a	15.5163	67.55063948	0	0	0	83.067	n/a	1.1344	4.870977399	n/a	n/a	n/a	6.0054	n/a	1.2293	5.278383123	n/a	n/a	n/a	6.5077	0	0	95.58	17.88	77.7	0	0	0	95.58	0	17.88	77.7	96.4	17.88	77.7	95.58	-17.88	-77.7	0	0	0	0		0		0
H2944_004_0	2012	7	544.0147	72.3813	1.783027357	618.1791	744.5738	638.9316	0.8605	0.858117276	08/08/2011	96.4	34.2823	4.5613	0.112361356	38.9559	n/a	5.9226	0	0	0	7.1	13.0226	n/a	0.788	0	n/a	n/a	n/a	0.788	n/a	0.0194	0	n/a	n/a	n/a	0.0194	0	0	13.83	6.73	0	0	0	7.1	13.83	0	30.66	8.3	96.4	6.73	0	38.96	-6.73	0	32.23	0	32.23	32.2	0	0	7.1	7.1
H2944_013_0	2012	6	594.8389	73.0253	-0.128312455	667.736	774.7463	677.2544	0.87659	0.874162722	08/08/2011	96.4	37.3819	4.5892	-0.008063643	41.9631	n/a	0.1247	0	0	0	6.2	6.3247	n/a	0.0153	0	n/a	n/a	n/a	0.0153	n/a	0	0	n/a	n/a	n/a	0	0	0	6.34	0.14	0	0	0	6.2	6.34	0	33.65	8.31	96.4	0.14	0	41.96	-0.14	0	41.82	0	41.82	41.8	0	0	6.2	6.2
H2944_019_0	2012	7	493.5203	72.5434	9.811645384	575.8753	737.9996	610.0943	0.828982	0.826686549	08/08/2011	96.4	28.9078	4.2492	0.574713876	33.7317	n/a	13.4633	0	0	0	7.1	20.5633	n/a	1.979	0	n/a	n/a	n/a	1.979	n/a	0.2677	0	n/a	n/a	n/a	0.2677	0	0	22.81	15.71	0	0	0	7.1	22.81	0	25.74	7.99	96.4	15.71	0	33.73	-15.71	0	18.02	0	18.02	18	0	0	7.1	7.1
H2944_024_0	2012	6	733.0439	75.3618	34.59947236	843.0052	851.0345	807.2947	0.951238	0.948604022	08/08/2011	96.4	43.6291	4.4854	2.059282547	50.1738	n/a	0	0	0	0	0	0	n/a	0	0	n/a	n/a	n/a	0	n/a	0	0	n/a	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0	42.6	7.57	96.4	0	0	50.17	0	0	50.17	37.65	87.82	87.8	0	0	0	0
H2944_041_0	2012	6	680.9509	72.2588	5.484931118	758.6947	756.4131	754.8044	1.000644	0.997873217	08/08/2011	96.4	52.1655	5.5355	0.420183437	58.1212	n/a	0	0	0	0	0	0	n/a	0	0	n/a	n/a	n/a	0	n/a	0	0	n/a	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0	51.94	6.18	96.4	0	0	58.12	0	0	58.12	3.9	62.02	62	0	0	0	0
H2944_044_0	2012	6	582.0558	73.2287	14.04258741	669.3271	755.2576	688.0927	0.9136	0.911070242	08/08/2011	96.4	36.29	4.5657	0.875527571	41.7312	n/a	0.0087	0	0	12.5	0	12.5087	n/a	0.0011	0	n/a	n/a	n/a	0.0011	n/a	0.0002	0	n/a	n/a	n/a	0.0002	0	0	12.51	0.01	0	0	12.5	0	12.51	0	34.74	6.99	96.4	0.01	0	41.73	-0.01	0	41.72	0	41.72	41.7	12.5	12.5	0	0
H2944_052_0	2012	8	532.017	71.0496	17.22190931	620.2886	749.702	642.9584	0.86	0.85761866	08/08/2011	96.4	40.5124	5.4103	1.31142689	47.2342	n/a	5.8409	0	0	0	8.3	14.1409	n/a	0.78	0	n/a	n/a	n/a	0.78	n/a	0.1891	0	n/a	n/a	n/a	0.1891	0	0	15.11	6.81	0	0	0	8.3	15.11	0	38.74	8.49	96.4	6.81	0	47.23	-6.81	0	40.42	0	40.42	40.4	0	0	8.3	8.3
H2944_053_0	2012	5	*	73.4159	*	772.3283	812.0246	685.9613	0.8471	0.84475438	08/08/2011	96.4	*	4.6941	*	49.3819	n/a	*	*	0	0	0	*	n/a	0	0	n/a	n/a	n/a	0	n/a	*	*	n/a	n/a	n/a	*	0	0	0	0	0	0	0	0	0	0	41.82	7.56	96.4	0	0	49.38	0	0	49.38	102.25	151.63	151.6	0	0	0	0
H2944_065_0	2012	7	585.0282	72.4525	41.50011686	698.9809	738.6889	693.3634	0.941247	0.938640687	08/08/2011	96.4	43.1333	5.3418	3.059748049	51.5349	n/a	0	0	0	0	0	0	n/a	0	0	n/a	n/a	n/a	0	n/a	0	0	n/a	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0	42.31	9.22	96.4	0	0	51.53	0	0	51.53	5.98	57.51	57.5	0	0	0	0
H2944_071_0	2012	7	497.7041	72.1056	40.38489248	610.1946	756.9775	598.3605	0.792655	0.790460138	08/08/2011	96.4	30.0562	4.3544	2.438829472	36.8494	n/a	0	0	0	0	0	0	n/a	0	0	n/a	n/a	n/a	0	n/a	0	0	n/a	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0	30.52	6.33	96.4	0	0	36.85	0	0	36.85	14.96	51.81	51.8	0	0	0	0
H2944_078_0	2012	7	614.4042	72.5738	1.351592107	688.3296	743.8297	713.4789	0.96186	0.95919661	08/08/2011	96.4	34.441	4.0682	0.075764751	38.585	n/a	0.0625	0	0	16.7	0	16.7625	n/a	0.0074	0	n/a	n/a	n/a	0.0074	n/a	0.0001	0	n/a	n/a	n/a	0.0001	0	0	16.77	0.07	0	0	16.7	0	16.77	0	31.98	6.6	96.4	0.07	0	38.58	-0.07	0	38.51	0	38.51	38.5	16.7	16.7	0	0
H2944_085_0	2012	9	593.1863	70.8267	19.44463438	683.4577	793.634	684.5925	0.865	0.862604815	08/08/2011	96.4	36.9549	4.4124	1.211382388	42.5788	n/a	0.0434	0	0	0.1	0.6	0.7434	n/a	0.0052	0	n/a	n/a	n/a	0.0052	n/a	0.0014	0	n/a	n/a	n/a	0.0014	0	0	0.75	0.05	0	0	0.1	0.6	0.75	0	35.72	6.86	96.4	0.05	0	42.58	-0.05	0	42.53	0	42.53	42.5	0.1	0.1	0.6	0.6
H2944_106_0	2012	6	654.2419	73.0396	-29.0807645	698.2007	779.3526	710.9776	0.9148	0.912266919	08/08/2011	96.4	32.2677	3.6024	-1.434283514	34.4357	n/a	0.0187	0	0	8.5	0	8.5187	n/a	0.0021	0	n/a	n/a	n/a	0.0021	n/a	-0.0008	0	n/a	n/a	n/a	-0.0008	0	0	8.52	0.02	0	0	8.5	0	8.52	0	27.98	6.46	96.4	0.02	0	34.44	-0.02	0	34.42	0	34.42	34.4	8.5	8.5	0	0
H2944_114_0	2012	8	646.7488	70.5591	4.595513303	721.9035	771.42	738.6295	0.960152	0.957493339	08/08/2011	96.4	35.6315	3.8873	0.25318214	39.7721	n/a	6.8536	0	0	0.1	3.4	10.3536	n/a	0.7477	0	n/a	n/a	n/a	0.7477	n/a	0.0487	0	n/a	n/a	n/a	0.0487	0	0	11.15	7.65	0	0	0.1	3.4	11.15	0	32.77	7	96.4	7.65	0	39.77	-7.65	0	32.12	0	32.12	32.1	0.1	0.1	3.4	3.4
H2944_124_0	2012	9	594.3502	72.4211	23.43857362	690.2099	765.3154	712.3117	0.933327	0.930742618	08/08/2011	96.4	35.8715	4.3709	1.414615364	41.657	n/a	0.0258	0	0	14.7	0	14.7258	n/a	0.0031	0	n/a	n/a	n/a	0.0031	n/a	0.001	0	n/a	n/a	n/a	0.001	0	0	14.73	0.03	0	0	14.7	0	14.73	0	33.96	7.7	96.4	0.03	0	41.66	-0.03	0	41.63	0	41.63	41.6	14.7	14.7	0	0
H2944_127_0	2012	11	649.6464	74.5251	77.0009848	801.1726	757.7624	765.2127	1.012636	1.009832011	08/08/2011	96.4	34.1435	3.9168	4.046948956	42.1073	n/a	0	0	0	0	0	0	n/a	0	0	n/a	n/a	n/a	0	n/a	0	0	n/a	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0	33.63	8.48	96.4	0	0	42.11	0	0	42.11	35.61	77.72	77.7	0	0	0	0
H2944_128_0	2012	10	760.1942	74.1532	32.76730147	867.1148	765.4444	815.8783	1.068848	1.06588836	08/08/2011	96.4	43.9668	4.2887	1.895139841	50.1507	n/a	0	0	0	0	0	0	n/a	0	0	n/a	n/a	n/a	0	n/a	0	0	n/a	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0	42.08	8.07	96.4	0	0	50.15	0	0	50.15	48.07	98.22	98.2	0	0	0	0
H2944_133_0	2012	8	616.7186	70.3901	5.674013182	692.7827	787.7806	726.6793	0.925	0.922438675	08/08/2011	96.4	35.5391	4.0563	0.326970907	39.9223	n/a	14.4213	0	0	0.1	6.3	20.8213	n/a	1.646	0	n/a	n/a	n/a	1.646	n/a	0.1327	0	n/a	n/a	n/a	0.1327	0	0	22.6	16.2	0	0	0.1	6.3	22.6	0	33.17	6.75	96.4	16.2	0	39.92	-16.2	0	23.72	0	23.72	23.7	0.1	0.1	6.3	6.3
H2944_137_0	2012	8	583.7579	70.7626	70.3597102	724.8802	741.103	723.5308	0.979	0.976289149	08/08/2011	96.4	30.3898	3.6838	3.66285142	37.7365	n/a	0	0	0	0	0	0	n/a	0	0	n/a	n/a	n/a	0	n/a	0	0	n/a	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0	30.31	7.43	96.4	0	0	37.74	0	0	37.74	1.38	39.12	39.1	0	0	0	0
H2944_166_0	2012	4	382.5765	72.4322	24.91458244	479.9233	737.9996	516.2732	0.7015	0.699557547	05/23/2011	96.4	19.3337	3.6604	1.259071236	24.2532	n/a	12.8263	6.488897617	0	0	0	19.3152	n/a	2.4284	1.228525052	n/a	n/a	n/a	3.6569	n/a	0.8353	0.422577331	n/a	n/a	n/a	1.2579	0	0	24.23	16.09	8.14	0	0	0	24.23	0	16.09	8.16	96.4	16.09	8.14	24.25	-16.09	-8.14	0.02	0	0.02	0		0		0
H2944_178_0	2012	3	404.8281	71.9228	14.63664302	491.3875	744.5738	534.0911	0.719303	0.71731125	05/23/2011	96.4	23.4699	4.1697	0.848560662	28.4882	n/a	16.4852	6.969744301	0	0	0	23.4549	n/a	2.9288	1.23826315	n/a	n/a	n/a	4.1671	n/a	0.596	0.251992548	n/a	n/a	n/a	0.848	0	0	28.47	20.01	8.46	0	0	0	28.47	0	20.01	8.48	96.4	20.01	8.46	28.49	-20.01	-8.46	0.02	0	0.02	0		0		0
H2944_185_0	2012	3	553.8474	72.2944	10.30840594	636.4503	751.8328	680.2033	0.907239	0.904726855	05/23/2011	96.4	25.4004	3.3156	0.472762013	29.1888	n/a	18.4311	6.95300344	0	0	0	25.3841	n/a	2.4058	0.907584775	n/a	n/a	n/a	3.3134	n/a	0.343	0.129411785	n/a	n/a	n/a	0.4725	0	0	29.17	21.18	7.99	0	0	0	29.17	0	21.18	8.01	96.4	21.18	7.99	29.19	-21.18	-7.99	0.02	0	0.02	0		0		0
H2944_193_0	2012	4	646.2278	71.7636	13.5547396	731.5462	771.42	747.744	0.972	0.969308532	05/23/2011	96.4	22.8077	2.5328	0.478395215	25.8189	n/a	9.5316	0	0	0	0	9.5316	n/a	1.0585	0	n/a	n/a	n/a	1.0585	n/a	0.1999	0	n/a	n/a	n/a	0.1999	0	0	10.79	10.79	0	0	0	0	10.79	0	18.72	7.1	96.4	10.79	0	25.82	-10.79	0	15.03	0	15.03	15		0		0
H2944_194_0	2012	4	607.3264	71.7157	22.61104005	701.6531	776.3972	717.001	0.926062	0.923497734	05/23/2011	96.4	21.8551	2.5807	0.813674537	25.2495	n/a	8.8547	0	0	0	0	8.8547	n/a	1.0456	0	n/a	n/a	n/a	1.0456	n/a	0.3297	0	n/a	n/a	n/a	0.3297	0	0	10.23	10.23	0	0	0	0	10.23	0	18.3	6.95	96.4	10.23	0	25.25	-10.23	0	15.02	0	15.02	15		0		0
H2944_197_0	2012	7	574.4119	74.696	1.166024282	650.2739	774.7463	677.2544	0.87659	0.874162722	05/23/2011	96.4	15.907	2.0685	0.032290285	18.0078	n/a	12.1106	3.780688263	0	0	0	15.8913	n/a	1.5748	0.49163715	n/a	n/a	n/a	2.0665	n/a	0.0246	0.007674587	n/a	n/a	n/a	0.0323	0	0	17.99	13.71	4.28	0	0	0	17.99	0	13.71	4.3	96.4	13.71	4.28	18.01	-13.71	-4.28	0.02	0	0.02	0		0		0
H2944_198_0	2012	3	612.5922	72.6367	37.06488145	722.2938	761.1078	738.4579	0.972935	0.970240943	05/23/2011	96.4	42.2327	5.0076	2.555288494	49.7956	n/a	9.1427	0	0	0	0	9.1427	n/a	1.0841	0	n/a	n/a	n/a	1.0841	n/a	0.5532	0	n/a	n/a	n/a	0.5532	0	0	10.78	10.78	0	0	0	0	10.78	0	42.57	7.23	96.4	10.78	0	49.8	-10.78	0	39.02	0	39.02	39		0		0
H2944_201_0	2012	3	733.02	73.823	28.45984404	835.3028	851.0345	807.2956	0.951239	0.948605019	05/23/2011	96.4	43.4335	4.3742	1.68632717	49.4941	n/a	0	0	0	0	0	0	n/a	0	0	n/a	n/a	n/a	0	n/a	0	0	n/a	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0	41.99	7.5	96.4	0	0	49.49	0	0	49.49	29.53	79.02	79		0		0
H2944_204_0	2012	6	585.793	73.6522	3.853690229	663.2988	777.8785	668.4217	0.861674	0.859288025	08/08/2011	96.4	30.3214	3.8123	0.199472048	34.3332	n/a	0.0088	0	0	3.4	0	3.4088	n/a	0.0011	0	n/a	n/a	n/a	0.0011	n/a	0.0001	0	n/a	n/a	n/a	0.0001	0	0	3.41	0.01	0	0	3.4	0	3.41	0	30.02	4.31	96.4	0.01	0	34.33	-0.01	0	34.32	0	34.32	34.3	3.4	3.4	0	0
H2949_009_0	2012	4	658.4082	66.6107	36.1797287	761.1986	863.3886	915.3962	1.070373	1.060236568	05/23/2011	96.4	88.933	8.9973	4.886894093	102.8172	n/a	80.6231	8.294989758	0	0	0	88.9181	n/a	8.1566	0.839198067	n/a	n/a	n/a	8.9958	n/a	4.4303	0.455812174	n/a	n/a	n/a	4.8861	0	0	102.8	93.21	9.59	0	0	0	102.8	0	93.21	9.61	96.4	93.21	9.59	102.82	-93.21	-9.59	0.02	0	0.02	0		0		0
H2949_012_0	2012	6	825.8323	67.3481	61.38342704	954.5638	862.984	1159.6903	1.356662	1.343814411	08/08/2011	96.4	101.2835	8.2599	7.528317765	117.0717	n/a	92.4922	8.772529588	0	6.5	13.2	120.9648	n/a	7.5429	0.715415597	n/a	n/a	n/a	8.2583	n/a	6.8749	0.652054816	n/a	n/a	n/a	7.5269	0	0	136.75	106.91	10.14	0	6.5	13.2	136.75	0	106.91	10.16	96.4	106.91	10.14	117.07	-106.91	-10.14	0.02	0	0.02	0	6.5	6.5	13.2	13.2
H2949_013_0	2012	7	853.5738	81.5489	51.52249696	986.6452	864.1077	1305.404	1.525139	1.510695934	08/08/2011	96.4	110.9307	10.5981	6.695877743	128.2247	n/a	102.2581	8.651274237	0	25.2	59.1	195.2093	n/a	9.7695	0.826526915	n/a	n/a	n/a	10.5961	n/a	6.1724	0.522198848	n/a	n/a	n/a	6.6946	0	0	212.5	118.2	10	0	25.2	59.1	212.5	0	118.2	10.02	96.4	118.2	10	128.22	-118.2	-10	0.02	0	0.02	0	25.2	25.2	59.1	59.1
H2949_014_0	2012	5	855.754	81.2538	52.35644417	989.3642	863.5199	1284.4402	1.501668	1.487447204	08/08/2011	96.4	114.7256	10.8932	7.019104561	132.6379	n/a	106.0519	8.658183827	0	26	38.1	178.8101	n/a	10.0696	0.822094152	n/a	n/a	n/a	10.8917	n/a	6.4884	0.529722021	n/a	n/a	n/a	7.0182	0	0	196.72	122.61	10.01	0	26	38.1	196.72	0	122.61	10.03	96.4	122.61	10.01	132.64	-122.61	-10.01	0.02	0	0.02	0	26	26	38.1	38.1
H2949_805_0	2012	2	665.2752	69.7897	15.00132321	750.0662	867.995	752.6067	0.875353	0.867063407	05/23/2011	96.4	17.0209	1.7855	0.383804308	19.1902	n/a	1.499	0	0	0	0	1.499	n/a	0.1572	0	n/a	n/a	n/a	0.1572	n/a	0.0338	0	n/a	n/a	n/a	0.0338		0	1.69	1.69	0	0	0	0	1.69	0	17.76	1.43	96.4	1.69	0	19.19	-1.69	0	17.5	0	17.5	17.5		0		0
H2949_807_0	2012	2	665.2752	69.7897	15.00132321	750.0662	867.995	752.6067	0.875353	0.867063407	05/23/2011	96.4	17.0209	1.7855	0.383804308	19.1902	n/a	1.499	0	0	0	0	1.499	n/a	0.1572	0	n/a	n/a	n/a	0.1572	n/a	0.0338	0	n/a	n/a	n/a	0.0338		0	1.69	1.69	0	0	0	0	1.69	0	17.76	1.43	96.4	1.69	0	19.19	-1.69	0	17.5	0	17.5	17.5		0		0
H2949_808_0	2012	2	665.2752	69.7897	15.00132321	750.0662	867.995	752.6067	0.875353	0.867063407	05/23/2011	96.4	17.0209	1.7855	0.383804308	19.1902	n/a	1.499	0	0	0	0	1.499	n/a	0.1572	0	n/a	n/a	n/a	0.1572	n/a	0.0338	0	n/a	n/a	n/a	0.0338		0	1.69	1.69	0	0	0	0	1.69	0	17.76	1.43	96.4	1.69	0	19.19	-1.69	0	17.5	0	17.5	17.5		0		0
H2960_004_0	2012	4	*	55.3915	*	616.2111	845.41	752.8812	0.895984124	0.890551551	07/21/2011	96.4	*	7.2224	*	80.3466	n/a	*	*	0	0	17.6	*	n/a	5.5597	1.662972685	n/a	n/a	n/a	7.2227	n/a	*	*	n/a	n/a	n/a	*	0	0	97.95	61.85	18.5	0	0	17.6	97.95	0	61.85	18.5	96.4	61.85	18.5	80.35	-61.85	-18.5	0	0	0	0	0	0	17.6	17.6
