bid_id	contract_year	version	summ_d0025	summ_d0027	summ_d0028	summ_d0029	summ_d0031	summ_d0032	summ_d0033	summ_d0034	summ_d0055	summ_e0014	summ_e0025	summ_e0027	summ_e0028	summ_e0029	summ_i0023	summ_i0025	summ_i0026	summ_i0027	summ_i0028	summ_i0029	summ_i0030	summ_j0023	summ_j0025	summ_j0026	summ_j0027	summ_j0028	summ_j0029	summ_j0030	summ_k0023	summ_k0025	summ_k0026	summ_k0027	summ_k0028	summ_k0029	summ_k0030	summ_l0013	summ_l0014	summ_l0023	summ_l0025	summ_l0026	summ_l0027	summ_l0028	summ_l0029	summ_l0030	summ_l0031	summ_m0025	summ_m0026	summ_m0027	summ_r0013	summ_r0014	summ_r0022	summ_r0024	summ_r0025	summ_r0027	summ_r0029	summ_r0030	summ_r0031	summ_r0035	summ_r0036	summ_r0041	summ_r0042
H0084_011_0	2012	6	749.0506	103.3476	-67.10259739	785.2956	795.488	956.9325	1.216953264	1.202950302	08/05/2011	96.4	62.2546	8.5894	-5.576991286	65.267	n/a	41.9406	20.30736752	0	39.3	21.3	122.8479	n/a	5.7866	2.801838162	n/a	n/a	n/a	8.5884	n/a	-3.7572	-1.819205687	n/a	n/a	n/a	-5.5764	0	0	125.86	43.97	21.29	0	39.3	21.3	125.86	0	43.97	21.3	96.4	43.97	21.29	65.27	-43.97	-21.29	0.01	0	0.01	0	39.3	39.3	21.3	21.3
H0084_012_0	2012	6	902.8592	102.8409	-155.6648922	850.0352	797.9423	946.7873	1.192133602	1.186536146	08/05/2011	96.4	32.2377	3.6721	-5.558201788	30.3515	n/a	0	32.23604759	0	40.6	0	72.836	n/a	0	3.671874289	n/a	n/a	n/a	3.6719	n/a	0	-5.557921883	n/a	n/a	n/a	-5.5579	0	0	70.95	0	30.35	0	40.6	0	70.95	0	0	30.35	96.4	0	30.35	30.35	0	-30.35	0	0	0	0	40.6	40.6	0	0
H0084_013_0	2012	5	523.1472	70.3879	-44.20215749	549.333	795.488	595.434	0.755758909	0.748514104	08/07/2011	96.4	34.1005	4.5881	-2.881248145	35.8074	n/a	22.4655	1.447544319	0	0	8.7	32.6131	n/a	3.0227	0.194762705	n/a	n/a	n/a	3.2174	n/a	-1.8982	-0.122307024	n/a	n/a	n/a	-2.0205	0	0	33.81	23.59	1.52	0	0	8.7	33.81	0	23.59	12.22	96.4	23.59	1.52	35.81	-23.59	-1.52	10.7	0	10.7	10.7	0	0	8.7	8.7
H0084_014_0	2012	7	1411.6734	170.558	-289.3247096	1292.9068	808.5635	1359.8861	1.687609858	1.681854319	08/05/2011	96.4	36.0512	4.3557	-7.388752557	33.0182	n/a	0	36.05322389	0	16.1	0	52.1532	n/a	0	4.355941488	n/a	n/a	n/a	4.3559	n/a	0	-7.38916538	n/a	n/a	n/a	-7.3892	0	0	49.12	0	33.02	0	16.1	0	49.12	0	0	33.02	96.4	0	33.02	33.02	0	-33.02	0	0	0	0	16.1	16.1	0	0
H0084_015_0	2012	6	754.8513	112.0661	-15.28462736	851.6328	802.9034	1046.0697	1.318024618	1.302858671	08/05/2011	96.4	65.3131	9.6965	-1.322493679	73.687	n/a	44.9295	20.38622773	0	46.1	22.8	134.2157	n/a	6.6703	3.026563361	n/a	n/a	n/a	9.6968	n/a	-0.9098	-0.412791093	n/a	n/a	n/a	-1.3225	0	0	142.59	50.69	23	0	46.1	22.8	142.59	0	50.69	23	96.4	50.69	23	73.69	-50.69	-23	0	0	0	0	46.1	46.1	22.8	22.8
H0084_016_0	2012	6	777.7347	96.6926	-73.95597168	800.4713	808.5635	883.6117	1.097972024	1.092816687	08/05/2011	96.4	33.1019	4.1154	-3.147713627	34.0697	n/a	0	33.10227515	0	26.9	0	60.0023	n/a	0	4.115470446	n/a	n/a	n/a	4.1155	n/a	0	-3.147745598	n/a	n/a	n/a	-3.1477	0	0	60.97	0	34.07	0	26.9	0	60.97	0	0	34.07	96.4	0	34.07	34.07	0	-34.07	0	0	0	0	26.9	26.9	0	0
H0084_017_0	2012	5	514.7125	72.3078	-22.8096282	564.2106	802.9034	602.6882	0.757901372	0.750636029	08/07/2011	96.4	36.1413	5.0772	-1.601612263	39.6169	n/a	17.3514	0	0	0	9.2	26.5514	n/a	2.4376	0	n/a	n/a	n/a	2.4376	n/a	-0.7689	0	n/a	n/a	n/a	-0.7689	0	0	28.22	19.02	0	0	0	9.2	28.22	0	26.88	12.74	96.4	19.02	0	39.62	-19.02	0	20.6	0	20.6	20.6	0	0	9.2	9.2
H0084_018_0	2012	7	1044.8975	146.7978	-81.48239589	1110.213	816.7511	1231.2294	1.512630754	1.507471976	08/05/2011	96.4	35.1483	4.938	-2.740910128	37.3454	n/a	0	35.15264502	0	51.4	0	86.5526	n/a	0	4.938601536	n/a	n/a	n/a	4.9386	n/a	0	-2.741246558	n/a	n/a	n/a	-2.7412	0	0	88.75	0	37.35	0	51.4	0	88.75	0	0	37.35	96.4	0	37.35	37.35	0	-37.35	0	0	0	0	51.4	51.4	0	0
H0084_019_0	2012	6	824.7099	109.2324	-103.886137	830.0562	816.9705	991.9133	1.228269178	1.214136008	08/05/2011	96.4	60.2049	7.9741	-7.58382395	60.5952	n/a	39.8517	20.34809051	0	36.7	21.4	118.2997	n/a	5.2783	2.695095141	n/a	n/a	n/a	7.9734	n/a	-5.02	-2.563185654	n/a	n/a	n/a	-7.5832	0	0	118.69	40.11	20.48	0	36.7	21.4	118.69	0	40.11	20.49	96.4	40.11	20.48	60.6	-40.11	-20.48	0.01	0	0.01	0	36.7	36.7	21.4	21.4
H0084_021_0	2012	5	483.1266	69.4997	-10.36593847	542.2603	816.9705	568.9665	0.7031754	0.696434667	08/07/2011	96.4	32.4168	4.6633	-0.695533359	36.3846	n/a	7.4751	0	0	0	11.2	18.6751	n/a	1.0753	0	n/a	n/a	n/a	1.0753	n/a	-0.1604	0	n/a	n/a	n/a	-0.1604	0	0	19.59	8.39	0	0	0	11.2	19.59	0	23.37	13.01	96.4	8.39	0	36.38	-8.39	0	27.99	0	27.99	28	0	0	11.2	11.2
H0084_022_0	2012	7	1178.7572	164.2196	-97.53920985	1245.4375	820.1021	1342.607	1.642724182	1.637121725	08/05/2011	96.4	37.1558	5.1764	-3.074549207	39.2576	n/a	0	37.15803142	0	32	0	69.158	n/a	0	5.176702816	n/a	n/a	n/a	5.1767	n/a	0	-3.074734235	n/a	n/a	n/a	-3.0747	0	0	71.26	0	39.26	0	32	0	71.26	0	0	39.26	96.4	0	39.26	39.26	0	-39.26	0	0	0	0	32	32	0	0
H0084_023_0	2012	8	814.7116	117.697	-37.9806667	894.4279	820.9557	1070.976	1.319733437	1.304547827	08/05/2011	96.4	54.8995	7.931	-2.559333303	60.2712	n/a	34.6588	20.23963224	0	45.7	23.5	124.0984	n/a	5.007	2.923909947	n/a	n/a	n/a	7.9309	n/a	-1.6157	-0.943542185	n/a	n/a	n/a	-2.5593	0	0	129.47	38.05	22.22	0	45.7	23.5	129.47	0	38.05	22.22	96.4	38.05	22.22	60.27	-38.05	-22.22	0	0	0	0	45.7	45.7	23.5	23.5
H0084_025_0	2012	5	506.3743	74.7524	2.189102884	583.3159	820.9557	623.493	0.766823006	0.759472139	08/07/2011	96.4	30.3514	4.4806	0.131212104	34.9632	n/a	14.1152	0	0	0	13.2	27.3152	n/a	2.0837	0	n/a	n/a	n/a	2.0837	n/a	0.061	0	n/a	n/a	n/a	0.061	0	0	29.46	16.26	0	0	0	13.2	29.46	0	21.66	13.3	96.4	16.26	0	34.96	-16.26	0	18.7	0	18.7	18.7	0	0	13.2	13.2
H0104_010_1	2012	8	681.9816	60.4563	86.76689615	829.2049	868.9106	847.9562	0.984373128	0.975884226	08/04/2011 9:38	96.4	87.0641	7.7181	11.07695141	105.8591	n/a	2.8046	0	0	0	9.1	11.9046	n/a	0.2486	0	n/a	n/a	n/a	0.2486	n/a	0.3568	0	n/a	n/a	n/a	0.3568	0	0	12.51	3.41	0	0	0	9.1	12.51	0	99.63	6.23	96.4	3.41	0	105.86	-3.41	0	102.45	0	102.45	102.5	0	0	9.1	9.1
H0104_010_2	2012	7	480.8956	60.5572	99.45305883	640.9058	751.4	638.5867	0.857255152	0.849862473	08/04/2011 9:38	96.4	60.4896	7.6172	12.50974102	80.6166	n/a	0	0	0	0	0	0	n/a	0	0	n/a	n/a	n/a	0	n/a	0	0	n/a	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0	74.23	6.39	96.4	0	0	80.62	0	0	80.62	2.73	83.35	83.4	0	0	0	0
H0104_010_3	2012	7	578.237	60.0828	97.33254359	735.6523	827.2506	698.2078	0.851351828	0.844010058	08/04/2011 9:37	96.4	77.8729	8.0915	13.10806223	99.0725	n/a	0	0	0	0	0	0	n/a	0	0	n/a	n/a	n/a	0	n/a	0	0	n/a	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0	92.69	6.38	96.4	0	0	99.07	0	0	99.07	44.36	143.43	143.4	0	0	0	0
H0104_010_4	2012	7	636.0345	60.3529	72.45432102	768.8417	844.4498	823.2241	0.983344568	0.974864537	08/04/2011 9:37	96.4	82.4273	7.8215	9.389760259	99.6385	n/a	22.4602	0	0	0	9.1	31.5602	n/a	2.1312	0	n/a	n/a	n/a	2.1312	n/a	2.5586	0	n/a	n/a	n/a	2.5586	0	0	36.25	27.15	0	0	0	9.1	36.25	0	93.59	6.05	96.4	27.15	0	99.64	-27.15	0	72.49	0	72.49	72.5	0	0	9.1	9.1
H0104_010_5	2012	7	673.6686	60.2631	46.81426092	780.746	768.3661	741.3045	0.973172668	0.964780356	08/04/2011 9:38	96.4	88.4383	7.9113	6.145710659	102.4952	n/a	0	0	0	0	0	0	n/a	0	0	n/a	n/a	n/a	0	n/a	0	0	n/a	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0	96.57	5.93	96.4	0	0	102.5	0	0	102.5	40.88	143.38	143.4	0	0	0	0
H0104_011_1	2012	5	665.5088	62.3601	128.5657796	856.4346	775.913	709.9785	0.92131483	0.915023388	08/04/2011 9:36	96.4	62.0505	5.8143	11.98718156	79.852	n/a	0	0	0	0	0	0	n/a	0	0	n/a	n/a	n/a	0	n/a	0	0	n/a	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0	78.03	1.82	96.4	0	0	79.85	0	0	79.85	160.06	239.91	239.9	0	0	0	0
H0104_011_2	2012	5	699.1994	62.3229	21.69126946	783.2136	772.6785	712.7759	0.928816752	0.922474081	08/04/2011 9:36	96.4	65.6474	5.8515	2.036580801	73.5355	n/a	0	0	0	0	0	0	n/a	0	0	n/a	n/a	n/a	0	n/a	0	0	n/a	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0	71.88	1.66	96.4	0	0	73.54	0	0	73.54	76.35	149.89	149.9	0	0	0	0
H0104_011_3	2012	5	516.0018	61.7465	44.42256074	622.1709	768.827	629.5016	0.824411481	0.818781769	08/04/2011 9:35	96.4	53.716	6.4278	4.624409684	64.7683	n/a	4.0556	0	0	0	0	4.0556	n/a	0.4853	0	n/a	n/a	n/a	0.4853	n/a	0.3491	0	n/a	n/a	n/a	0.3491	0	0	4.89	4.89	0	0	0	0	4.89	0	63.57	1.2	96.4	4.89	0	64.77	-4.89	0	59.88	0	59.88	59.9	0	0	0	0
H0104_011_4	2012	5	474.9443	61.8328	69.35880489	606.1359	766.0373	609.5504	0.801190049	0.79571891	08/04/2011 9:35	96.4	48.7104	6.3416	7.113457036	62.1655	n/a	1.7787	0	0	0	0	1.7787	n/a	0.2316	0	n/a	n/a	n/a	0.2316	n/a	0.2598	0	n/a	n/a	n/a	0.2598	0	0	2.27	2.27	0	0	0	0	2.27	0	61.12	1.05	96.4	2.27	0	62.17	-2.27	0	59.9	0	59.9	59.9	0	0	0	0
H0104_011_5	2012	5	519.4463	61.6485	56.94640571	638.0412	827.0531	649.5143	0.790735353	0.785335607	08/04/2011 9:34	96.4	54.9864	6.5259	6.02810528	67.5403	n/a	6.2281	0	0	0	0	6.2281	n/a	0.7392	0	n/a	n/a	n/a	0.7392	n/a	0.6828	0	n/a	n/a	n/a	0.6828	0	0	7.65	7.65	0	0	0	0	7.65	0	66.26	1.28	96.4	7.65	0	67.54	-7.65	0	59.89	0	59.89	59.9	0	0	0	0
H0104_011_6	2012	5	454.7648	61.8298	11.2345497	527.8292	849.8631	667.7238	0.79108612	0.785683979	08/04/2011 9:34	96.4	46.6647	6.3445	1.152809327	54.1621	n/a	45.8531	0.80988114	0	39.1	0	85.7629	n/a	6.2342	0.110111483	n/a	n/a	n/a	6.3443	n/a	1.1328	0.020007377	n/a	n/a	n/a	1.1528	0	0	93.26	53.22	0.94	0	39.1	0	93.26	0	53.22	0.94	96.4	53.22	0.94	54.16	-53.22	-0.94	0	0	0	0	39.1	39.1	0	0
H0104_801_0	2012	2	691.644	58.4717	52.14708224	802.2628	808.5031	733.7367	0.908608198	0.907524939	06/02/2011 14:08	96.4	111.4579	9.4227	8.403460158	129.284	n/a	0	0	0	0	0	0	n/a	0	0	n/a	n/a	n/a	0	n/a	0	0	n/a	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0	16.77	112.51	96.4	0	0	129.28	0	0	129.28	75.51	204.79	204.8		0		0
H0104_802_0	2012	2	688.1639	58.5229	51.90871145	798.5956	808.5031	768.4547	0.951600583	0.950466068	06/02/2011 14:10	96.4	110.1977	9.3714	8.312292219	127.8814	n/a	0	0	0	0	0	0	n/a	0	0	n/a	n/a	n/a	0	n/a	0	0	n/a	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0	17.64	110.24	96.4	0	0	127.88	0	0	127.88	31.72	159.6	159.6		0		0
H0104_804_0	2012	2	688.1639	58.5229	51.90871145	798.5956	808.5031	768.4547	0.951600583	0.950466068	06/02/2011 14:11	96.4	110.1977	9.3714	8.312292219	127.8814	n/a	0	0	0	0	0	0	n/a	0	0	n/a	n/a	n/a	0	n/a	0	0	n/a	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0	17.64	110.24	96.4	0	0	127.88	0	0	127.88	31.72	159.6	159.6		0		0
H0108_004_0	2012	5	*	72.5796	*	576.44	836.0356	661.5067	0.792654	0.791242283	08/08/2011	96.4	*	4.3226	*	34.3305	n/a	*	*	0	12.5	9.9	*	n/a	3.4336	0.886407179	n/a	n/a	n/a	4.32	n/a	*	*	n/a	n/a	n/a	*	0	0	56.71	27.27	7.04	0	12.5	9.9	56.71	0	27.27	7.06	96.4	27.27	7.04	34.33	-27.27	-7.04	0.02	0	0.02	0	12.5	12.5	9.9	9.9
H0108_005_0	2012	6	*	68.3102	*	631.2884	890.0293	789.8082	0.888979	0.887395728	08/08/2011	96.4	*	8.592	*	79.4026	n/a	*	*	0	15.2	11.1	*	n/a	7.225	1.364498148	n/a	n/a	n/a	8.5895	n/a	*	*	n/a	n/a	n/a	*	0	0	105.68	66.77	12.61	0	15.2	11.1	105.68	0	66.77	12.63	96.4	66.77	12.61	79.4	-66.77	-12.61	0.02	0	0.02	0	15.2	15.2	11.1	11.1
H0108_006_0	2012	6	*	68.5487	*	665.9833	890.4717	804.7919	0.905394	0.903781493	08/08/2011	96.4	*	9.0535	*	87.9587	n/a	*	*	0	19.1	14.5	*	n/a	6.0666	0	n/a	n/a	n/a	6.0666	n/a	*	*	n/a	n/a	n/a	*	0	0	92.54	58.94	0	0	19.1	14.5	92.54	0	75.24	12.72	96.4	58.94	0	87.96	-58.94	0	29.02	0	29.02	29	19.1	19.1	14.5	14.5
H0108_008_0	2012	5	564.0511	70.3737	26.66507489	661.0899	832.32	773.2656	0.930706	0.929048413	08/08/2011	96.4	57.9369	7.2285	2.738921504	67.9043	n/a	41.7136	0	0	15.5	10.4	67.6136	n/a	5.2044	0	n/a	n/a	n/a	5.2044	n/a	1.972	0	n/a	n/a	n/a	1.972	0	0	74.79	48.89	0	0	15.5	10.4	74.79	0	55.11	12.79	96.4	48.89	0	67.9	-48.89	0	19.01	0	19.01	19	15.5	15.5	10.4	10.4
H0108_009_0	2012	6	593.2698	70.7989	29.75733246	693.8261	832.32	773.2656	0.930706	0.929048413	08/08/2011	96.4	57.0088	6.8032	2.859456952	66.6715	n/a	23.6512	0	0	14.5	10.8	48.9512	n/a	2.8225	0	n/a	n/a	n/a	2.8225	n/a	1.1863	0	n/a	n/a	n/a	1.1863	0	0	52.96	27.66	0	0	14.5	10.8	52.96	0	53.83	12.84	96.4	27.66	0	66.67	-27.66	0	39.01	0	39.01	39	14.5	14.5	10.8	10.8
H0108_010_0	2012	6	579.2143	72.911	37.26109261	689.3864	831.584	760.0896	0.915657	0.914026215	08/08/2011	96.4	37.2676	4.6912	2.397441684	44.3563	n/a	12.8801	0	0	21.5	10.3	44.6801	n/a	1.6213	0	n/a	n/a	n/a	1.6213	n/a	0.8286	0	n/a	n/a	n/a	0.8286	0	0	47.13	15.33	0	0	21.5	10.3	47.13	0	37.11	7.25	96.4	15.33	0	44.36	-15.33	0	29.03	0	29.03	29	21.5	21.5	10.3	10.3
H0108_011_0	2012	6	693.1383	68.633	44.21375782	805.9851	950.65	987.4665	1.040581	1.038727725	08/08/2011	96.4	83.5118	8.2692	5.327035555	97.108	n/a	72.3939	11.10245786	0	19	4.9	107.3963	n/a	7.1683	1.099340911	n/a	n/a	n/a	8.2676	n/a	4.6178	0.708201234	n/a	n/a	n/a	5.326	0	0	120.99	84.18	12.91	0	19	4.9	120.99	0	84.18	12.93	96.4	84.18	12.91	97.11	-84.18	-12.91	0.02	0	0.02	0	19	19	4.9	4.9
H0108_012_0	2012	6	740.6147	69.579	50.99688848	861.1906	950.65	987.4665	1.040581	1.038727725	08/08/2011	96.4	85.4008	8.0232	5.880485805	99.3045	n/a	51.8488	0	0	19	4.9	75.7488	n/a	4.8711	0	n/a	n/a	n/a	4.8711	n/a	3.5702	0	n/a	n/a	n/a	3.5702	0	0	84.19	60.29	0	0	19	4.9	84.19	0	86.26	13.04	96.4	60.29	0	99.3	-60.29	0	39.01	0	39.01	39	19	19	4.9	4.9
H0108_013_0	2012	6	583.953	68.3797	18.76689828	671.0996	895.38	855.7834	0.957482	0.955776725	08/08/2011	96.4	72.781	8.5225	2.339011583	83.6425	n/a	62.3458	10.41561884	0	28.7	10.8	112.2614	n/a	7.3006	1.219647283	n/a	n/a	n/a	8.5202	n/a	2.0036	0.334733874	n/a	n/a	n/a	2.3384	0	0	123.12	71.65	11.97	0	28.7	10.8	123.12	0	71.65	11.99	96.4	71.65	11.97	83.64	-71.65	-11.97	0.02	0	0.02	0	28.7	28.7	10.8	10.8
H0108_014_0	2012	6	630.6624	69.2972	24.81173838	724.7713	895.38	855.7834	0.957482	0.955776725	08/08/2011	96.4	75.5824	8.305	2.973587728	86.8609	n/a	41.6281	0	0	28.7	10.8	81.1281	n/a	4.5741	0	n/a	n/a	n/a	4.5741	n/a	1.6377	0	n/a	n/a	n/a	1.6377	0	0	87.34	47.84	0	0	28.7	10.8	87.34	0	74.23	12.63	96.4	47.84	0	86.86	-47.84	0	39.02	0	39.02	39	28.7	28.7	10.8	10.8
H0108_801_0	2012	7	621.7108	64.825	36.13346093	722.6692	863.9462	835.547	0.968854	0.967128471	05/23/2011	96.4	64.7385	6.7502	3.762562998	75.2513	n/a	13.9024	50.83499792	0	0	0	64.7374	n/a	1.4496	5.300502083	n/a	n/a	n/a	6.7501	n/a	0.808	2.9545	n/a	n/a	n/a	3.7625		0	75.25	16.16	59.09	0	0	0	75.25	0	16.16	59.09	96.4	16.16	59.09	75.25	-16.16	-59.09	0	0	0	0		0		0
H0108_802_0	2012	2	621.7108	64.825	36.13346093	722.6692	863.9462	835.547	0.968854	0.967128471	05/23/2011	96.4	64.7385	6.7502	3.762562998	75.2513	n/a	13.9024	50.83499792	0	0	0	64.7374	n/a	1.4496	5.300502083	n/a	n/a	n/a	6.7501	n/a	0.808	2.9545	n/a	n/a	n/a	3.7625		0	75.25	16.16	59.09	0	0	0	75.25	0	16.16	59.09	96.4	16.16	59.09	75.25	-16.16	-59.09	0	0	0	0		0		0
H0108_803_0	2012	2	621.7108	64.825	36.13346093	722.6692	863.9462	835.547	0.968854	0.967128471	05/23/2011	96.4	64.7385	6.7502	3.762562998	75.2513	n/a	13.9024	50.83499792	0	0	0	64.7374	n/a	1.4496	5.300502083	n/a	n/a	n/a	6.7501	n/a	0.808	2.9545	n/a	n/a	n/a	3.7625		0	75.25	16.16	59.09	0	0	0	75.25	0	16.16	59.09	96.4	16.16	59.09	75.25	-16.16	-59.09	0	0	0	0		0		0
H0117_005_0	2012	7	534.6014	69.0119	46.16234379	649.7757	822.6672	798.9765	0.97509712	0.971202654	08/05/2011	96.4	53.9446	6.9637	4.658062463	65.5663	n/a	38.7926	15.15501294	0	9.9	24	87.8476	n/a	5.0077	1.956365619	n/a	n/a	n/a	6.9641	n/a	3.3497	1.30862144	n/a	n/a	n/a	4.6583	0	0	99.47	47.15	18.42	0	9.9	24	99.47	0	47.15	18.42	96.4	47.15	18.42	65.57	-47.15	-18.42	0	0	0	0	9.9	9.9	24	24
H0117_007_0	2012	8	*	113.8554	*	923.8454	824.1677	1007.8216	1.223278583	1.222835495	08/05/2011	96.4	*	6.2827	*	50.9791	n/a	*	*	0	0	5	*	n/a	0.175	6.107810434	n/a	n/a	n/a	6.2828	n/a	*	*	n/a	n/a	n/a	*	0	0	55.98	1.42	49.56	0	0	5	55.98	0	1.42	49.56	96.4	1.42	49.56	50.98	-1.42	-49.56	0	0	0	0	0	0	5	5
H0141_001_0	2012	8	*	105.7197	*	869.1723	796.5936	932.2104	1.173178874	1.170245927	08/09/2011	96.4	*	2.3752	*	19.5278	n/a	*	*	0	15.8	10.9	*	n/a	0.0401	2.335345896	n/a	n/a	n/a	2.3755	n/a	*	*	n/a	n/a	n/a	*	0	0	46.23	0.33	19.2	0	15.8	10.9	46.23	0	0.33	19.2	96.4	0.33	19.2	19.53	-0.33	-19.2	0	0	0	0	15.8	15.8	10.9	10.9
