Tenant ID,HIOS ID,Policy County FIPS Code,Ever Enrolled Count,Females,Males,< 18 years old,18-34 years old,35-54 years old,> 55 years old,FPL: < 138%,FPL: >= 138% and <=250%,FPL: > 250% and <=400%,FPL: > 400%,FPL: Unknown,Tobacco Users
AK,38344,02013,*,*,*,0,*,*,*,*,*,*,0,*,0
AK,38344,02016,12,*,*,*,*,*,*,*,*,0,*,*,0
AK,38344,02020,"2,459","1,319","1,140",385,687,840,547,206,"1,148",643,115,347,19
AK,38344,02050,*,*,*,0,*,*,*,*,*,*,*,0,0
AK,38344,02060,15,*,*,*,*,*,*,0,*,*,0,*,*
AK,38344,02068,60,29,31,*,*,26,17,*,29,15,*,*,0
AK,38344,02070,*,*,*,*,*,*,*,*,0,*,*,*,0
AK,38344,02090,555,296,259,69,171,183,132,68,271,118,12,86,*
AK,38344,02100,105,56,49,16,15,34,40,*,54,29,*,*,0
AK,38344,02105,44,25,19,*,*,15,19,*,17,16,0,*,*
AK,38344,02110,423,228,195,72,155,123,73,29,202,134,12,46,*
AK,38344,02122,527,276,251,44,104,158,221,46,275,124,20,62,*
AK,38344,02130,179,87,92,27,41,61,50,*,72,68,*,18,*
AK,38344,02150,362,175,187,56,63,121,122,168,139,32,*,*,*
AK,38344,02164,12,*,*,*,*,*,*,*,*,*,0,0,0
AK,38344,02170,807,418,389,132,186,248,241,58,378,221,29,121,*
AK,38344,02180,11,*,*,*,*,*,*,*,*,0,*,0,0
AK,38344,02185,*,*,*,*,*,*,*,0,*,0,0,*,0
AK,38344,02188,*,*,*,*,*,*,*,*,*,*,0,*,0
AK,38344,02195,115,57,58,23,26,34,32,*,45,48,*,13,0
AK,38344,02198,34,16,18,*,*,12,11,*,25,*,0,0,0
AK,38344,02220,160,81,79,24,40,56,40,22,71,40,*,*,*
AK,38344,02230,74,40,34,*,28,28,*,*,36,24,*,*,0
AK,38344,02240,53,24,29,*,*,19,18,*,28,19,*,*,*
AK,38344,02261,125,60,65,13,29,45,38,21,58,23,*,*,*
AK,38344,02270,*,*,0,0,0,*,*,0,*,*,0,0,0
AK,38344,02275,46,20,26,*,*,12,19,*,22,17,0,*,0
AK,38344,02282,*,*,*,0,0,*,*,0,*,*,*,0,0
AK,38344,02290,16,*,*,0,*,*,*,*,*,*,*,0,0
AK,73836,02013,13,*,*,0,*,*,*,*,*,*,*,*,*
AK,73836,02016,18,*,*,*,*,12,*,*,*,*,*,*,0
AK,73836,02020,"5,915","3,192","2,723",779,"1,749","1,934","1,453",752,"3,030","1,540",165,428,68
AK,73836,02050,47,22,25,*,*,17,18,*,24,*,*,*,*
AK,73836,02060,16,*,*,*,*,*,*,0,*,*,*,0,0
AK,73836,02068,100,50,50,*,29,*,35,*,49,34,0,*,0
AK,73836,02070,21,*,*,*,*,*,11,*,13,*,*,*,0
AK,73836,02090,"1,601",859,742,248,492,501,360,197,785,442,45,132,17
AK,73836,02100,156,87,69,15,54,49,38,17,75,44,*,*,*
AK,73836,02105,64,32,32,*,*,22,26,*,44,11,0,*,0
AK,73836,02110,553,273,280,85,212,180,76,45,286,159,17,46,*
AK,73836,02122,"1,936","1,033",903,221,457,593,665,177,"1,048",507,56,148,25
AK,73836,02130,339,170,169,46,76,110,107,29,180,99,11,20,*
AK,73836,02150,372,196,176,50,94,120,108,45,184,102,*,*,*
AK,73836,02164,14,*,*,*,*,*,*,*,*,*,*,0,0
AK,73836,02170,"2,052","1,125",927,344,430,724,554,203,"1,085",536,65,163,31
AK,73836,02180,34,15,19,*,*,*,11,*,26,*,0,0,0
AK,73836,02185,15,*,*,*,*,*,*,*,12,*,0,0,0
AK,73836,02188,*,*,*,*,*,*,*,*,*,*,0,0,0
AK,73836,02195,105,49,56,20,25,39,21,*,61,29,*,*,0
AK,73836,02198,59,25,34,*,*,17,32,*,34,15,*,*,0
AK,73836,02220,276,146,130,30,86,91,69,25,144,90,*,*,*
AK,73836,02230,86,46,40,*,29,43,*,*,45,26,*,*,0
AK,73836,02240,125,73,52,11,28,39,47,14,73,31,*,*,*
AK,73836,02261,263,140,123,40,54,87,82,38,115,78,16,16,*
AK,73836,02270,*,*,*,0,*,*,*,*,*,*,0,*,0
AK,73836,02275,46,20,26,*,*,*,25,*,26,15,0,*,*
AK,73836,02282,13,*,*,*,*,*,*,*,*,*,0,*,0
AK,73836,02290,40,18,22,*,*,13,18,*,18,11,*,*,0
AL,44580,01009,408,224,184,*,*,159,128,166,156,55,*,*,65
AL,44580,01073,"7,156","4,068","3,088",270,"2,478","2,589","1,819","2,931","2,644",882,134,565,560
AL,44580,01083,"1,058",604,454,36,318,403,301,358,437,146,17,100,135
AL,44580,01089,"6,016","3,367","2,649",236,"2,177","2,207","1,396","2,167","2,449",773,146,481,600
AL,44580,01103,"1,575",855,720,56,464,647,408,512,664,250,38,111,264
AL,44580,01115,740,393,347,32,231,278,199,282,283,98,16,61,109
AL,44580,01117,"1,863","1,009",854,110,620,675,458,564,736,307,96,160,140
AL,46944,01001,"1,251",730,521,106,367,496,282,389,599,174,16,73,140
AL,46944,01003,"9,482","5,477","4,005",684,"2,490","3,635","2,673","3,002","4,195","1,489",248,548,913
AL,46944,01005,596,367,229,31,153,210,202,238,238,78,13,29,51
AL,46944,01007,307,178,129,14,89,122,82,101,149,43,*,*,36
AL,46944,01009,"1,082",617,465,58,281,412,331,369,484,151,16,62,118
AL,46944,01011,206,131,75,*,*,79,64,109,81,*,0,*,*
AL,46944,01013,593,361,232,22,135,235,201,247,246,62,13,25,56
AL,46944,01015,"3,123","1,765","1,358",112,900,"1,191",920,"1,290","1,297",363,43,130,337
AL,46944,01017,764,441,323,28,168,289,279,318,330,83,*,*,60
AL,46944,01019,708,393,315,36,139,267,266,289,295,74,0,50,84
AL,46944,01021,"1,029",563,466,73,262,427,267,356,461,163,12,37,111
AL,46944,01023,504,315,189,15,132,195,162,149,220,102,*,*,34
AL,46944,01025,842,544,298,18,260,325,239,413,310,88,*,*,58
AL,46944,01027,376,213,163,17,82,140,137,136,170,45,*,*,43
AL,46944,01029,457,250,207,23,108,197,129,148,201,72,*,*,59
AL,46944,01031,"1,183",678,505,52,345,435,351,428,527,165,*,*,159
AL,46944,01033,"2,116","1,234",882,88,539,845,644,783,900,315,32,86,195
AL,46944,01035,410,245,165,*,*,170,153,184,158,40,*,*,45
AL,46944,01037,266,158,108,*,*,95,112,118,108,26,*,*,30
AL,46944,01039,"1,059",617,442,37,249,404,369,422,445,132,13,47,159
AL,46944,01041,422,231,191,*,*,145,150,177,188,41,*,*,67
AL,46944,01043,"2,805","1,556","1,249",123,748,"1,130",804,922,"1,306",388,48,141,360
AL,46944,01045,"1,132",652,480,39,329,421,343,475,455,138,16,48,147
AL,46944,01047,"1,026",653,373,25,280,381,340,465,383,110,19,49,69
AL,46944,01049,"2,618","1,449","1,169",105,604,"1,084",825,"1,093","1,135",261,23,106,285
AL,46944,01051,"1,793","1,039",754,129,524,660,480,598,790,257,41,107,190
AL,46944,01053,977,558,419,37,242,376,322,332,417,159,29,40,134
AL,46944,01055,"3,869","2,220","1,649",155,"1,074","1,594","1,046","1,633","1,587",406,48,195,380
AL,46944,01057,454,256,198,23,112,156,163,149,202,74,*,*,52
AL,46944,01059,813,439,374,44,184,347,238,299,356,98,16,44,100
AL,46944,01061,632,333,299,34,144,232,222,205,296,93,13,25,75
AL,46944,01063,245,145,100,*,*,83,98,121,93,*,*,15,14
AL,46944,01065,481,286,195,14,142,189,136,210,186,51,*,*,32
AL,46944,01067,454,255,199,30,116,170,138,161,219,43,*,*,43
AL,46944,01069,"2,567","1,489","1,078",134,719,992,722,891,"1,108",386,44,138,215
AL,46944,01071,"1,697",950,747,91,364,674,568,614,740,254,21,68,237
AL,46944,01073,"10,603","6,117","4,486",725,"3,504","3,858","2,516","3,582","4,303","1,656",278,784,678
AL,46944,01075,408,223,185,17,94,151,146,147,178,56,*,*,52
AL,46944,01077,"3,882","2,187","1,695",147,"1,190","1,433","1,112","1,409","1,640",578,63,192,395
AL,46944,01079,"1,325",738,587,41,305,539,440,500,550,186,27,62,177
AL,46944,01081,"4,515","2,597","1,918",302,"1,766","1,559",888,"1,715","1,843",583,96,278,303
AL,46944,01083,"1,507",854,653,97,439,592,379,523,653,206,40,85,174
AL,46944,01085,228,143,85,*,*,74,88,97,84,21,0,26,15
AL,46944,01087,450,298,152,*,*,172,142,219,166,29,*,*,23
AL,46944,01089,"6,786","3,832","2,954",419,"2,266","2,582","1,519","2,601","2,662",898,155,470,626
AL,46944,01091,558,329,229,28,125,229,176,193,235,95,*,*,46
AL,46944,01093,875,461,414,33,187,371,284,305,394,115,15,46,132
AL,46944,01095,"3,085","1,746","1,339",127,772,"1,244",942,"1,116","1,380",408,37,144,364
AL,46944,01097,"7,391","4,320","3,071",478,"2,325","2,725","1,863","2,771","2,990","1,042",149,439,521
AL,46944,01099,771,458,313,35,192,288,256,290,335,96,17,33,84
AL,46944,01101,"4,792","2,880","1,912",281,"1,621","1,782","1,108","1,866","1,977",583,72,294,311
AL,46944,01103,"3,346","1,894","1,452",164,936,"1,334",912,"1,356","1,346",403,43,198,400
AL,46944,01105,198,122,76,*,*,75,68,100,72,16,*,*,*
AL,46944,01107,430,250,180,18,109,152,151,176,177,55,*,*,41
AL,46944,01109,771,444,327,41,252,293,185,310,306,98,11,46,91
AL,46944,01111,657,354,303,32,164,243,218,246,286,69,13,43,78
AL,46944,01113,"1,664",990,674,71,491,589,513,788,653,130,12,81,147
AL,46944,01115,"1,528",869,659,91,419,593,425,477,678,246,19,108,146
AL,46944,01117,"4,795","2,705","2,090",451,"1,512","1,771","1,061","1,388","2,145",764,132,366,309
AL,46944,01119,307,192,115,*,*,106,107,136,123,26,*,*,13
AL,46944,01121,"1,834","1,076",758,52,491,698,593,740,746,236,25,87,227
AL,46944,01123,"1,254",703,551,54,342,438,420,425,570,164,29,66,109
AL,46944,01125,"5,958","3,365","2,593",361,"2,316","2,034","1,247","2,243","2,551",742,87,335,518
AL,46944,01127,"1,411",778,633,59,400,557,395,585,573,171,20,62,179
AL,46944,01129,430,258,172,*,*,179,128,153,186,63,14,14,35
AL,46944,01131,325,183,142,*,*,130,105,162,113,30,*,*,19
AL,46944,01133,816,439,377,30,221,320,245,288,396,83,*,*,135
AL,68259,01001,596,335,261,28,215,211,142,273,190,80,14,39,38
AL,68259,01003,"2,405","1,335","1,070",115,730,933,627,979,897,299,67,163,152
AL,68259,01005,174,101,73,*,*,74,59,92,54,14,0,14,*
AL,68259,01007,252,151,101,*,*,114,76,122,91,24,*,*,19
AL,68259,01009,759,421,338,25,193,279,262,357,281,89,*,*,71
AL,68259,01011,65,38,27,0,17,24,24,41,19,*,0,*,*
AL,68259,01013,182,117,65,*,*,64,67,110,53,13,*,*,*
AL,68259,01015,770,445,325,19,262,315,174,427,242,54,11,36,44
AL,68259,01017,287,181,106,*,94,107,*,140,116,18,*,*,14
AL,68259,01019,216,122,94,*,*,92,69,108,82,12,*,*,12
AL,68259,01021,808,484,324,33,219,303,253,344,329,86,11,38,69
AL,68259,01023,127,78,49,*,*,62,33,73,33,11,*,*,*
AL,68259,01025,314,193,121,*,105,123,*,184,86,23,*,*,11
AL,68259,01027,81,49,32,*,28,*,28,42,23,*,*,*,*
AL,68259,01029,127,73,54,*,36,53,*,61,49,*,0,*,*
AL,68259,01031,276,164,112,*,109,108,*,141,96,21,*,*,24
AL,68259,01033,156,93,63,*,46,64,*,89,48,12,*,*,*
AL,68259,01035,120,72,48,*,*,48,41,49,49,*,*,*,*
AL,68259,01037,93,50,43,*,*,38,28,45,26,12,*,*,*
AL,68259,01039,386,223,163,17,103,164,102,177,157,29,*,*,22
AL,68259,01041,124,73,51,*,45,46,*,61,45,15,*,*,*
AL,68259,01043,631,366,265,*,217,239,*,322,221,47,*,*,59
AL,68259,01045,267,162,105,*,95,98,*,130,111,13,*,*,16
AL,68259,01047,450,261,189,*,141,186,*,282,123,*,*,21,11
AL,68259,01049,501,288,213,*,*,194,179,250,190,43,*,*,40
AL,68259,01051,818,465,353,44,261,316,197,357,306,87,*,*,49
AL,68259,01053,319,176,143,12,92,129,86,163,115,25,*,*,17
AL,68259,01055,716,400,316,16,214,296,190,388,246,46,*,*,31
AL,68259,01057,138,71,67,0,35,59,44,55,66,*,*,*,*
AL,68259,01059,232,126,106,*,*,86,77,116,70,36,*,*,13
AL,68259,01061,288,152,136,*,*,122,104,129,101,36,*,*,29
AL,68259,01063,43,27,16,0,16,16,11,26,15,0,*,*,0
AL,68259,01065,57,37,20,*,18,21,*,37,12,*,0,*,*
AL,68259,01067,251,143,108,*,*,93,92,112,97,25,*,*,15
AL,68259,01069,"1,288",726,562,38,410,502,338,636,456,115,*,*,84
AL,68259,01071,360,196,164,14,94,149,103,161,145,28,*,*,20
AL,68259,01073,"7,488","4,372","3,116",353,"2,471","2,789","1,875","3,503","2,492",798,176,519,343
AL,68259,01075,97,56,41,*,31,34,*,45,37,13,*,*,*
AL,68259,01077,270,172,98,*,95,113,*,129,89,25,*,*,17
AL,68259,01079,167,98,69,*,53,68,*,81,41,32,*,*,14
AL,68259,01081,862,495,367,28,369,311,154,435,274,75,13,65,43
AL,68259,01083,665,361,304,22,206,286,151,312,227,62,*,*,47
AL,68259,01085,166,106,60,*,*,67,53,85,58,12,0,11,*
AL,68259,01087,188,104,84,*,62,76,*,108,67,*,*,*,*
AL,68259,01089,"2,332","1,326","1,006",105,861,899,467,"1,270",682,195,28,157,134
AL,68259,01091,196,121,75,*,*,68,60,97,74,21,*,*,*
AL,68259,01093,255,135,120,*,71,108,*,139,76,19,*,*,13
AL,68259,01095,757,420,337,23,253,295,186,336,297,65,18,41,56
AL,68259,01097,"9,832","5,842","3,990",372,"3,044","3,649","2,767","4,613","3,426",926,203,664,465
AL,68259,01099,203,131,72,*,69,75,*,110,62,19,0,12,*
AL,68259,01101,"2,933","1,758","1,175",73,"1,064","1,087",709,"1,578",958,213,50,134,88
AL,68259,01103,381,213,168,13,116,161,91,189,117,45,*,*,18
AL,68259,01105,96,56,40,*,*,40,32,64,23,*,0,*,*
AL,68259,01107,140,75,65,*,46,46,*,65,57,*,*,*,*
AL,68259,01109,223,138,85,*,88,79,*,106,73,27,*,*,15
AL,68259,01111,202,130,72,0,53,88,61,110,68,13,*,*,16
AL,68259,01113,231,127,104,*,74,105,*,140,62,14,*,*,11
AL,68259,01115,"1,058",611,447,58,303,415,282,482,388,104,15,69,73
AL,68259,01117,"2,193","1,241",952,165,719,857,452,858,777,305,88,165,119
AL,68259,01119,129,83,46,*,40,52,*,76,38,*,*,*,*
AL,68259,01121,650,377,273,18,208,255,169,333,209,63,*,*,41
AL,68259,01123,341,192,149,*,94,152,*,156,126,33,*,*,22
AL,68259,01125,560,324,236,12,250,193,105,298,181,40,*,*,24
AL,68259,01127,943,515,428,26,274,387,256,451,344,85,15,48,89
AL,68259,01129,183,116,67,*,*,81,61,95,57,25,*,*,*
AL,68259,01131,101,58,43,0,35,45,21,48,32,11,*,*,*
AL,68259,01133,232,127,105,*,70,102,*,113,84,*,*,18,20
AR,37903,05005,*,*,*,0,0,*,*,0,0,*,0,0,0
AR,37903,05007,12,*,*,*,*,*,*,*,0,*,0,*,0
AR,37903,05015,*,*,*,*,*,*,*,*,0,*,0,*,0
AR,37903,05023,*,*,0,0,0,0,*,*,0,0,0,0,0
AR,37903,05027,*,*,*,0,0,0,*,0,0,0,0,*,0
AR,37903,05029,*,0,*,0,*,0,0,0,*,0,0,0,0
AR,37903,05035,*,*,*,*,*,0,*,*,*,*,0,0,0
AR,37903,05037,*,*,0,0,*,0,0,0,*,0,0,0,0
AR,37903,05045,*,*,*,*,*,*,*,0,*,0,0,*,0
AR,37903,05051,*,0,*,0,0,*,*,0,*,0,0,*,0
AR,37903,05053,*,*,*,*,*,*,0,0,*,0,0,0,0
AR,37903,05057,*,0,*,0,0,*,0,0,0,0,0,*,0
AR,37903,05059,*,*,0,0,*,0,0,0,0,*,0,0,0
AR,37903,05069,22,*,*,0,12,*,*,0,*,0,*,21,0
AR,37903,05073,*,*,*,0,0,0,*,0,*,0,0,*,0
AR,37903,05085,*,*,0,0,0,*,0,0,*,0,0,0,0
AR,37903,05087,*,*,0,0,0,0,*,0,*,0,0,0,0
AR,37903,05089,*,*,0,0,*,*,0,0,*,*,0,0,0
AR,37903,05091,*,0,*,0,0,*,0,0,0,*,0,0,0
AR,37903,05099,*,0,*,0,0,0,*,0,0,0,0,*,0
AR,37903,05101,*,*,0,0,0,0,*,0,*,0,0,0,0
AR,37903,05103,*,*,*,0,0,*,0,0,*,0,0,0,0
AR,37903,05105,*,*,0,0,0,*,0,0,0,0,*,0,0
AR,37903,05111,*,*,*,*,0,*,0,0,*,0,0,0,0
AR,37903,05115,*,*,*,*,*,*,0,0,0,*,*,0,0
AR,37903,05119,14,*,*,*,*,*,*,0,*,*,*,11,0
AR,37903,05123,*,0,*,0,*,0,0,0,0,*,0,0,0
AR,37903,05125,*,*,*,0,*,*,*,*,0,0,0,*,0
AR,37903,05137,*,0,*,0,0,0,*,0,0,0,0,*,0
AR,37903,05139,*,*,0,0,0,0,*,0,0,0,0,*,0
AR,37903,05143,*,*,*,0,0,*,*,0,*,0,0,0,0
AR,37903,05145,*,*,*,0,*,0,*,0,*,0,0,*,0
AR,62141,05001,102,57,45,*,*,34,34,14,66,16,*,*,*
AR,62141,05003,92,46,46,*,*,38,28,12,61,*,*,*,0
AR,62141,05005,94,53,41,*,25,39,*,12,68,*,0,*,*
AR,62141,05007,702,390,312,87,215,261,139,109,473,*,*,60,*
AR,62141,05009,66,40,26,*,*,26,22,*,46,*,*,*,*
AR,62141,05011,91,52,39,*,*,35,25,11,56,*,*,15,*
AR,62141,05013,24,*,*,*,*,*,*,*,18,*,0,*,0
AR,62141,05015,84,48,36,*,*,28,38,20,57,*,0,*,*
AR,62141,05017,96,46,50,*,*,30,40,21,53,17,*,*,*
AR,62141,05019,32,17,15,*,*,12,*,*,15,*,*,*,0
AR,62141,05021,12,*,*,*,*,*,*,*,*,*,0,0,*
AR,62141,05023,*,*,*,*,*,*,*,*,*,0,*,0,0
AR,62141,05025,34,21,13,*,*,15,13,*,25,*,0,*,*
AR,62141,05027,97,52,45,12,26,33,26,18,46,21,*,*,*
AR,62141,05029,*,*,*,0,*,*,*,0,*,0,0,*,*
AR,62141,05031,73,43,30,*,33,26,*,*,55,*,0,*,*
AR,62141,05033,82,48,34,*,30,32,*,*,63,*,*,*,*
AR,62141,05035,35,18,17,*,*,11,14,*,21,*,0,*,*
AR,62141,05037,*,*,*,0,*,*,*,0,*,*,0,0,0
AR,62141,05039,42,24,18,*,*,13,16,*,23,13,0,*,0
AR,62141,05041,78,46,32,*,*,30,30,*,55,*,*,12,*
AR,62141,05043,107,60,47,*,*,33,38,13,78,13,*,*,*
AR,62141,05045,58,33,25,*,29,14,*,*,43,*,*,0,0
AR,62141,05047,*,*,*,*,0,*,0,*,*,*,0,*,*
AR,62141,05049,*,*,*,*,*,*,*,*,*,0,0,0,0
AR,62141,05051,193,107,86,*,52,80,*,34,122,25,0,12,*
AR,62141,05053,*,*,*,0,*,*,*,0,*,*,0,0,*
AR,62141,05055,33,15,18,*,11,*,*,*,26,*,*,*,*
AR,62141,05057,89,52,37,*,*,36,31,12,64,*,*,*,*
AR,62141,05059,44,24,20,*,*,18,17,*,32,*,0,*,*
AR,62141,05061,18,*,*,0,*,*,*,*,11,*,*,0,0
AR,62141,05063,13,*,*,*,*,*,*,0,12,*,0,*,0
AR,62141,05065,18,*,*,*,*,*,0,0,11,*,0,*,0
AR,62141,05067,11,*,*,*,*,*,*,0,*,*,0,0,*
AR,62141,05069,251,152,99,14,61,81,95,38,158,39,*,*,*
AR,62141,05071,41,26,15,*,12,15,*,*,27,0,0,*,*
AR,62141,05073,18,*,*,0,*,*,*,*,14,0,0,*,0
AR,62141,05075,*,*,*,0,*,*,*,0,*,0,0,0,0
AR,62141,05077,66,43,23,*,*,25,25,*,51,*,0,*,*
AR,62141,05079,45,22,23,*,16,*,16,*,29,*,*,*,*
AR,62141,05081,49,34,15,*,*,18,15,*,38,*,*,*,0
AR,62141,05083,24,*,*,*,*,*,*,*,13,*,0,*,*
AR,62141,05085,60,35,25,*,17,24,*,12,45,0,*,*,*
AR,62141,05087,52,32,20,*,15,16,*,*,43,*,0,*,0
AR,62141,05089,31,*,*,*,*,*,14,*,23,*,0,*,*
AR,62141,05091,136,76,60,*,*,47,42,18,88,18,*,*,*
AR,62141,05093,29,17,12,*,11,*,*,*,24,0,0,*,*
AR,62141,05095,61,36,25,*,*,20,24,*,42,*,0,*,*
AR,62141,05097,23,12,11,*,*,*,*,0,19,0,*,*,0
AR,62141,05099,40,26,14,*,*,17,16,*,27,*,0,*,0
AR,62141,05101,15,*,*,0,*,*,*,*,11,0,*,0,0
AR,62141,05103,100,62,38,11,16,38,35,16,71,*,*,*,*
AR,62141,05105,*,*,*,0,0,*,*,*,*,*,0,0,0
AR,62141,05107,106,52,54,*,*,39,43,15,66,15,*,*,*
AR,62141,05109,17,*,*,0,*,*,*,0,15,0,*,*,*
AR,62141,05111,24,*,*,*,*,*,*,*,19,*,0,*,*
AR,62141,05113,18,*,*,0,*,12,*,*,12,0,*,*,*
AR,62141,05115,25,13,12,*,*,11,*,*,18,*,0,*,0
AR,62141,05117,*,*,*,*,*,*,*,0,*,*,0,0,0
AR,62141,05119,230,122,108,12,74,94,50,44,149,*,*,16,13
AR,62141,05121,17,*,*,0,*,*,*,*,*,*,0,*,0
AR,62141,05123,14,*,*,0,*,*,*,*,*,*,0,0,0
AR,62141,05125,44,31,13,*,16,13,*,*,29,0,*,*,*
AR,62141,05127,14,*,*,0,*,*,*,*,*,0,0,*,0
AR,62141,05129,26,13,13,*,*,*,*,*,21,0,0,*,*
AR,62141,05131,197,108,89,23,67,66,41,23,136,*,*,21,*
AR,62141,05133,72,40,32,15,15,27,15,16,48,*,0,*,0
AR,62141,05135,17,*,*,*,*,*,*,*,11,0,0,*,0
AR,62141,05137,*,*,*,0,0,*,*,0,*,0,0,0,0
AR,62141,05139,184,108,76,19,45,63,57,34,119,19,*,*,*
AR,62141,05141,*,*,*,0,*,*,0,0,*,0,0,*,0
AR,62141,05143,603,341,262,61,252,193,97,136,392,44,*,*,*
AR,62141,05145,45,26,19,*,13,22,*,*,26,*,*,*,0
AR,62141,05147,*,*,*,*,0,*,*,*,*,0,0,0,0
AR,62141,05149,*,*,*,0,*,0,*,*,*,*,0,0,*
AR,65817,05005,*,*,0,*,0,0,0,0,*,0,0,0,0
AR,65817,05007,44,20,24,15,*,11,*,*,13,*,*,15,*
AR,65817,05011,*,*,0,0,0,0,*,0,0,*,0,0,*
AR,65817,05015,*,*,*,0,0,*,*,0,*,0,0,0,0
AR,65817,05019,*,*,*,*,*,*,0,0,*,*,0,0,0
AR,65817,05021,*,*,0,0,0,0,*,0,*,0,0,0,0
AR,65817,05023,20,*,*,*,*,*,*,*,*,*,*,*,0
AR,65817,05029,19,*,*,*,*,*,*,0,17,*,0,*,0
AR,65817,05031,*,*,*,*,*,*,*,*,*,0,0,*,0
AR,65817,05033,*,*,*,0,*,0,0,0,*,*,0,0,0
AR,65817,05035,*,*,0,*,0,*,0,*,0,0,*,0,0
AR,65817,05037,*,*,*,0,0,*,*,*,*,0,0,0,0
AR,65817,05043,*,*,*,*,0,*,0,0,*,0,0,0,0
AR,65817,05045,60,32,28,*,19,20,*,*,25,*,11,15,*
AR,65817,05047,*,0,*,*,0,0,0,0,*,0,0,0,0
AR,65817,05051,*,*,*,0,*,*,*,*,*,0,0,*,*
AR,65817,05053,16,*,*,*,*,*,*,0,13,*,0,*,0
AR,65817,05055,*,*,0,*,*,0,0,0,*,0,0,0,0
AR,65817,05057,*,*,0,0,*,0,*,0,*,0,0,*,0
AR,65817,05059,*,*,*,0,*,*,*,0,*,*,0,*,0
AR,65817,05061,*,*,0,0,0,0,*,0,0,*,0,0,0
AR,65817,05063,*,0,*,0,*,0,0,0,*,0,0,*,*
AR,65817,05069,*,*,0,0,*,0,0,0,*,0,0,0,0
AR,65817,05071,*,*,0,0,0,*,*,*,*,0,0,0,*
AR,65817,05075,*,0,*,0,0,*,0,0,*,0,0,0,0
AR,65817,05083,*,*,*,0,0,0,*,0,*,0,0,*,0
AR,65817,05085,18,*,*,*,*,*,*,*,*,*,0,*,0
AR,65817,05087,*,0,*,0,0,0,*,0,0,*,0,0,0
AR,65817,05089,*,*,0,0,0,0,*,0,*,*,0,0,0
AR,65817,05091,*,*,*,0,*,*,0,0,*,0,0,0,0
AR,65817,05093,*,0,*,0,*,0,0,0,0,0,0,*,0
AR,65817,05097,*,*,*,*,*,0,0,0,*,0,0,0,0
AR,65817,05099,*,*,0,0,0,*,0,0,0,0,0,*,0
AR,65817,05105,*,*,0,0,0,0,*,0,0,0,*,0,0
AR,65817,05109,*,*,*,0,0,*,*,0,0,*,0,*,*
AR,65817,05111,*,*,*,*,*,*,0,0,0,*,0,*,0
AR,65817,05113,*,*,0,0,0,*,0,0,*,0,0,0,*
AR,65817,05115,27,14,13,*,*,*,12,*,12,*,*,*,*
AR,65817,05117,*,*,*,0,*,0,*,0,*,0,0,0,0
AR,65817,05119,178,113,65,37,46,54,41,*,89,27,*,31,*
AR,65817,05123,*,0,*,*,0,0,0,0,0,*,0,0,0
AR,65817,05125,81,39,42,17,22,28,14,*,33,16,*,18,*
AR,65817,05131,19,*,*,*,*,*,*,*,*,*,0,*,0
AR,65817,05135,*,*,0,0,0,0,*,0,*,0,0,0,0
AR,65817,05139,*,0,*,0,*,0,0,0,*,0,0,0,0
AR,65817,05141,11,*,*,*,*,*,*,0,*,0,*,*,0
AR,65817,05143,42,24,18,14,13,*,*,*,16,*,0,14,*
AR,65817,05145,15,*,*,*,*,*,*,*,*,*,*,*,*
AR,65817,05149,*,*,*,*,*,0,*,*,*,*,0,0,*
AR,70525,05001,*,*,*,0,*,*,*,0,*,0,0,0,0
AR,70525,05005,12,*,*,0,*,*,*,*,*,*,0,*,0
AR,70525,05007,142,64,78,12,70,34,26,14,48,40,13,27,*
AR,70525,05009,22,*,*,*,*,*,*,*,*,*,*,*,0
AR,70525,05011,*,*,0,0,0,0,*,*,0,0,0,0,0
AR,70525,05013,*,0,*,0,0,0,*,0,*,0,0,0,0
AR,70525,05015,15,*,*,0,*,*,*,*,*,*,*,*,0
AR,70525,05017,*,*,*,*,0,*,0,0,*,0,0,0,0
AR,70525,05019,*,*,*,*,*,*,0,*,*,*,0,0,*
AR,70525,05021,*,*,*,0,*,*,*,0,*,*,*,0,0
AR,70525,05023,12,*,*,*,*,*,*,*,*,*,0,*,0
AR,70525,05027,13,*,*,0,*,*,*,0,0,*,*,*,*
AR,70525,05029,*,*,*,0,*,*,*,*,*,*,0,0,0
AR,70525,05031,34,22,12,0,20,*,*,*,20,*,*,*,*
AR,70525,05033,19,*,*,0,12,*,*,0,*,*,*,*,*
AR,70525,05035,36,17,19,*,12,*,*,*,22,*,*,*,0
AR,70525,05037,11,*,*,*,*,*,*,*,*,*,0,*,*
AR,70525,05039,*,*,0,0,*,0,0,0,0,0,0,*,0
AR,70525,05041,*,*,*,0,0,0,*,0,*,*,0,0,0
AR,70525,05043,12,*,*,*,*,*,*,*,*,0,0,*,0
AR,70525,05045,47,24,23,*,26,*,*,*,22,14,*,*,*
AR,70525,05047,*,*,*,0,*,0,*,0,*,*,0,*,0
AR,70525,05049,*,*,*,0,*,0,*,0,*,0,0,0,0
AR,70525,05051,28,13,15,*,16,*,*,*,*,*,*,*,*
AR,70525,05053,*,*,0,*,0,0,*,0,0,*,*,0,0
AR,70525,05055,12,*,*,*,*,*,*,*,*,*,*,*,0
