Tenant ID,HIOS ID,Policy County FIPS Code,Ever Enrolled Count,Females,Males,< 18 years old,18-34 years old,35-54 years old,> 55 years old,FPL: < 138%,FPL: >= 138% and <=250%,FPL: > 250% and <=400%,FPL: > 400%,FPL: Unknown,Tobacco Users
IL,20129,17135,306,165,141,38,71,94,103,*,177,86,*,21,38
IL,20129,17137,299,161,138,35,54,108,102,*,156,69,*,43,62
IL,20129,17139,222,130,92,25,52,73,72,*,114,64,*,27,27
IL,20129,17141,413,225,188,45,79,139,150,17,223,96,21,56,62
IL,20129,17143,461,266,195,80,111,150,120,*,218,102,*,92,40
IL,20129,17145,244,127,117,20,51,85,88,*,157,50,*,23,26
IL,20129,17147,423,235,188,42,109,130,142,23,218,120,25,37,52
IL,20129,17149,82,44,38,*,*,33,29,*,57,17,*,*,21
IL,20129,17151,32,17,15,*,*,15,12,*,22,*,0,*,*
IL,20129,17153,41,23,18,*,*,13,21,*,26,*,0,*,*
IL,20129,17155,44,26,18,*,11,*,26,*,20,14,*,*,*
IL,20129,17157,194,120,74,19,39,66,70,15,128,38,*,*,23
IL,20129,17159,182,99,83,12,30,65,75,14,108,48,*,*,39
IL,20129,17161,97,59,38,11,24,28,34,*,40,21,*,27,16
IL,20129,17163,75,42,33,15,27,22,11,*,33,16,*,19,*
IL,20129,17165,330,178,152,27,48,128,127,*,215,58,*,40,53
IL,20129,17167,"1,045",545,500,135,287,369,254,74,621,183,33,134,142
IL,20129,17169,92,43,49,*,*,36,25,*,58,22,*,*,16
IL,20129,17171,32,*,*,*,*,*,13,*,24,*,0,*,*
IL,20129,17173,316,174,142,44,59,105,108,*,159,82,*,53,29
IL,20129,17175,35,19,16,*,*,14,12,*,12,15,0,*,*
IL,20129,17177,"1,008",543,465,98,191,336,383,67,580,229,18,114,120
IL,20129,17179,559,300,259,100,108,208,143,38,274,100,49,98,54
IL,20129,17181,212,121,91,17,40,84,71,*,146,37,*,15,24
IL,20129,17183,"1,557",827,730,157,293,520,587,88,801,371,48,249,182
IL,20129,17185,91,54,37,*,*,36,28,*,64,*,*,*,18
IL,20129,17187,15,*,*,*,*,*,*,0,*,*,0,*,*
IL,20129,17189,67,33,34,*,18,*,23,*,45,12,0,*,*
IL,20129,17191,189,101,88,15,30,68,76,*,122,44,*,12,43
IL,20129,17193,177,101,76,14,24,77,62,*,113,42,*,12,26
IL,20129,17195,71,41,30,20,12,25,14,*,30,19,*,20,*
IL,20129,17197,327,176,151,35,59,133,100,37,159,67,17,47,81
IL,20129,17199,"1,003",553,450,82,226,346,349,62,587,239,32,83,132
IL,20129,17201,937,529,408,104,183,314,336,60,491,212,47,127,133
IL,20129,17203,185,104,81,41,41,56,47,*,104,44,*,23,15
IL,27833,17031,"45,502","22,913","22,589","1,336","15,960","16,295","11,911","7,473","26,355","6,083","1,410","4,181","2,286"
IL,35670,17005,122,64,58,20,30,35,37,*,52,33,*,28,*
IL,35670,17013,28,16,12,*,*,*,13,0,19,*,*,*,*
IL,35670,17027,418,223,195,66,101,109,142,12,171,133,17,85,29
IL,35670,17061,32,19,13,*,*,12,16,*,19,*,0,*,*
IL,35670,17083,118,67,51,12,18,37,51,*,52,46,*,*,17
IL,35670,17117,108,58,50,12,23,26,47,*,59,33,*,*,14
IL,35670,17119,"4,718","2,587","2,131",393,"1,157","1,537","1,631",383,"2,513","1,115",170,537,597
IL,35670,17133,604,335,269,88,116,205,195,43,273,164,23,101,59
IL,35670,17135,75,39,36,*,*,19,42,*,42,23,*,*,*
IL,35670,17157,82,45,37,*,*,27,31,*,47,21,*,11,*
IL,35670,17163,"4,646","2,613","2,033",414,"1,143","1,522","1,567",390,"2,623",993,135,505,468
IL,35670,17189,99,47,52,19,19,32,29,*,37,40,*,11,*
IL,36096,17001,"1,433",746,687,144,318,444,527,67,674,512,57,123,104
IL,36096,17003,63,32,31,*,*,24,25,*,41,13,0,*,*
IL,36096,17005,310,162,148,28,74,97,111,16,156,89,15,34,22
IL,36096,17007,"1,049",563,486,104,230,363,352,71,562,267,49,100,43
IL,36096,17009,97,53,44,13,18,38,28,*,53,35,0,*,*
IL,36096,17011,563,302,261,35,113,151,264,30,308,166,11,48,43
IL,36096,17013,106,53,53,16,17,34,39,*,60,28,*,*,*
IL,36096,17015,312,160,152,27,62,93,130,*,152,102,*,33,13
IL,36096,17017,281,161,120,25,60,88,108,*,127,94,*,33,25
IL,36096,17019,698,348,350,51,228,220,199,52,330,163,37,116,34
IL,36096,17021,519,280,239,61,106,193,159,20,294,148,14,43,32
IL,36096,17023,142,80,62,12,22,55,53,*,68,44,*,16,*
IL,36096,17025,191,102,89,19,35,60,77,*,85,64,*,26,14
IL,36096,17027,430,209,221,53,98,134,145,15,226,116,18,55,17
IL,36096,17029,166,89,77,12,44,55,55,*,75,42,*,33,17
IL,36096,17031,"88,366","46,563","41,803","6,269","28,247","30,571","23,279","8,245","43,154","16,556","4,617","15,794","3,234"
IL,36096,17033,161,94,67,18,21,54,68,*,76,61,*,11,14
IL,36096,17035,47,22,25,11,*,*,18,*,30,*,*,*,*
IL,36096,17037,"2,071","1,087",984,214,690,663,504,222,"1,044",509,74,222,93
IL,36096,17039,175,93,82,*,*,57,73,19,89,43,*,*,*
IL,36096,17041,66,32,34,*,*,21,25,*,31,18,*,11,*
IL,36096,17043,"35,981","19,029","16,952","3,707","10,335","12,067","9,872","3,327","17,638","7,884","1,665","5,467","1,421"
IL,36096,17045,222,104,118,25,50,60,87,*,116,63,*,21,20
IL,36096,17047,153,82,71,13,27,52,61,*,79,48,*,15,*
IL,36096,17049,202,108,94,15,60,67,60,*,99,61,*,22,23
IL,36096,17051,238,125,113,16,39,84,99,14,136,67,*,*,23
IL,36096,17053,107,45,62,13,20,33,41,*,47,37,*,12,*
IL,36096,17055,508,276,232,30,93,195,190,26,297,124,19,42,46
IL,36096,17057,145,73,72,*,*,48,72,*,70,49,*,14,15
IL,36096,17059,83,43,40,*,*,23,28,*,40,31,*,*,*
IL,36096,17061,263,135,128,18,57,91,97,13,129,77,13,31,*
IL,36096,17063,"1,045",557,488,89,287,348,321,81,565,258,35,106,60
IL,36096,17065,174,99,75,17,30,62,65,*,88,54,*,21,13
IL,36096,17067,332,177,155,30,63,104,135,*,162,112,*,33,20
IL,36096,17069,24,*,*,0,*,*,19,*,14,*,0,*,*
IL,36096,17071,140,71,69,14,34,43,49,*,73,42,*,11,11
IL,36096,17073,707,370,337,82,138,229,258,46,385,177,25,74,46
IL,36096,17075,241,123,118,26,52,67,96,*,127,62,*,26,17
IL,36096,17077,495,273,222,32,161,148,154,41,268,104,16,66,39
IL,36096,17079,115,64,51,19,23,38,35,*,54,31,*,26,13
IL,36096,17081,545,290,255,49,111,192,193,23,297,127,23,75,35
IL,36096,17083,340,195,145,36,62,102,140,16,158,107,18,41,20
IL,36096,17085,728,376,352,64,147,216,301,53,375,210,21,69,34
IL,36096,17087,124,62,62,15,25,35,49,*,64,37,*,14,*
IL,36096,17089,"14,266","7,662","6,604","1,592","3,921","4,790","3,963","1,192","7,181","3,367",614,"1,912",624
IL,36096,17091,"1,819",988,831,150,456,576,637,143,981,458,72,165,111
IL,36096,17093,"3,702","2,042","1,660",527,969,"1,369",837,282,"1,828",903,134,555,155
IL,36096,17095,409,214,195,37,84,106,182,27,202,121,11,48,20
IL,36096,17097,"17,286","9,084","8,202","1,712","4,631","6,032","4,911","1,661","8,820","3,526",724,"2,555",628
IL,36096,17099,"1,109",608,501,97,259,319,434,58,594,331,31,95,66
IL,36096,17101,338,181,157,39,66,106,127,12,182,109,11,24,26
IL,36096,17103,436,238,198,45,69,141,181,33,195,146,22,40,19
IL,36096,17105,509,268,241,52,135,151,171,*,268,153,*,60,34
IL,36096,17107,511,266,245,52,139,162,158,23,266,151,22,49,26
IL,36096,17109,146,74,72,*,*,43,54,15,71,44,*,*,*
IL,36096,17111,"8,929","4,806","4,123","1,058","2,356","3,075","2,440",547,"4,527","2,302",368,"1,185",480
IL,36096,17113,"2,255","1,185","1,070",259,726,711,559,138,"1,120",581,89,327,121
IL,36096,17115,"1,407",800,607,139,317,416,535,61,767,366,61,152,68
IL,36096,17117,819,434,385,62,173,249,335,46,434,241,24,74,42
IL,36096,17119,"2,347","1,266","1,081",265,625,730,727,150,"1,199",541,100,357,138
IL,36096,17121,516,267,249,43,86,181,206,24,262,157,17,56,42
IL,36096,17123,94,47,47,*,*,35,33,*,49,27,*,*,*
IL,36096,17125,211,116,95,17,57,66,71,*,130,46,*,16,14
IL,36096,17127,204,121,83,18,39,71,76,*,105,49,*,32,19
IL,36096,17129,182,91,91,20,45,51,66,*,77,64,*,30,*
IL,36096,17131,241,121,120,25,39,66,111,*,128,58,*,36,11
IL,36096,17133,416,222,194,58,108,107,143,*,221,109,*,64,23
IL,36096,17135,449,232,217,56,99,140,154,26,240,122,11,50,29
IL,36096,17137,624,318,306,55,159,204,206,44,320,158,13,89,54
IL,36096,17139,236,131,105,23,67,76,70,*,107,73,*,37,16
IL,36096,17141,"1,163",611,552,68,287,390,418,71,632,291,41,128,63
IL,36096,17143,920,477,443,86,261,285,288,64,499,174,44,139,54
IL,36096,17145,255,137,118,24,54,83,94,19,143,68,11,14,14
IL,36096,17147,86,43,43,11,17,16,42,*,47,26,*,*,*
IL,36096,17149,425,216,209,41,96,122,166,26,196,143,23,37,32
IL,36096,17151,58,36,22,*,*,13,35,*,32,21,*,*,*
IL,36096,17153,70,38,32,*,*,19,31,*,36,26,0,*,*
IL,36096,17155,97,50,47,17,20,22,38,*,27,47,*,11,*
IL,36096,17157,349,193,156,30,61,107,151,*,187,96,*,42,19
IL,36096,17159,370,190,180,44,66,116,144,11,198,124,11,26,22
IL,36096,17161,"1,340",706,634,122,304,438,476,141,673,305,43,178,70
IL,36096,17163,"1,591",887,704,189,405,542,455,111,868,293,69,250,91
IL,36096,17165,293,162,131,26,64,82,121,*,168,70,*,34,18
IL,36096,17167,"2,518","1,282","1,236",268,735,840,675,119,"1,242",700,120,337,128
IL,36096,17169,139,75,64,*,*,54,52,*,82,33,*,19,*
IL,36096,17171,89,44,45,*,*,22,40,*,53,28,0,*,11
IL,36096,17173,330,177,153,26,97,85,122,*,167,102,*,31,27
IL,36096,17175,50,23,27,*,*,16,16,*,25,15,0,*,0
IL,36096,17177,735,377,358,71,160,206,298,31,350,251,35,68,34
IL,36096,17179,638,345,293,92,144,215,187,27,346,166,22,77,22
IL,36096,17181,194,114,80,15,34,61,84,*,105,50,*,18,11
IL,36096,17183,344,181,163,27,62,119,136,*,182,93,*,47,23
IL,36096,17185,276,143,133,44,60,65,107,25,129,78,11,33,18
IL,36096,17187,215,97,118,11,39,80,85,14,92,75,17,17,12
IL,36096,17189,263,135,128,15,68,73,107,*,118,90,*,34,18
IL,36096,17191,378,215,163,46,80,110,142,*,196,134,*,32,26
IL,36096,17193,291,155,136,25,48,100,118,*,142,96,*,31,20
IL,36096,17195,703,383,320,51,128,203,321,56,333,212,26,76,47
IL,36096,17197,"19,399","10,363","9,036","2,269","5,105","6,886","5,139","1,531","9,884","4,465",879,"2,640","1,013"
IL,36096,17199,735,412,323,55,178,268,234,49,374,192,27,93,45
IL,36096,17201,"4,936","2,665","2,271",372,"1,139","1,578","1,847",403,"2,763","1,196",154,420,235
IL,36096,17203,366,194,172,42,94,111,119,14,199,114,12,27,26
IL,58288,17007,46,25,21,*,13,*,15,*,14,15,*,*,*
IL,58288,17009,*,0,*,0,*,0,0,0,0,0,0,*,0
IL,58288,17015,19,*,*,*,*,*,*,0,14,*,0,*,*
IL,58288,17017,*,*,*,0,0,*,*,0,*,0,0,0,*
IL,58288,17021,*,*,*,0,*,*,*,*,*,*,0,*,0
IL,58288,17031,487,234,253,45,253,121,68,42,176,82,36,151,27
IL,58288,17037,82,38,44,*,43,18,*,*,38,21,*,15,*
IL,58288,17039,19,*,*,*,*,*,11,*,14,*,*,0,*
IL,58288,17057,17,*,*,0,*,*,*,*,*,*,0,*,0
IL,58288,17085,16,*,*,0,*,*,*,*,*,*,0,*,*
IL,58288,17095,176,98,78,*,*,49,92,*,110,32,*,21,43
IL,58288,17097,223,95,128,15,106,54,48,34,73,49,16,51,33
IL,58288,17099,153,78,75,*,*,66,44,*,94,28,*,16,31
IL,58288,17103,41,19,22,*,13,*,14,*,18,15,*,*,*
IL,58288,17105,28,16,12,*,*,*,12,0,16,*,0,*,12
IL,58288,17109,54,24,30,*,*,13,30,*,25,20,*,*,12
IL,58288,17111,125,53,72,14,69,28,14,*,65,33,*,22,14
IL,58288,17113,184,86,98,17,73,60,34,*,92,44,*,27,22
IL,58288,17115,*,*,*,0,*,*,*,*,*,*,0,0,*
IL,58288,17123,30,16,14,*,*,*,19,0,12,11,*,*,*
IL,58288,17139,*,*,*,*,*,*,*,0,*,*,0,*,0
IL,58288,17141,61,39,22,*,23,*,19,*,30,15,*,*,*
IL,58288,17143,163,83,80,25,46,42,50,14,52,38,13,46,24
IL,58288,17155,15,*,*,0,*,*,*,0,11,*,0,*,*
IL,58288,17167,84,39,45,0,44,21,19,11,37,22,*,*,14
IL,58288,17169,*,0,*,0,*,0,*,0,*,0,0,*,*
IL,58288,17171,*,*,0,0,*,0,0,0,*,0,0,0,0
IL,58288,17173,*,*,0,0,0,0,*,0,0,*,0,0,0
IL,58288,17175,11,*,*,0,*,*,*,0,*,*,0,*,*
IL,58288,17177,59,25,34,*,17,*,28,*,32,16,*,*,*
IL,58288,17179,115,61,54,14,28,36,37,*,59,23,*,20,19
IL,58288,17201,377,203,174,40,109,98,130,21,165,98,15,78,47
IL,58288,17203,101,53,48,15,20,32,34,*,46,20,*,18,19
IL,78463,17031,"18,551","10,145","8,406","2,925","4,539","6,587","4,500",807,"7,141","2,863","1,192","6,548",558
IL,79763,17001,20,*,*,*,*,*,*,*,15,*,0,*,*
IL,79763,17003,*,*,*,0,*,*,0,0,*,0,0,0,0
IL,79763,17005,13,*,*,0,*,*,*,*,*,*,0,*,*
IL,79763,17007,*,*,*,*,*,*,*,0,*,0,0,*,*
IL,79763,17009,*,0,*,0,0,0,*,0,*,0,0,0,0
IL,79763,17011,14,*,*,*,*,*,*,*,*,*,*,*,*
IL,79763,17013,*,*,*,0,*,*,*,*,*,*,0,0,*
IL,79763,17015,*,*,*,0,0,*,*,*,0,*,0,0,0
IL,79763,17017,*,*,*,*,*,0,0,*,0,0,0,*,*
IL,79763,17019,21,*,*,*,*,*,*,*,*,*,*,*,*
IL,79763,17021,12,*,*,*,*,*,*,*,*,*,0,0,0
IL,79763,17023,*,*,*,0,*,*,*,*,*,0,0,*,0
IL,79763,17025,*,*,*,0,*,*,*,*,*,0,*,*,*
IL,79763,17027,47,18,29,*,12,14,*,*,25,*,0,*,*
IL,79763,17029,*,*,*,*,*,*,0,0,*,*,0,*,*
IL,79763,17031,"8,609","4,585","4,024","1,171","2,480","3,213","1,745","1,059","3,092","1,216",488,"2,754",325
IL,79763,17033,*,*,*,0,*,*,*,*,*,*,0,*,0
IL,79763,17035,*,0,*,0,0,*,*,0,*,0,0,0,0
IL,79763,17037,63,34,29,*,19,*,19,*,25,11,*,12,*
IL,79763,17039,*,*,*,0,0,*,0,0,*,0,0,0,0
IL,79763,17041,*,*,*,0,*,*,*,*,*,0,0,0,0
IL,79763,17043,"1,513",787,726,298,404,520,291,201,497,230,80,505,79
IL,79763,17045,*,*,*,0,*,*,0,*,*,*,0,*,*
IL,79763,17047,*,*,*,0,*,0,0,0,*,0,0,0,0
IL,79763,17049,20,*,*,*,*,*,*,0,11,*,0,*,*
IL,79763,17051,*,*,*,*,*,*,*,0,*,0,0,*,0
IL,79763,17053,*,0,*,0,0,0,*,0,0,*,0,0,0
IL,79763,17055,19,*,*,0,*,*,*,*,*,*,0,*,*
IL,79763,17059,*,*,*,0,*,*,*,*,*,0,0,0,0
IL,79763,17061,22,11,11,*,*,13,*,*,15,*,*,*,*
IL,79763,17063,42,23,19,14,*,12,*,*,18,*,*,11,*
IL,79763,17065,*,*,*,*,*,*,*,*,*,0,0,0,*
IL,79763,17067,*,*,*,0,0,0,*,0,*,0,0,0,*
IL,79763,17069,*,*,*,0,*,*,0,0,*,0,0,0,*
IL,79763,17071,*,*,*,0,0,*,*,0,*,*,0,0,*
IL,79763,17073,*,*,*,0,*,*,*,*,*,0,0,*,*
IL,79763,17075,13,*,*,*,*,*,*,*,*,*,0,0,*
IL,79763,17077,26,14,12,0,13,*,*,*,*,*,*,*,0
IL,79763,17079,*,*,*,0,0,*,*,0,*,0,0,0,*
IL,79763,17081,14,*,*,0,*,*,*,*,*,*,0,*,*
IL,79763,17083,12,*,*,0,*,*,*,*,*,*,0,*,*
IL,79763,17085,13,*,*,*,*,*,*,*,*,*,*,0,*
IL,79763,17087,*,*,*,0,*,*,*,*,*,0,0,0,0
IL,79763,17089,812,430,382,183,198,267,164,62,276,137,50,287,43
IL,79763,17091,175,103,72,24,48,59,44,*,73,35,*,41,18
IL,79763,17093,42,18,24,*,12,15,*,*,15,*,*,*,*
IL,79763,17095,*,*,0,0,*,*,*,0,*,*,0,*,0
IL,79763,17097,"2,235","1,173","1,062",448,489,749,549,152,689,386,118,890,94
IL,79763,17099,11,*,*,*,*,*,*,0,*,*,0,*,0
IL,79763,17101,12,*,*,*,*,*,*,*,*,0,0,*,*
IL,79763,17103,*,*,*,*,*,*,*,*,*,0,0,*,*
IL,79763,17105,*,0,*,0,*,0,0,0,*,0,0,0,0
IL,79763,17107,*,*,*,0,*,*,*,*,*,0,0,*,*
IL,79763,17109,*,*,0,0,0,0,*,0,*,0,0,0,0
IL,79763,17111,629,315,314,118,148,209,154,53,187,154,41,194,40
IL,79763,17113,28,15,13,*,*,*,*,*,*,*,*,*,*
IL,79763,17115,20,*,*,*,*,*,*,*,11,*,*,*,*
IL,79763,17117,35,20,15,*,*,*,15,*,18,*,0,*,*
IL,79763,17119,115,56,59,23,26,45,21,*,45,32,*,19,15
IL,79763,17121,24,*,*,*,*,*,*,0,15,*,0,*,0
IL,79763,17123,*,*,*,*,0,*,0,0,*,*,0,0,0
IL,79763,17125,*,*,*,0,0,*,*,*,*,0,0,0,0
IL,79763,17127,20,*,*,*,*,*,*,*,12,*,0,*,*
IL,79763,17129,*,*,0,0,0,*,0,0,*,0,0,0,0
IL,79763,17131,*,*,*,0,0,*,*,0,*,0,0,*,*
IL,79763,17133,14,*,*,0,*,*,*,*,*,*,*,0,0
IL,79763,17135,19,*,*,*,*,*,*,*,11,*,0,*,*
IL,79763,17137,*,*,*,0,*,*,*,*,*,0,0,0,0
IL,79763,17139,*,*,*,0,*,*,0,0,*,0,0,0,*
IL,79763,17141,*,*,*,0,*,*,*,0,*,*,0,*,0
IL,79763,17143,*,*,*,0,*,*,0,*,0,*,0,0,0
IL,79763,17145,*,*,*,0,*,*,*,*,*,0,0,0,0
IL,79763,17149,*,*,*,*,*,0,*,0,*,*,0,0,0
IL,79763,17153,*,*,*,*,*,*,*,0,*,0,0,*,0
IL,79763,17155,*,*,0,0,0,0,*,0,0,0,0,*,0
IL,79763,17157,18,*,*,*,*,*,*,*,*,*,0,0,*
IL,79763,17159,*,*,*,0,*,*,*,*,*,0,0,*,0
IL,79763,17161,23,12,11,*,*,11,*,*,11,*,0,*,*
IL,79763,17163,116,62,54,23,27,35,31,18,54,*,*,27,*
IL,79763,17165,19,*,*,*,*,*,*,*,*,*,*,*,*
IL,79763,17167,28,13,15,*,11,12,*,*,13,*,0,*,*
IL,79763,17169,*,*,*,*,*,*,0,0,0,*,0,0,0
IL,79763,17171,*,*,*,0,0,*,*,0,*,0,0,0,0
IL,79763,17173,*,*,*,*,*,*,*,*,*,*,*,0,0
IL,79763,17177,22,*,*,0,*,14,*,*,*,*,0,*,*
IL,79763,17179,*,*,0,0,*,0,0,0,*,0,0,0,0
IL,79763,17181,19,*,*,*,*,*,*,*,14,0,0,*,*
IL,79763,17183,*,*,*,0,*,*,0,0,*,0,0,*,0
IL,79763,17185,*,*,0,0,*,0,*,0,*,0,0,0,0
IL,79763,17189,14,*,*,*,*,*,*,*,*,0,*,*,0
IL,79763,17191,29,15,14,*,*,14,*,*,14,*,0,*,*
IL,79763,17193,14,*,*,*,*,*,*,*,*,*,*,*,*
IL,79763,17195,*,*,*,*,*,*,*,*,*,*,0,*,*
IL,79763,17197,"1,327",673,654,241,323,512,251,110,585,235,46,351,83
IL,79763,17199,48,23,25,*,*,17,14,*,31,*,0,*,*
IL,79763,17201,46,21,25,*,13,13,*,*,11,*,12,*,*
IL,96601,17001,135,71,64,11,24,43,57,12,68,34,*,*,23
IL,96601,17003,*,*,*,0,*,*,*,*,*,*,0,0,*
IL,96601,17007,518,272,246,43,119,196,160,32,277,119,28,62,83
IL,96601,17009,20,*,*,*,*,*,*,*,*,*,0,*,*
IL,96601,17015,16,*,*,0,*,*,*,0,12,*,*,0,*
IL,96601,17017,11,*,*,*,*,*,*,*,*,0,0,*,0
IL,96601,17019,126,70,56,11,33,43,39,*,61,25,*,21,18
IL,96601,17021,27,15,12,*,*,*,12,*,18,*,0,*,*
IL,96601,17023,62,33,29,*,16,*,24,*,16,19,*,21,*
IL,96601,17025,*,*,*,0,*,0,*,*,*,0,*,0,0
IL,96601,17029,80,45,35,*,*,29,25,*,37,24,*,*,11
IL,96601,17031,"1,513",860,653,276,321,525,391,46,393,142,155,777,49
IL,96601,17033,*,*,*,0,*,0,*,0,*,0,0,0,*
IL,96601,17035,37,20,17,*,*,13,12,0,20,*,*,*,*
IL,96601,17037,323,178,145,60,89,87,87,12,158,88,11,54,24
IL,96601,17039,*,*,*,*,*,*,0,0,0,0,0,*,0
IL,96601,17041,45,22,23,*,*,13,19,0,24,19,*,*,*
IL,96601,17043,655,339,316,137,136,197,185,11,216,106,56,266,22
IL,96601,17045,37,12,25,*,*,14,11,*,21,13,0,*,11
IL,96601,17047,*,0,*,0,0,*,*,0,*,0,0,0,*
IL,96601,17049,91,51,40,14,16,34,27,*,30,44,*,14,*
IL,96601,17051,54,26,28,11,15,14,14,*,22,14,*,11,*
IL,96601,17053,*,*,*,0,*,*,*,0,*,*,0,0,*
IL,96601,17055,11,*,*,*,*,*,*,*,*,0,0,*,*
IL,96601,17057,551,305,246,39,89,202,221,33,314,141,25,38,93
IL,96601,17059,*,*,*,0,0,0,*,0,0,*,0,0,*
IL,96601,17063,33,18,15,*,*,*,16,*,14,*,*,*,*
IL,96601,17065,*,*,*,*,*,*,*,0,*,0,*,*,0
IL,96601,17067,*,0,*,0,0,0,*,0,*,0,0,0,0
IL,96601,17069,*,*,0,0,0,*,*,0,*,0,0,*,*
IL,96601,17071,*,*,*,0,*,0,0,0,*,0,0,0,0
IL,96601,17073,97,49,48,14,16,30,37,*,68,24,*,*,23
IL,96601,17075,25,*,*,*,*,*,11,*,*,*,*,*,*
IL,96601,17077,13,*,*,*,*,*,*,*,*,*,*,*,*
IL,96601,17079,40,17,23,*,*,12,15,0,18,19,*,*,*
IL,96601,17081,30,12,18,*,*,*,*,0,*,11,*,*,*
IL,96601,17085,39,21,18,*,*,*,20,*,19,17,0,*,*
IL,96601,17087,*,*,*,0,0,*,0,0,0,*,*,0,*
IL,96601,17089,376,207,169,59,74,118,125,*,121,85,*,142,11
IL,96601,17091,54,29,25,*,13,*,22,*,18,18,*,12,*
IL,96601,17093,46,28,18,*,*,20,*,0,25,11,*,*,*
IL,96601,17095,225,133,92,*,*,77,106,*,117,54,*,27,31
IL,96601,17097,"1,597",910,687,288,313,507,489,40,553,318,85,601,46
IL,96601,17099,635,345,290,49,92,215,279,42,312,201,29,51,71
IL,96601,17101,*,*,*,0,0,*,*,0,*,0,0,0,0
IL,96601,17103,39,19,20,*,*,18,11,*,19,*,0,*,*
IL,96601,17107,21,*,*,*,*,*,*,*,*,*,*,*,*
IL,96601,17109,27,12,15,*,*,*,*,*,15,*,0,*,*
IL,96601,17111,373,208,165,64,74,112,123,11,152,84,12,114,17
IL,96601,17113,*,*,*,*,*,*,*,0,*,0,0,*,0
IL,96601,17115,542,291,251,36,93,185,228,32,341,95,17,57,80
IL,96601,17121,49,22,27,*,*,17,23,*,14,17,*,*,*
IL,96601,17123,54,26,28,*,*,16,30,*,25,17,*,*,13
IL,96601,17125,64,32,32,*,*,16,37,*,38,18,*,*,22
IL,96601,17127,*,*,*,*,0,*,*,0,*,*,0,*,*
IL,96601,17129,12,*,*,0,*,*,*,0,*,*,*,*,*
IL,96601,17131,48,28,20,*,*,19,17,0,37,*,0,*,16
IL,96601,17137,27,14,13,*,*,*,18,*,11,*,*,*,*
IL,96601,17139,37,22,15,*,*,*,23,*,13,20,*,*,*
IL,96601,17141,104,55,49,28,18,26,32,*,49,27,*,22,15
IL,96601,17143,"2,653","1,407","1,246",144,685,925,899,223,"1,447",580,92,311,323
IL,96601,17145,12,*,*,*,*,*,*,*,*,*,0,*,0
IL,96601,17147,19,*,*,*,*,*,*,*,11,*,0,0,*
IL,96601,17149,39,21,18,*,*,21,11,*,14,11,*,*,*
IL,96601,17151,*,*,*,0,0,*,*,0,0,*,0,0,*
IL,96601,17153,*,*,*,0,*,0,*,0,0,0,0,*,0
IL,96601,17155,31,20,11,*,*,14,*,*,12,*,*,*,*
IL,96601,17159,*,*,*,0,0,*,*,0,*,0,0,*,0
IL,96601,17161,356,201,155,23,68,124,141,*,204,85,*,50,85
IL,96601,17165,11,*,*,*,*,*,*,*,*,*,0,0,*
IL,96601,17167,"1,037",518,519,38,221,413,365,82,615,205,33,102,198
IL,96601,17169,*,*,*,0,0,*,*,0,*,0,*,0,*
IL,96601,17171,12,*,*,*,*,*,*,*,*,*,0,*,*
IL,96601,17173,170,89,81,19,29,64,58,*,88,47,14,*,34
IL,96601,17175,39,22,17,*,*,*,21,*,22,11,0,*,*
IL,96601,17177,46,23,23,*,*,16,19,*,32,*,0,*,*
IL,96601,17179,"1,796",979,817,89,408,649,650,132,988,423,74,179,277
IL,96601,17181,*,*,*,0,0,*,*,*,*,*,*,*,*
IL,96601,17183,45,26,19,*,*,12,22,*,24,*,*,*,*
IL,96601,17185,*,*,*,0,*,0,0,*,*,0,0,*,0
IL,96601,17191,*,*,*,0,0,*,*,*,*,0,0,*,*
IL,96601,17193,*,*,*,0,0,0,*,0,*,*,0,0,*
IL,96601,17195,82,44,38,*,*,32,41,*,47,20,*,*,29
IL,96601,17197,457,243,214,81,85,145,146,18,152,112,15,160,30
IL,96601,17199,19,*,*,0,*,*,*,0,12,*,0,*,*
IL,96601,17201,"2,437","1,289","1,148",159,556,840,882,162,"1,290",634,113,238,336
IL,96601,17203,160,87,73,24,29,55,52,*,81,39,*,17,32
IL,99129,17031,"4,507","2,418","2,089",533,"1,150","1,510","1,314",198,"1,810",931,310,"1,258",386
IL,99129,17043,"1,438",690,748,109,361,557,411,224,619,287,71,237,310
IL,99129,17089,716,350,366,79,141,287,209,73,337,172,35,99,163
IL,99129,17097,"4,924","2,550","2,374",598,"1,092","1,755","1,479",308,"2,010","1,262",258,"1,086",380
IL,99129,17111,"2,521","1,261","1,260",214,679,947,681,160,"1,351",664,86,260,314
IN,17575,18001,105,45,60,11,33,30,31,19,45,*,*,27,13
IN,17575,18003,"2,185","1,220",965,302,486,701,696,197,952,552,106,378,99
IN,17575,18005,522,281,241,72,115,165,170,40,258,118,13,93,51
IN,17575,18007,80,39,41,*,*,26,30,12,32,15,*,*,*
IN,17575,18009,105,54,51,11,15,32,47,22,38,31,*,*,12
IN,17575,18011,586,298,288,102,139,183,162,35,238,133,25,155,27
IN,17575,18013,174,99,75,23,32,47,72,*,75,33,*,30,16
IN,17575,18015,122,61,61,15,29,39,39,*,49,24,*,27,*
IN,17575,18017,352,182,170,42,60,128,122,*,149,89,*,72,37
IN,17575,18019,671,377,294,77,160,206,228,87,325,122,30,107,38
